,fermi_b,Run,altieri_entropy_index,graph_modularity
28,0.6060606060606061,0,2.195924142294807,0.7361405449493537
44,0.8080808080808081,0,2.1623722849867812,0.6369162758835354
495,10.0,0,1.800780591189599,0.016745330193373625
474,9.595959595959595,0,1.8158031612979022,0.017558934460752962
2,0.0,0,1.8405005592018422,0.9495999999999991
75,1.5151515151515151,0,2.138294484659282,0.5687336214275331
45,0.9090909090909091,0,2.144719552298455,0.687726328995472
220,4.444444444444445,1,1.6942459312701212,0.1832585186053277
387,7.777777777777778,1,1.8703191497053415,0.017864658469657818
226,4.545454545454545,1,1.6337864729608222,0.08947967580480637
405,8.181818181818182,1,1.7968446848593127,0.017765377291755646
481,9.696969696969697,1,1.8779645799632152,0.018998523980061882
231,4.646464646464646,1,1.8621510017158855,0.14216024114589965
173,3.4343434343434343,1,1.646815966488468,0.356117225971582
29,0.5050505050505051,1,2.188805989483854,0.6637271406693389
381,7.6767676767676765,1,1.7927712791338992,0.01761127009935473
31,0.6060606060606061,1,2.188455897338542,0.6654975783886541
411,8.282828282828282,1,2.070423806722963,0.017546546111738524
176,3.5353535353535355,1,2.0263947841638834,0.3342246612242885
191,3.8383838383838382,1,1.64798843135592,0.3024955209462208
35,0.7070707070707071,1,2.116827912020242,0.7340903751272614
391,7.878787878787879,1,1.7740963740437468,0.01869097990262089
213,4.242424242424242,1,1.5970272957916063,0.10193809246984545
46,0.9090909090909091,1,2.1871770193302043,0.624305617435212
206,4.141414141414141,1,2.141360302492221,0.18932999924415564
181,3.6363636363636362,1,2.107086318621087,0.36318093960153064
201,4.040404040404041,1,1.8432796513530467,0.3108787528331056
476,9.595959595959595,1,1.8167756356900169,0.01794059012116367
186,3.7373737373737375,1,1.9303806421144896,0.36297146380605616
196,3.9393939393939394,1,1.9738149902974758,0.3800000036459428
41,0.8080808080808081,1,2.1983228235231866,0.6951359414397054
402,8.080808080808081,1,1.5084577302633686,0.018262797128104646
217,4.343434343434343,1,1.8045260657081246,0.27630429753496544
76,1.5151515151515151,1,2.0333848278099413,0.46152319488780424
486,9.797979797979798,1,1.7324659548636512,0.017089973115837376
241,4.848484848484849,1,1.6017181507028888,0.05323915812154978
295,5.959595959595959,1,1.6979594668230586,0.021390551690776194
11,0.20202020202020202,1,1.5418998946753653,0.6157347623966943
300,6.0606060606060606,1,1.9560108931655875,0.01970455636217336
346,6.96969696969697,1,0.9430631855087082,0.018347687667844226
306,6.161616161616162,1,2.020052073920303,0.023920212632713225
7,0.10101010101010101,1,1.985605859021467,0.8815051903114182
351,7.070707070707071,1,1.7930748083831942,0.019804131789318363
311,6.262626262626262,1,1.680492423603426,0.02563644733395894
496,10.0,1,1.7542311170459102,0.01771395019538466
317,6.363636363636363,1,1.8631847628272509,0.02449281094588901
3,0.0,1,1.8486210619615797,0.9514807813484562
321,6.4646464646464645,1,1.817249736049413,0.020352836221527254
336,6.767676767676767,1,1.7740038591047376,0.018707865680645197
326,6.565656565656566,1,2.1313079665439987,0.019987826850522306
341,6.8686868686868685,1,1.5723255573013326,0.018200086127214854
291,5.858585858585858,1,1.8511752825901235,0.02363130678696687
491,9.8989898989899,1,1.9719603482506216,0.018131065270833607
284,5.757575757575758,1,1.8575217751321504,0.04142874259533924
376,7.575757575757575,1,2.0018685171233286,0.016924755063668473
245,4.94949494949495,1,1.6437209139400275,0.08437434807323682
251,5.05050505050505,1,1.7472496836747575,0.06790789055612986
371,7.474747474747475,1,2.0788559553649213,0.01880412703214332
256,5.151515151515151,1,1.567494276434929,0.039099745706003386
260,5.252525252525253,1,1.9515788416241222,0.05411792288879233
366,7.373737373737374,1,1.7885047190590717,0.018566821013490192
265,5.353535353535354,1,1.7451250479219178,0.13864260754950777
19,0.40404040404040403,1,2.17194326273755,0.7156646151332362
270,5.454545454545454,1,1.6495477792902244,0.060826373370233444
361,7.2727272727272725,1,2.172789811310272,0.01607393880010033
16,0.30303030303030304,1,2.197518182355835,0.7238523453971504
278,5.555555555555555,1,1.623068111035649,0.024280999418001513
280,5.656565656565657,1,1.7750136513000314,0.04003473584252312
357,7.171717171717171,1,1.9971152357510489,0.018447088009633572
238,4.747474747474747,1,1.457581236432632,0.04974996864766831
166,3.3333333333333335,1,1.6865670904747883,0.3659752866289747
396,7.979797979797979,1,1.760077800567169,0.017637579231906175
331,6.666666666666667,1,1.9596134542180037,0.020082407159776217
147,2.929292929292929,1,1.9877203103997458,0.32457375834907715
71,1.4141414141414141,1,2.1525358165599786,0.5880233581619545
96,1.9191919191919191,1,2.177512934841275,0.5741012080573666
426,8.585858585858587,1,1.7133577657325387,0.016361384911621646
450,9.09090909090909,1,1.7800235690140223,0.015124437604020824
141,2.8282828282828283,1,2.187792409061347,0.4157641759472008
101,2.0202020202020203,1,2.147307665801013,0.4661102099330614
58,1.1111111111111112,1,2.1841560801487385,0.6296704202656873
105,2.121212121212121,1,2.021772359484046,0.412944246893741
136,2.727272727272727,1,1.791265380283695,0.47862235412131804
431,8.686868686868687,1,1.7833661237133736,0.016197645205048156
133,2.6262626262626263,1,1.75501411958711,0.45637579438992626
111,2.2222222222222223,1,1.5905340857955301,0.31201849721430336
442,8.88888888888889,1,1.6694879972419039,0.017458063701179277
60,1.2121212121212122,1,2.1436728791945487,0.6028838334431678
115,2.323232323232323,1,1.7593937614575144,0.48843652169984464
466,9.393939393939394,1,1.5981073283606761,0.01797794464262578
126,2.525252525252525,1,1.8578560918926699,0.4863086486405885
436,8.787878787878787,1,1.9288366168328182,0.015043467191109272
64,1.3131313131313131,1,2.18981028200631,0.6397468826982557
121,2.4242424242424243,1,2.103740852134686,0.38821942815358584
92,1.8181818181818181,1,1.8768650243392055,0.49865695280564787
471,9.494949494949495,1,1.8115387211802878,0.015693225847043135
448,8.98989898989899,1,1.6213095102768598,0.019037800197239135
416,8.383838383838384,1,1.6531477014209668,0.016078880004080198
161,3.2323232323232323,1,1.7508025616178142,0.4109366421873202
81,1.6161616161616161,1,2.1696580243340846,0.401715833446218
421,8.484848484848484,1,2.1115148115569022,0.017013408212517178
156,3.131313131313131,1,1.7151380472741222,0.33891474832209023
51,1.0101010101010102,1,2.071031778066394,0.6065447713642544
454,9.191919191919192,1,1.7632075079450005,0.013824016525753186
461,9.292929292929292,1,1.8502868426618904,0.01678351597740002
151,3.0303030303030303,1,1.7262028084216563,0.4539655836171821
86,1.7171717171717171,1,2.1546879542207273,0.4506558097490238
267,5.353535353535354,2,2.074193256696917,0.033567110522233184
441,8.88888888888889,2,1.8092947000639867,0.016362515113154036
112,2.2222222222222223,2,1.7876100676342728,0.43374313392611696
362,7.2727272727272725,2,1.8848325454567336,0.018763736707520327
273,5.454545454545454,2,1.9936016889865922,0.047641273149828356
83,1.6161616161616161,2,2.1687308052085936,0.426739148969686
18,0.40404040404040403,2,2.1444892380553173,0.7115008259120941
367,7.373737373737374,2,1.9227987244484486,0.016589277242498757
263,5.252525252525253,2,1.609377312309922,0.04803853904611424
338,6.767676767676767,2,1.1829241186596768,0.018153929744438153
457,9.191919191919192,2,1.6807897422576323,0.017504584989942007
258,5.151515151515151,2,1.9668752932336846,0.04228958943633751
117,2.323232323232323,2,2.0582081202726474,0.4847724130946851
327,6.565656565656566,2,2.071538639791457,0.01982991998269898
487,9.797979797979798,2,1.7200375934230865,0.01770326709843492
497,10.0,2,1.812675094191319,0.017974694972485383
253,5.05050505050505,2,1.8494165971941694,0.08946320062849003
373,7.474747474747475,2,1.5609798657257083,0.01774972056652155
333,6.666666666666667,2,1.5025794842849962,0.021370520730710635
322,6.4646464646464645,2,0.8589456497212743,0.018792263517246527
67,1.3131313131313131,2,2.14789625248061,0.5527140295796446
462,9.292929292929292,2,1.6990754748943122,0.0161463795892689
276,5.555555555555555,2,1.8548430792873194,0.031074539790773903
6,0.10101010101010101,2,1.9082218938820628,0.9428487403195775
91,1.8181818181818181,2,2.100247639973178,0.3980332177534413
347,6.96969696969697,2,1.889599357894593,0.017583000244422137
301,6.0606060606060606,2,1.6934746281205806,0.023377489086886034
343,6.8686868686868685,2,1.7052313671635029,0.018634230820616434
452,9.09090909090909,2,1.8008752781269732,0.016067273195928572
297,5.959595959595959,2,1.9211845345119771,0.03115033897417427
312,6.262626262626262,2,1.7417592346574176,0.022919622661252553
97,1.9191919191919191,2,2.115851436135392,0.349234476000736
87,1.7171717171717171,2,2.1929588017935675,0.5160473319695027
352,7.070707070707071,2,1.0633129614415118,0.017018641376099496
17,0.30303030303030304,2,1.914542560450363,0.7316470161049169
292,5.858585858585858,2,2.092717939325235,0.034260732969869756
492,9.8989898989899,2,2.1899958955310934,0.017390153121847884
13,0.20202020202020202,2,2.196403238276908,0.8476296768707482
287,5.757575757575758,2,1.54490032323655,0.02151042810728168
356,7.171717171717171,2,2.1742631955312692,0.018092997641849018
102,2.0202020202020203,2,1.8024356552329042,0.4260086874060085
282,5.656565656565657,2,1.812706608737499,0.02355732285879956
316,6.363636363636363,2,1.7996092710466318,0.020961179869067897
446,8.98989898989899,2,1.934149211834286,0.01596411789175098
73,1.4141414141414141,2,2.0735116546955936,0.5808057524350457
4,0.0,2,1.8991323144388588,0.9650256181777676
307,6.161616161616162,2,2.1471145721552256,0.026149286637643238
467,9.393939393939394,2,2.0862607859342877,0.01777178199518359
107,2.121212121212121,2,1.7497093635441565,0.4721586635831968
25,0.5050505050505051,2,2.1919709141116295,0.7059284908250617
247,4.94949494949495,2,0.5514589251395147,0.02634181357588114
36,0.7070707070707071,2,2.1812771592117906,0.6650012000293166
142,2.8282828282828283,2,1.8785401370747723,0.34950765695188457
427,8.585858585858587,2,1.9292421305504106,0.014883127104547866
77,1.5151515151515151,2,1.9774800973387385,0.4990891222231003
202,4.040404040404041,2,1.9164436323031253,0.2994704484396219
398,7.979797979797979,2,1.8441907420179415,0.01942802780049971
477,9.595959595959595,2,1.7919856782551604,0.014597900258437213
197,3.9393939393939394,2,0.7988007242215222,0.09948786330315776
423,8.484848484848484,2,2.175944905046879,0.01876908383091236
401,8.080808080808081,2,1.8427482809262608,0.0173894209660565
149,2.929292929292929,2,1.7899844171327715,0.3368057647581834
192,3.8383838383838382,2,1.9173833360855026,0.36659479996537403
42,0.8080808080808081,2,2.1263853146955096,0.702304892871276
188,3.7373737373737375,2,2.1756455055730246,0.28370523342989307
152,3.0303030303030303,2,1.5864502133637843,0.45589389608050196
183,3.6363636363636362,2,1.9626563295111163,0.37774075079414954
407,8.181818181818182,2,1.74098847971886,0.016586945902020728
472,9.494949494949495,2,1.756836108531415,0.017488181543252823
157,3.131313131313131,2,1.6030465548002575,0.23919939841494808
177,3.5353535353535355,2,2.1390443482224324,0.2871079322159513
52,1.0101010101010102,2,2.1084327689453977,0.6645054931162653
47,0.9090909090909091,2,2.1979191049339333,0.5755485580974977
172,3.4343434343434343,2,2.0633238432109264,0.4562319230887152
412,8.282828282828282,2,1.8586428025516006,0.01770658610246892
168,3.3333333333333335,2,1.9327663045963381,0.3892847891169106
162,3.2323232323232323,2,2.1489109220356326,0.37393165710869225
417,8.383838383838384,2,1.6495883017770625,0.017449724808181393
211,4.242424242424242,2,1.7124634657535307,0.321642258921288
392,7.878787878787879,2,2.120408574900573,0.018413452069937275
207,4.141414141414141,2,1.3646873711760672,0.11905040871951192
131,2.6262626262626263,2,1.5717352201504187,0.2391689519582773
127,2.525252525252525,2,1.9607847262612352,0.4801794128440482
216,4.343434343434343,2,1.6757797367224514,0.3627391065314015
236,4.747474747474747,2,1.808633059350922,0.07330851478359757
483,9.696969696969697,2,0.8352960105901948,0.017541205453332653
432,8.686868686868687,2,1.8328087774091235,0.016981657199177384
380,7.6767676767676765,2,1.6799232319283237,0.017118141074320303
227,4.545454545454545,2,1.6782439684379977,0.12658471312472994
32,0.6060606060606061,2,2.187945356883493,0.791931173028212
232,4.646464646464646,2,1.583081945549413,0.06437327968132495
62,1.2121212121212122,2,2.192528466621445,0.6252106658526055
222,4.444444444444445,2,1.9515696006513992,0.11718574481994656
386,7.777777777777778,2,1.685546247340085,0.01582884516081884
59,1.1111111111111112,2,2.1929279442138077,0.6447848461312026
242,4.848484848484849,2,1.827339730207433,0.07000819940883593
377,7.575757575757575,2,1.4558822352962961,0.017278864689509343
122,2.4242424242424243,2,1.9397083147505705,0.43772213491262696
437,8.787878787878787,2,1.7156926207057166,0.016476771299620108
137,2.727272727272727,2,2.186039443846621,0.39901899656134354
438,8.787878787878787,3,1.5173849570626508,0.017812105565269742
342,6.8686868686868685,3,1.785430006978521,0.017737253275771164
459,9.191919191919192,3,1.7620914972680193,0.0174372589458065
413,8.282828282828282,3,1.7962620346009888,0.01782131640129858
408,8.181818181818182,3,1.7176861829876158,0.01739843998806289
368,7.373737373737374,3,1.664868291692458,0.01663836007120622
379,7.575757575757575,3,1.6663748651998633,0.018414733900118274
337,6.767676767676767,3,1.783925312024203,0.016602658699626766
488,9.797979797979798,3,2.0229087408103714,0.016551379575375
418,8.383838383838384,3,1.9720507206705535,0.01993358806458992
422,8.484848484848484,3,1.551914899555588,0.01587024913704349
447,8.98989898989899,3,1.873730648943597,0.015682179930609497
453,9.09090909090909,3,1.60758992187248,0.015327911737076594
468,9.393939393939394,3,2.0040155936498727,0.017651244171365987
429,8.585858585858587,3,1.6512181795582601,0.016966806296615733
359,7.171717171717171,3,1.7227391828506704,0.018873554495765665
463,9.292929292929292,3,0.6829599690118892,0.018652215835202823
388,7.777777777777778,3,1.5995669689872702,0.016071733405622846
393,7.878787878787879,3,0.7860734721615018,0.017634512918259765
353,7.070707070707071,3,2.112556687469056,0.017391847438755437
374,7.474747474747475,3,1.8431656028902572,0.017943357899347062
482,9.696969696969697,3,1.969341148554765,0.01623470480190012
397,7.979797979797979,3,1.8177172566888964,0.017808613578697202
478,9.595959595959595,3,1.6443342931994147,0.014472215296285867
348,6.96969696969697,3,1.713843506368245,0.017881399727015745
443,8.88888888888889,3,1.3669283215054322,0.015742326871019063
363,7.2727272727272725,3,1.5999141000914376,0.018455679801819058
493,9.8989898989899,3,2.119116222814742,0.01625449267128201
383,7.6767676767676765,3,1.531696792999695,0.017283017078579405
403,8.080808080808081,3,1.0670329273751396,0.01699973079005948
433,8.686868686868687,3,1.8661254911970564,0.015019678688918292
473,9.494949494949495,3,1.8620228606638676,0.017724287861099863
499,10.0,3,1.889306216164717,0.017683703523967365
57,1.1111111111111112,3,2.1619914402341394,0.6025607301947769
189,3.7373737373737375,3,0.6676442909989696,0.08706718998542007
193,3.8383838383838382,3,1.6364398673965594,0.157466723442466
198,3.9393939393939394,3,1.745538880769522,0.4202838338017013
78,1.5151515151515151,3,2.1556177897491144,0.482997236221682
204,4.040404040404041,3,1.6952146114675708,0.16042233756947408
208,4.141414141414141,3,2.11562996434363,0.3664104220363849
72,1.4141414141414141,3,2.150113551977265,0.548328642669578
212,4.242424242424242,3,2.1156059577673845,0.27361055739658313
218,4.343434343434343,3,1.8518935212245922,0.2701449901901939
68,1.3131313131313131,3,2.1701403678311006,0.5708487268940343
224,4.444444444444445,3,1.8925957927221821,0.15138111060726703
63,1.2121212121212122,3,2.171904277878834,0.5614094916645652
230,4.545454545454545,3,1.601258800178599,0.05285349214491042
233,4.646464646464646,3,1.3018909193210684,0.05041315555026285
237,4.747474747474747,3,1.9183675465689667,0.11464116243661016
243,4.848484848484849,3,2.080610343786272,0.05851028266516062
53,1.0101010101010102,3,2.078351906946506,0.7090383998320169
84,1.6161616161616161,3,2.135003402564008,0.454070291541708
248,4.94949494949495,3,1.6573545309884479,0.0443523214463909
88,1.7171717171717171,3,1.9902506181449293,0.4628481892320864
179,3.5353535353535355,3,1.6390182711499348,0.325346451472501
129,2.525252525252525,3,1.473195668773932,0.36634262025870373
132,2.6262626262626263,3,2.047384075307681,0.43549074935523197
118,2.323232323232323,3,1.665028396723543,0.45657018820978934
139,2.727272727272727,3,2.188054503112461,0.34526404796683696
113,2.2222222222222223,3,2.0982572570820652,0.46996641471697065
143,2.8282828282828283,3,1.7304377365893115,0.45460635237420277
109,2.121212121212121,3,1.8850349251304561,0.38554365551276465
146,2.929292929292929,3,1.7810557672994545,0.4753458884401365
153,3.0303030303030303,3,1.909671508157884,0.4254783239236676
158,3.131313131313131,3,1.73318343468232,0.44416773428713346
103,2.0202020202020203,3,1.5997708347672823,0.3888467004634355
163,3.2323232323232323,3,1.7262731394478228,0.3804765349349973
332,6.666666666666667,3,1.681921015163144,0.018916797264424384
167,3.3333333333333335,3,1.8129279675548289,0.2999182750540351
98,1.9191919191919191,3,2.1903799359998866,0.5415641107373635
171,3.4343434343434343,3,1.6512517840936165,0.44640144690300615
93,1.8181818181818181,3,2.101457678353041,0.4715888183242548
182,3.6363636363636362,3,1.6915010681497982,0.30109136913201395
50,0.9090909090909091,3,2.144380668260299,0.6963531950176192
124,2.4242424242424243,3,1.7105352378551966,0.42367793373110885
34,0.6060606060606061,3,2.191851148509092,0.749736192879
22,0.40404040404040403,3,2.1012659031916354,0.5241062672039093
303,6.0606060606060606,3,1.8377804639221953,0.02076252659754793
293,5.858585858585858,3,1.7715456502797997,0.019843430683661123
252,5.05050505050505,3,1.5783393559144439,0.0434417831484272
308,6.161616161616162,3,1.798504046947885,0.0174542863910187
288,5.757575757575758,3,2.145014198319579,0.022451668599100052
27,0.5050505050505051,3,2.1957404800324114,0.6902650538700509
283,5.656565656565657,3,1.8272566708997826,0.023083961877699677
12,0.20202020202020202,3,2.029635034191992,0.6852230561646145
313,6.262626262626262,3,1.987388687581718,0.019887168786273862
277,5.555555555555555,3,1.731370817638983,0.04074421012574254
20,0.30303030303030304,3,2.072839641984688,0.7249352263576211
272,5.454545454545454,3,1.7524210194491323,0.030234177462505007
9,0.10101010101010101,3,1.895573113065193,0.8432254558628177
298,5.959595959595959,3,1.9921973511618358,0.019715671088196246
257,5.151515151515151,3,1.6784417008703592,0.051547765003347956
268,5.353535353535354,3,1.7239842972893562,0.027763594159505495
39,0.7070707070707071,3,2.165287745355733,0.6983414185401815
328,6.565656565656566,3,1.4797768779296785,0.02366731106151515
262,5.252525252525253,3,1.5828156273728224,0.033551893713591185
318,6.363636363636363,3,1.864159857200862,0.01929176200459315
323,6.4646464646464645,3,1.548657005521027,0.01807083411758717
5,0.0,3,2.122772064371063,0.9583333333333339
43,0.8080808080808081,3,2.1753242902281436,0.6870620021063792
444,8.88888888888889,4,1.8029030078066954,0.01634185009766459
439,8.787878787878787,4,1.9109092458402521,0.01793774123240414
449,8.98989898989899,4,1.7972898606558796,0.01682631729951148
1,0.0,4,1.6813296652200385,0.9454306377383295
490,9.797979797979798,4,1.812570962186864,0.017688968824947526
99,1.9191919191919191,4,1.196240580869342,0.38164252686777367
114,2.2222222222222223,4,2.0107032644592366,0.487075077313293
104,2.0202020202020203,4,2.1806408974935385,0.45987132448715645
108,2.121212121212121,4,2.0866669700266764,0.4816033307575671
8,0.10101010101010101,4,2.1230951760269496,0.9154628309256616
494,9.8989898989899,4,1.694910396083636,0.01618100820166921
14,0.20202020202020202,4,1.7151029830443654,0.6413135672734098
48,0.9090909090909091,4,2.172815297528375,0.6888342929148636
455,9.09090909090909,4,1.8350215150057123,0.015194708865085449
89,1.7171717171717171,4,1.8669153162445706,0.4881903762277452
475,9.494949494949495,4,1.799972076938465,0.01811550488334423
54,1.0101010101010102,4,2.192118951482663,0.6540032078536542
56,1.1111111111111112,4,2.101378867795379,0.6009708347638039
469,9.393939393939394,4,1.1542024439535155,0.017103801009437813
40,0.8080808080808081,4,2.1654197806058026,0.6471462496441114
119,2.323232323232323,4,1.8205807505158411,0.49141992151240044
65,1.2121212121212122,4,2.1609719360213013,0.6292600473833325
479,9.595959595959595,4,2.089358035420095,0.016227186157739937
464,9.292929292929292,4,1.5536091353785686,0.01805982511053525
94,1.8181818181818181,4,2.132619672089409,0.48506330533948927
38,0.7070707070707071,4,2.192084304706087,0.6077341063068167
74,1.4141414141414141,4,2.149532078613549,0.5525737457482993
33,0.6060606060606061,4,2.193111342108546,0.7000822091444092
30,0.5050505050505051,4,2.163181413373128,0.7152042956857504
79,1.5151515151515151,4,2.160923068533816,0.5675487298591958
458,9.191919191919192,4,1.8828604831160356,0.015022542793841437
82,1.6161616161616161,4,2.195613545043671,0.5897943802932356
485,9.696969696969697,4,1.9893554366716018,0.018209947761856138
24,0.40404040404040403,4,2.1724434498093195,0.5876605081620107
23,0.30303030303030304,4,2.0138663705449416,0.8725897920604908
69,1.3131313131313131,4,2.1162147930390542,0.5629145525018939
329,6.565656565656566,4,1.941392516883132,0.02102927143312253
164,3.2323232323232323,4,1.8030080647158653,0.37369360932023743
128,2.525252525252525,4,1.998918243678213,0.39561442797393054
378,7.575757575757575,4,1.852918770523818,0.014348728886237061
244,4.848484848484849,4,1.8276150042001058,0.0667893893912872
498,10.0,4,1.682415760623284,0.0161297495623025
372,7.474747474747475,4,1.7531854141341319,0.0173234750441571
254,5.05050505050505,4,1.8580455838291225,0.05644011434131693
369,7.373737373737374,4,1.651964433015508,0.01691435113872164
259,5.151515151515151,4,0.749162300802732,0.0270120854559166
264,5.252525252525253,4,1.6907208176266928,0.03426126633376991
364,7.2727272727272725,4,1.7466486818805536,0.01779156822156039
269,5.353535353535354,4,1.6881237461974776,0.035494645847489625
274,5.454545454545454,4,1.0767656126057028,0.025641776810307992
279,5.555555555555555,4,1.7274973719902829,0.03589800487112105
358,7.171717171717171,4,1.6559982556352495,0.01672714728440547
285,5.656565656565657,4,1.985214261851284,0.03038540902760763
354,7.070707070707071,4,1.8560881019226847,0.01861692203941598
289,5.757575757575758,4,1.684678171554357,0.03450145096169774
294,5.858585858585858,4,1.8249040948187367,0.02803932964174527
350,6.96969696969697,4,1.6406788801581733,0.02013642603064056
299,5.959595959595959,4,1.6999144573460327,0.028597290564264223
304,6.0606060606060606,4,1.8666493576706173,0.020010801528650656
344,6.8686868686868685,4,1.8062792452250005,0.019963806656387195
310,6.161616161616162,4,1.964910621054189,0.028390154731914197
314,6.262626262626262,4,2.051228091879634,0.02272260637374146
339,6.767676767676767,4,1.7331830277918598,0.018086308961715147
319,6.363636363636363,4,2.1698227169287754,0.01798206876627445
325,6.4646464646464645,4,1.8064507890946642,0.020157104230252614
