,opinion_max_diff,Run,altieri_entropy_index,graph_modularity
5,0.0,2,2.170238379718285,0.31454201481219046
493,4.94949494949495,2,0.4784773970890733,0.060288006965852604
11,0.10101010101010101,2,2.173641629340867,0.2966874521424519
17,0.15151515151515152,2,2.148931403159915,0.3275940271815929
487,4.898989898989899,2,0.4354243686791121,0.05669641327854438
21,0.20202020202020202,2,2.156865012567984,0.32085983085704545
26,0.25252525252525254,2,2.1816249963125554,0.3171500187188181
482,4.848484848484849,2,0.36529644554885843,0.04198427267303882
32,0.30303030303030304,2,2.16326487876146,0.2942323119671942
36,0.35353535353535354,2,2.1722869512139353,0.3180213593539679
476,4.797979797979798,2,0.2891339399227024,0.06991462556420544
43,0.40404040404040403,2,2.193821548111471,0.3384506314467672
47,0.45454545454545453,2,2.1652104693296863,0.3321133937565257
52,0.5050505050505051,2,2.1372962689722983,0.32729719285827463
471,4.747474747474747,2,0.4018793613760829,0.038498164540426594
56,0.5555555555555556,2,2.1548164902839133,0.3172840258633747
468,4.696969696969697,2,0.2685080010353241,0.044775251644521036
131,1.3131313131313131,2,2.1365857988247225,0.442818376623642
137,1.3636363636363635,2,1.9011993848999222,0.3777462132233611
112,1.1111111111111112,2,2.167978826718353,0.3508287440896717
427,4.292929292929293,2,0.572288718252979,0.04873285447353733
172,1.7171717171717171,2,1.7129507173995986,0.41471678351353725
177,1.7676767676767677,2,2.1957897741712435,0.33558347892948104
407,4.090909090909091,2,0.29705027904727205,0.032894215376175415
182,1.8181818181818181,2,2.0002511465033006,0.3575478021430142
187,1.8686868686868687,2,2.0662815398478593,0.3452736488368113
402,4.040404040404041,2,0.6337741475487401,0.09987725004525388
192,1.9191919191919191,2,1.5934172988814361,0.2460439851209848
412,4.141414141414141,2,0.3868457589452618,0.04237105987391152
197,1.9696969696969697,2,1.763822754392099,0.4201290941501048
202,2.0202020202020203,2,1.7654181130884432,0.33306543605343336
207,2.0707070707070705,2,2.1469988234789392,0.4174328602722184
392,3.9393939393939394,2,0.46759560284482715,0.06446258317027953
212,2.121212121212121,2,1.7593803688570406,0.46319372021265026
390,3.888888888888889,2,0.21874375601966733,0.03749510142314702
218,2.1717171717171717,2,0.6354941076951547,0.12299072593670732
222,2.2222222222222223,2,1.6345829054562486,0.478271896247716
398,3.9898989898989896,2,0.17942602370418603,0.039807201025468225
167,1.6666666666666667,2,2.1515222235604456,0.27809191869379946
332,3.3333333333333335,2,0.4861584490187325,0.08774683400245889
422,4.242424242424242,2,0.37832804362196304,0.049316165290290676
142,1.4141414141414141,2,2.1986333936114235,0.30767388901021875
162,1.6161616161616161,2,2.1583881559471667,0.3585827635267871
152,1.5151515151515151,2,1.7226498759781954,0.475594158897094
157,1.5656565656565655,2,2.08893051608555,0.38386820843614233
417,4.191919191919192,2,0.4285254800296248,0.05507060269380806
148,1.4646464646464645,2,1.948952867320098,0.4504343922011459
358,3.5858585858585856,3,0.39458102597972095,0.049882550164141476
393,3.9393939393939394,3,0.40466689416578805,0.03886779644612141
338,3.3838383838383836,3,0.4552376720147252,0.11952759922912937
484,4.848484848484849,3,0.35265567447438134,0.03826723291066827
377,3.7878787878787876,3,0.479967207982035,0.04017859539157953
423,4.242424242424242,3,0.3739805823487311,0.07173626239716811
488,4.898989898989899,3,0.43711482962214976,0.04692706025470869
364,3.6363636363636362,3,0.29779188495268283,0.045249379557331326
492,4.94949494949495,3,0.3325269703618977,0.04249993336230325
389,3.888888888888889,3,0.3973692188757236,0.0674232683627094
434,4.343434343434343,3,0.2933038146564013,0.03724179119383478
333,3.3333333333333335,3,0.5829592674201516,0.08480123805524781
438,4.393939393939394,3,0.19348365651136584,0.04092386681064955
478,4.797979797979798,3,0.30343011278186005,0.03327586824529011
453,4.545454545454545,3,0.28635685411819595,0.03887864187294124
342,3.4343434343434343,3,0.5286466120011721,0.12226582914192297
413,4.141414141414141,3,0.32009623518164965,0.04454467649672723
353,3.5353535353535355,3,0.30533448164164095,0.04019020607323953
458,4.595959595959596,3,0.4184177229218521,0.046571077848528056
448,4.494949494949495,3,0.3162685916389995,0.0406395160742033
408,4.090909090909091,3,0.22960183628095945,0.06007789659958096
348,3.484848484848485,3,0.42168176581161926,0.05145799900568349
428,4.292929292929293,3,0.3637189725042202,0.042659545521775394
418,4.191919191919192,3,0.3304045613363139,0.03713008981627586
444,4.444444444444445,3,0.42024916060824047,0.05650652618102295
467,4.696969696969697,3,0.44349887854275294,0.04608668217176276
403,4.040404040404041,3,0.35094248409278705,0.06164516635700725
374,3.7373737373737375,3,0.3530036713955897,0.0499838690945722
384,3.8383838383838382,3,0.24899542244206987,0.042653552428458585
475,4.747474747474747,3,0.35184743962287723,0.038472583731951615
368,3.686868686868687,3,0.5645824455736963,0.04919304530913715
397,3.9898989898989896,3,0.4946943996741815,0.07392347031956484
463,4.646464646464646,3,0.45987991089204505,0.04641664698700709
249,2.474747474747475,3,0.36560665985952656,0.045072558161250754
163,1.6161616161616161,3,2.073483486977753,0.44268583148322943
124,1.2121212121212122,3,2.1691788149590816,0.27939845797913665
128,1.2626262626262625,3,2.1622355740398893,0.4439385794249965
132,1.3131313131313131,3,2.1934041545384213,0.33877186467328224
138,1.3636363636363635,3,2.1819479336254792,0.3225801755419779
143,1.4141414141414141,3,2.19289731969541,0.33920829155243815
147,1.4646464646464645,3,2.194412443492442,0.371144902532616
154,1.5151515151515151,3,2.075712710464179,0.29092489267312643
158,1.5656565656565655,3,2.1740149956527985,0.3754773476575797
168,1.6666666666666667,3,2.1556564913869587,0.3400527994739239
174,1.7171717171717171,3,2.1276275990602347,0.26241861513944176
178,1.7676767676767677,3,1.7389132451005895,0.47166077940023676
181,1.8181818181818181,3,2.039745406988211,0.4333171805575563
188,1.8686868686868687,3,2.024655560239907,0.3449186709987996
194,1.9191919191919191,3,1.6674255012794752,0.3035428794213333
198,1.9696969696969697,3,1.8575021269573544,0.4649648942683626
203,2.0202020202020203,3,1.9029363484132593,0.43607179385341416
208,2.0707070707070705,3,1.8321288860778064,0.44532510809931536
213,2.121212121212121,3,1.7725152956661963,0.3979225774041675
217,2.1717171717171717,3,2.0688958095984735,0.45398112903848875
118,1.1616161616161615,3,2.185362525191173,0.39848949582923066
113,1.1111111111111112,3,2.181137691540995,0.3995743500842648
109,1.0606060606060606,3,2.158433987156445,0.3785619488291797
103,1.0101010101010102,3,2.1483423950361766,0.30800112319826534
2,0.0,3,2.170932337153892,0.3132282485160148
10,0.050505050505050504,3,2.1746426636700797,0.3144707481031448
14,0.10101010101010101,3,2.1589136891120284,0.29730422490366304
18,0.15151515151515152,3,2.18262941825885,0.3416796945794913
22,0.20202020202020202,3,2.189787071353113,0.3227092846155505
28,0.25252525252525254,3,2.183924051847579,0.3551900418483372
37,0.30303030303030304,3,2.1959393945135286,0.3360366405775525
38,0.35353535353535354,3,2.1953833232509514,0.3508729791203682
42,0.40404040404040403,3,2.1223163090862465,0.2919352340071056
223,2.2222222222222223,3,1.6979639110277023,0.4773298547504133
48,0.45454545454545453,3,2.0691519102042,0.32950544491799816
60,0.5555555555555556,3,2.118660583287759,0.3165883479782472
62,0.6060606060606061,3,2.189258202599035,0.29983308150368676
68,0.6565656565656566,3,2.1604470543854477,0.348532205673478
73,0.7070707070707071,3,2.1907335588596752,0.34227373997461885
78,0.7575757575757576,3,2.017675219042306,0.24574618324731975
83,0.8080808080808081,3,1.885907836613987,0.31499843551169304
89,0.8585858585858586,3,2.099640236518852,0.30751727893652436
92,0.9090909090909091,3,2.1425684918908887,0.3277628540645314
99,0.9595959595959596,3,2.0920691422503297,0.3157323370704075
53,0.5050505050505051,3,2.1885642031640433,0.29458278095796625
228,2.2727272727272725,3,1.0770913074265278,0.2729285227440662
499,5.0,3,0.3933936120165922,0.03192805663109235
318,3.1818181818181817,3,0.36823982328404137,0.07522114464454857
306,3.080808080808081,3,1.2078321346508953,0.3446610671066479
263,2.6262626262626263,3,0.5458550350286046,0.0956119010141252
288,2.878787878787879,3,1.933415589599174,0.3967888166120649
300,2.9797979797979797,3,0.39454882795714524,0.05297323129254322
268,2.676767676767677,3,0.8432611194609613,0.2599607896847519
257,2.5757575757575757,3,1.717402195485493,0.48635609309938244
313,3.131313131313131,3,0.4758359224015551,0.06865994663353378
274,2.727272727272727,3,0.4442514331196065,0.08837278118014333
253,2.525252525252525,3,0.4181158654616015,0.10773512913805985
277,2.7777777777777777,3,0.5740736792909811,0.10999429084021975
293,2.929292929292929,3,0.4762519675002926,0.10909256091565028
303,3.0303030303030303,3,0.39627985187042963,0.04782529179441511
243,2.4242424242424243,3,1.7575270002779944,0.48307573132458426
284,2.8282828282828283,3,0.19255120593217762,0.04475427758886636
322,3.2323232323232323,3,0.3355182170584772,0.0754944011872094
234,2.323232323232323,3,0.6640841831216465,0.09155225012774271
328,3.282828282828283,3,0.38783018678782716,0.07337652013461515
238,2.3737373737373737,3,1.746887199909212,0.4693183072327666
88,0.8585858585858586,4,2.1906227784848156,0.3786846897961248
464,4.646464646464646,4,0.266945462320821,0.03406426864987014
354,3.5353535353535355,4,0.3754580704975232,0.0664344240921472
69,0.6565656565656566,4,2.1384949504118715,0.34582261287168714
98,0.9595959595959596,4,2.1251613693967664,0.279287512197784
349,3.484848484848485,4,0.4779457287684319,0.04946085359235253
94,0.9090909090909091,4,2.127680893900755,0.356225300730062
451,4.494949494949495,4,0.4022326628055571,0.048888511612462014
459,4.595959595959596,4,0.37837289283591047,0.03843175437311052
298,2.9797979797979797,4,0.40095400895366484,0.05068488686991804
79,0.7575757575757576,4,2.1799886690230985,0.3245111221837237
294,2.929292929292929,4,0.47680682816463277,0.10208200120178926
289,2.878787878787879,4,0.5331808003747035,0.11999806970034899
64,0.6060606060606061,4,2.1813926205868093,0.30494780643654656
84,0.8080808080808081,4,2.060467662161152,0.3322053077948729
454,4.545454545454545,4,0.5676427374178492,0.04745249420301975
74,0.7070707070707071,4,2.197103173487949,0.2923022091075359
233,2.323232323232323,4,1.8369472078664484,0.46603006486934573
49,0.45454545454545453,4,2.1884961147190083,0.3103109483351933
58,0.5555555555555556,4,2.175088922545386,0.3910034272680978
497,5.0,4,0.31043822031375873,0.040205622866504684
1,0.0,4,2.161246731935227,0.32192874823068734
494,4.94949494949495,4,0.4178881100857109,0.04429775342296672
324,3.2323232323232323,4,0.2227380682737297,0.04087983384492355
12,0.050505050505050504,4,2.1590471762547905,0.323898950040478
15,0.10101010101010101,4,2.1826665840733455,0.3287615536595393
489,4.898989898989899,4,0.475094617169465,0.05257772828061727
319,3.1818181818181817,4,0.6425323662645543,0.09762595800022808
20,0.15151515151515152,4,2.1789451191726603,0.31735648708755204
339,3.3838383838383836,4,0.36476575887820056,0.04542691907798005
24,0.20202020202020202,4,2.148684860304899,0.32474914696624957
483,4.848484848484849,4,0.3583300539669506,0.06343366309804133
29,0.25252525252525254,4,2.161313758009994,0.35366845534640756
34,0.30303030303030304,4,2.154914125554369,0.32023270980284013
314,3.131313131313131,4,0.3943769849642163,0.06451148460149528
479,4.797979797979798,4,0.4477991443311366,0.04641357315430439
39,0.35353535353535354,4,2.139191156861642,0.3057926642639306
310,3.080808080808081,4,0.4286639971894558,0.08714750561979434
45,0.40404040404040403,4,2.1711395426790827,0.33533702353647077
344,3.4343434343434343,4,0.33214666949454913,0.06494274901746522
473,4.747474747474747,4,0.44725774315722655,0.04650921896520814
55,0.5050505050505051,4,2.196716201279658,0.3233360331616822
469,4.696969696969697,4,0.5279877014767416,0.0369081428830933
304,3.0303030303030303,4,0.19262746270562986,0.050878911114130274
445,4.444444444444445,4,0.297765465164785,0.03595451021991555
114,1.1111111111111112,4,2.1859067161464685,0.35023465594413883
108,1.0606060606060606,4,2.1213356354780903,0.28832234502747967
259,2.5757575757575757,4,0.5670841790826535,0.09993481789464553
179,1.7676767676767677,4,1.7198551632993122,0.43306550418975953
370,3.686868686868687,4,0.41268345640786164,0.0477519708253235
184,1.8181818181818181,4,1.727579621040226,0.38462913786777686
404,4.040404040404041,4,0.40548703329432734,0.04276887039249219
371,3.7373737373737375,4,0.6973958506855048,0.08142574779785294
189,1.8686868686868687,4,1.7713271571217437,0.3216571891999068
193,1.9191919191919191,4,2.135241831210398,0.3978124192451167
254,2.525252525252525,4,1.3171123162304705,0.4116924540111634
399,3.9898989898989896,4,0.48368181161833856,0.060351575393214285
199,1.9696969696969697,4,0.7614421162202689,0.1346684067422506
