,social_factor,Run,altieri_entropy_index,graph_modularity
396,0.797979797979798,1,1.8549161900301852,0.4454391712295157
108,0.21212121212121213,1,2.174559352785428,0.3540769992774077
37,0.07070707070707072,1,2.14072542010578,0.3258591007516378
385,0.7777777777777778,1,1.7336182187928004,0.4401386947335957
491,0.98989898989899,1,0.6571324488271181,0.16624671238513028
41,0.08080808080808081,1,2.069280400168371,0.3401263729199865
44,0.09090909090909091,1,2.1029543346255735,0.31858089064540296
98,0.20202020202020204,1,2.181052978373399,0.38770016440527216
96,0.19191919191919193,1,2.1737143545238697,0.3525236889487773
93,0.18181818181818182,1,2.1886799565350366,0.3739063452511857
401,0.8080808080808082,1,2.088235107487801,0.4654531704827175
481,0.9696969696969697,1,1.9116552568445628,0.4643068792082582
52,0.10101010101010102,1,2.189358072741761,0.3687243042964405
56,0.11111111111111112,1,2.1104769441108235,0.347179295133348
86,0.17171717171717174,1,2.123028977574713,0.26206647788388576
391,0.787878787878788,1,1.734821498520178,0.42969363595650517
81,0.16161616161616163,1,2.1943441912144004,0.3699824995456906
62,0.12121212121212122,1,2.1265104498213137,0.3329702143133435
76,0.15151515151515152,1,2.141676640167048,0.36218022347887735
486,0.9797979797979799,1,2.076459843091041,0.4177992408624291
66,0.13131313131313133,1,1.6686993304449933,0.30613085230523707
71,0.14141414141414144,1,1.6772220867812166,0.3613406584158456
121,0.24242424242424243,1,2.0830419943397183,0.34486082067205376
28,0.05050505050505051,1,2.0838723746635535,0.2694305184525703
110,0.22222222222222224,1,2.0822406498490857,0.4085522881599273
421,0.8484848484848485,1,1.6748990533499084,0.4581851641933968
6,0.010101010101010102,1,2.087858129870617,0.2804260673373298
136,0.27272727272727276,1,2.104124422967849,0.30659706282623533
496,1.0,1,1.7041882346689428,0.4194164656320749
425,0.8585858585858587,1,1.0494622594579688,0.23513184095683848
141,0.2828282828282829,1,2.196303841769375,0.370817668271882
7,0.0,1,2.1768057654659763,0.3231496010501538
132,0.26262626262626265,1,1.861686494230217,0.2763736986653983
376,0.7575757575757577,1,2.1699557604896493,0.40174251684695406
11,0.020202020202020204,1,1.9822672425741694,0.2587168454758999
410,0.8282828282828284,1,1.7856104845883805,0.43012583710535046
22,0.04040404040404041,1,2.1105115954864893,0.3361580944096031
471,0.9494949494949496,1,1.6152914510258216,0.4876317659967372
126,0.25252525252525254,1,2.1847270322891723,0.36923759251413685
148,0.29292929292929293,1,1.4278137848834018,0.2238673659582849
17,0.030303030303030304,1,2.1319355328382588,0.2756609591912544
262,0.5252525252525253,2,1.8285385736192716,0.39147434603508036
53,0.10101010101010102,2,1.9621059138543826,0.2314185918035613
447,0.8989898989898991,2,1.513887402127765,0.25089319879869554
437,0.8787878787878789,2,1.7285236558470536,0.35252764822481003
257,0.5151515151515152,2,1.7863151540760949,0.3531931166206965
487,0.9797979797979799,2,1.9044400409710145,0.34162758407199845
255,0.5050505050505051,2,1.775898058899263,0.36829719496741453
342,0.686868686868687,2,1.8362995707697576,0.4427954620853258
60,0.12121212121212122,2,2.1348880560181986,0.3495641855093149
317,0.6363636363636365,2,1.8917111718397872,0.40405661655830233
397,0.797979797979798,2,1.7545418222143494,0.3828545267236061
431,0.8686868686868687,2,1.640107230363352,0.42092454866544693
248,0.494949494949495,2,1.9450352240381026,0.4551486221095066
5,0.0,2,2.1773614260600658,0.34647823853753007
417,0.8383838383838385,2,2.0613356202131374,0.4724721986306032
2,0.010101010101010102,2,2.1543160635560503,0.32262479871924477
57,0.11111111111111112,2,2.198139888923031,0.41559777854756663
312,0.6262626262626263,2,1.5960523685300796,0.31124385478927585
407,0.8181818181818182,2,1.896592977451281,0.3310316965696875
497,1.0,2,0.8040076713306167,0.3477734999645787
27,0.05050505050505051,2,2.178589689981987,0.3273026871751351
292,0.5858585858585859,2,1.9413262642482152,0.47388859662171
296,0.595959595959596,2,1.8767128668355726,0.40088602909759563
21,0.04040404040404041,2,2.1790484146250275,0.38257976607897526
332,0.6666666666666667,2,1.7233177669148498,0.33938132653932707
16,0.030303030303030304,2,2.057481445166904,0.27294186016807404
32,0.06060606060606061,2,2.0788791449716393,0.27809636161068774
302,0.6060606060606061,2,2.1861906471524724,0.4180907148382439
285,0.5757575757575758,2,1.7289425510636787,0.44204334250312255
443,0.888888888888889,2,1.6551133508875016,0.4897764709015827
402,0.8080808080808082,2,1.782527527305242,0.4585787185390658
14,0.020202020202020204,2,1.8599960631984545,0.19623440334585948
412,0.8282828282828284,2,1.5007704443117051,0.3587234484538175
492,0.98989898989899,2,1.828588433101108,0.42176497335538526
36,0.07070707070707072,2,2.1632309912209493,0.32424800532092934
278,0.5555555555555556,2,1.5546099236163455,0.24672361612688348
307,0.6161616161616162,2,0.7367143703910141,0.10523183181576307
337,0.6767676767676768,2,1.9626296233018123,0.4070543905671544
326,0.6565656565656566,2,2.063583778169321,0.4139288590967491
45,0.08080808080808081,2,1.9799796975090203,0.25721046273187975
269,0.5454545454545455,2,1.9792520075032425,0.42002510322587594
267,0.5353535353535354,2,2.115786061673143,0.24745387645396985
282,0.5656565656565657,2,1.8359341625811065,0.478156529085595
46,0.09090909090909091,2,2.1841468616935127,0.31412514925648455
237,0.4747474747474748,2,1.7936485985401394,0.27394281893739203
242,0.48484848484848486,2,1.984665458861716,0.4426182774462011
202,0.4040404040404041,2,1.8072636616109288,0.201872884310236
477,0.9595959595959597,2,1.6457583881777433,0.47341801359172164
68,0.13131313131313133,2,2.1326183386057096,0.362932357034347
112,0.22222222222222224,2,2.081431807419057,0.3285508300423739
196,0.393939393939394,2,2.194838484028728,0.3477935551377094
192,0.38383838383838387,2,2.1864166084984804,0.39407687149505
116,0.23232323232323235,2,2.0441266432250127,0.354629285358225
381,0.7676767676767677,2,1.7837056060462533,0.4585190170123291
187,0.37373737373737376,2,1.9495007452057997,0.4540419984080345
122,0.24242424242424243,2,2.1983220044578897,0.359293481921025
424,0.8484848484848485,2,2.118589586365338,0.4238436904752922
462,0.9292929292929294,2,2.0236937463378823,0.40796140468391595
362,0.7272727272727273,2,2.0326378865477714,0.4402150232510158
181,0.36363636363636365,2,2.0364925758194174,0.25910343952531434
356,0.7171717171717172,2,2.0687694956535108,0.4615980880001217
127,0.25252525252525254,2,1.6497519718139912,0.22152791010104214
177,0.3535353535353536,2,2.161614518642863,0.40153336380737314
175,0.3434343434343435,2,2.150541158044165,0.3959859162095155
377,0.7575757575757577,2,1.4681829575420966,0.42132803206413516
133,0.26262626262626265,2,2.066321252564118,0.32368287006052127
472,0.9494949494949496,2,1.7644086133267893,0.3445665365263053
465,0.9393939393939394,2,1.7410054500361825,0.4816971996439249
367,0.7373737373737375,2,2.0864544661910034,0.4430295778579626
167,0.33333333333333337,2,2.0603635446873545,0.37574252269387143
137,0.27272727272727276,2,2.1917636835168604,0.3987413373837553
163,0.32323232323232326,2,2.196935465286736,0.41131559602935697
142,0.2828282828282829,2,2.142631560803454,0.4417856801602754
146,0.29292929292929293,2,2.1653475364557315,0.40865458936777876
157,0.31313131313131315,2,2.1456248021866564,0.36060881981163995
372,0.7474747474747475,2,1.8548500583564251,0.3692765869059126
427,0.8585858585858587,2,1.4320893026163768,0.33625886289445706
106,0.21212121212121213,2,1.9972254977779194,0.47322635781322986
322,0.6464646464646465,2,2.142567224713549,0.4354810833917887
102,0.20202020202020204,2,1.9887910245636973,0.2650535976057174
347,0.696969696969697,2,1.9558070883051886,0.47188884084375615
72,0.14141414141414144,2,2.145307162823414,0.42595643493067925
152,0.30303030303030304,2,2.1749817889803817,0.42375028293681394
452,0.9090909090909092,2,1.8500914000295057,0.32583612179168503
78,0.15151515151515152,2,1.906293645220689,0.2730254155181191
392,0.787878787878788,2,2.1565897980953035,0.4086056378562488
232,0.4646464646464647,2,2.1627557526770906,0.3630691765321138
82,0.16161616161616163,2,1.6998292042319532,0.21920312851119478
482,0.9696969696969697,2,1.4549174108075307,0.35229169768800367
226,0.4545454545454546,2,2.1219245314637494,0.42480041516596156
352,0.7070707070707072,2,1.9674285039476584,0.4506600881054321
221,0.4444444444444445,2,2.0412353883160788,0.4180628031448113
92,0.18181818181818182,2,2.131342086157428,0.33416856090976266
87,0.17171717171717174,2,2.076949182708654,0.24348480879924778
207,0.4141414141414142,2,2.1144869549958765,0.35624145287714754
97,0.19191919191919193,2,2.150542046471339,0.2952304360598312
387,0.7777777777777778,2,1.8095196722349922,0.46975303067207075
457,0.9191919191919192,2,2.0150983862657816,0.40577758633711813
210,0.42424242424242425,2,1.8253655452098112,0.4718953022581788
217,0.43434343434343436,2,2.174428212439354,0.4084981207207449
353,0.7070707070707072,3,1.70719929725431,0.4164498291546379
373,0.7474747474747475,3,1.9502529591999982,0.44658660539244055
383,0.7676767676767677,3,1.9923070077590062,0.35312748815679756
403,0.8080808080808082,3,1.837195192746839,0.42446233568186365
393,0.787878787878788,3,1.8922298749738191,0.42904425260000467
368,0.7373737373737375,3,1.7241104897766735,0.291209108091938
324,0.6464646464646465,3,1.5461799907950602,0.2875559111275197
343,0.686868686868687,3,1.480261275909214,0.3107933911742603
413,0.8282828282828284,3,1.8036226557304325,0.41484756194900385
358,0.7171717171717172,3,2.1689555601235297,0.34471953056516424
349,0.696969696969697,3,1.8312838382933991,0.3844332401506444
398,0.797979797979798,3,2.1480431335646353,0.4515062470648859
333,0.6666666666666667,3,1.7875672043758954,0.3555277794777403
328,0.6565656565656566,3,2.085463629214866,0.42523090244123524
378,0.7575757575757577,3,1.779018687466494,0.3703040807679103
388,0.7777777777777778,3,1.6923006055326932,0.42445137569932434
419,0.8383838383838385,3,1.7659608167403946,0.4232249228423933
363,0.7272727272727273,3,1.097231193558758,0.23918876670923828
408,0.8181818181818182,3,1.6533787408098994,0.40037590127764233
422,0.8484848484848485,3,1.8093718513436308,0.4647244988829887
429,0.8585858585858587,3,1.6449644256005083,0.30400909852914815
338,0.6767676767676768,3,1.9273809063937188,0.39935992940993253
433,0.8686868686868687,3,1.7776998586884212,0.4364176505654999
208,0.4141414141414142,3,1.8172435713725663,0.4629122580289766
313,0.6262626262626263,3,1.9442087498024705,0.4350023632474994
91,0.18181818181818182,3,1.8891400136382235,0.24077866034939432
99,0.19191919191919193,3,1.8976526941738636,0.31854818219307446
103,0.20202020202020204,3,2.1994215751811486,0.34578473926699765
478,0.9595959595959597,3,1.2868873418110882,0.3485444504405988
107,0.21212121212121213,3,2.1544440383526613,0.39992865480024103
113,0.22222222222222224,3,2.1989165340755594,0.3560505475199783
118,0.23232323232323235,3,2.024295173958158,0.3528650903551479
123,0.24242424242424243,3,2.155172735819114,0.43321157807555905
128,0.25252525252525254,3,2.147750841151574,0.35194127722317614
473,0.9494949494949496,3,2.1370156691701783,0.40572389144375254
130,0.26262626262626265,3,2.077156211515621,0.2726225184353078
139,0.27272727272727276,3,2.1850085906663006,0.38903114867047467
143,0.2828282828282829,3,1.9877801854316182,0.34448011963525094
149,0.29292929292929293,3,2.125748889656812,0.36058141114942166
153,0.30303030303030304,3,2.0962880937517405,0.36690874309151156
318,0.6363636363636365,3,0.885881422154119,0.13552835133429053
158,0.31313131313131315,3,1.5152346587602596,0.2513726929956004
88,0.17171717171717174,3,2.197436083196538,0.4111037880573992
162,0.32323232323232326,3,2.1750334927441792,0.36805283097368763
83,0.16161616161616163,3,2.181775342040267,0.3662721410200258
77,0.15151515151515152,3,2.15122121651664,0.3015875182812734
3,0.0,3,1.9401092171864656,0.2336117858306834
9,0.010101010101010102,3,2.0861211567001847,0.24259776520945353
13,0.020202020202020204,3,2.1596226122586333,0.35276305206906394
18,0.030303030303030304,3,2.1171533463458356,0.27150111380484876
19,0.04040404040404041,3,2.1709780452145595,0.34091709315705715
25,0.05050505050505051,3,2.1994013117197078,0.36490973633613943
493,0.98989898989899,3,1.8299732560303719,0.3707935941570647
33,0.06060606060606061,3,2.0577296294012015,0.27901766324946947
38,0.07070707070707072,3,2.1086266424109703,0.29249810713136554
42,0.08080808080808081,3,2.083950969816181,0.26309403197761594
48,0.09090909090909091,3,2.074717938096123,0.2665597153858392
51,0.10101010101010102,3,2.149909109266262,0.3413083276612584
488,0.9797979797979799,3,1.0516959209717591,0.20066468380077795
59,0.11111111111111112,3,2.136611005158825,0.37301859977770335
63,0.12121212121212122,3,1.9933204690224935,0.31281343322966404
67,0.13131313131313133,3,2.1116980942204364,0.31643439094704795
73,0.14141414141414144,3,2.1267174673021976,0.2961837649152307
483,0.9696969696969697,3,0.9498241548827453,0.18375512123676932
168,0.33333333333333337,3,2.1897500594760353,0.40858484550799623
468,0.9393939393939394,3,1.3457116015688624,0.25183300454473756
498,1.0,3,1.844932957602027,0.46821569944700414
233,0.4646464646464647,3,2.127090057790944,0.36547220926619906
240,0.4747474747474748,3,1.5619024780546473,0.2816469230592357
243,0.48484848484848486,3,2.120808350697618,0.41969680305235274
246,0.494949494949495,3,2.1534231886715665,0.4360658681870905
173,0.3434343434343435,3,2.0366044867665365,0.4557645452636001
252,0.5050505050505051,3,2.158144595462119,0.395316440722673
298,0.595959595959596,3,2.1731696889642507,0.3996426950243578
258,0.5151515151515152,3,1.5087195854057078,0.24930779068724152
293,0.5858585858585859,3,1.2626528710380818,0.22767523812516036
448,0.8989898989898991,3,1.6582688601670315,0.24893269598453807
263,0.5252525252525253,3,1.6797466315353191,0.36306782938446536
271,0.5353535353535354,3,1.482390177024294,0.2666929113099399
273,0.5454545454545455,3,1.928145867968447,0.37045647966669637
277,0.5555555555555556,3,1.8906027865899526,0.45424972296992616
442,0.888888888888889,3,1.7398689456802303,0.46501833722367525
453,0.9090909090909092,3,1.6447052837294271,0.39322550630119896
288,0.5757575757575758,3,1.6703280851415594,0.4719480141330434
283,0.5656565656565657,3,2.1939575644320284,0.3402392343801943
223,0.4444444444444445,3,1.89666518537357,0.41087661591695496
463,0.9292929292929294,3,2.0573087806275563,0.37081083480109556
219,0.43434343434343436,3,2.0120112671651142,0.3695792556425911
303,0.6060606060606061,3,1.847789095037127,0.4696816208991207
214,0.42424242424242425,3,1.8885283067434426,0.3836470465962016
458,0.9191919191919192,3,2.06575929879203,0.41886004608648797
203,0.4040404040404041,3,2.1661527810970838,0.4381297327722412
197,0.393939393939394,3,2.1236370755284124,0.4291375143424404
228,0.4545454545454546,3,2.1139007494755995,0.41184561118245394
308,0.6161616161616162,3,2.1911912941295255,0.37634972134490985
438,0.8787878787878789,3,1.7434677133120453,0.4633926328950043
193,0.38383838383838387,3,2.1665895724731685,0.39434459647912257
188,0.37373737373737376,3,2.0779354109363304,0.4338347448053482
183,0.36363636363636365,3,1.671978596083026,0.3975997062159152
179,0.3535353535353536,3,1.8643969599177908,0.3505458322782773
434,0.8686868686868687,4,1.7818961026370965,0.3423448188241791
439,0.8787878787878789,4,1.9224163530164082,0.40957484629880525
495,0.98989898989899,4,1.6311107067926351,0.37665088488699217
418,0.8383838383838385,4,1.76827228660737,0.45509369061759053
464,0.9292929292929294,4,2.1368298703798474,0.42982876617503474
489,0.9797979797979799,4,1.67899682628096,0.3265861738110655
485,0.9696969696969697,4,1.6988019227541522,0.4705073285954661
449,0.8989898989898991,4,1.810642549819745,0.4520196426002018
479,0.9595959595959597,4,2.0497882443549518,0.43579755386193875
423,0.8484848484848485,4,1.862823049442383,0.4759080525261905
454,0.9090909090909092,4,1.8034294187537905,0.4653665816779961
474,0.9494949494949496,4,1.604579562674919,0.4875772630646692
460,0.9191919191919192,4,1.6149500413478806,0.3750931755172413
469,0.9393939393939394,4,1.7272063357789953,0.3394213907728692
428,0.8585858585858587,4,1.7798348600310692,0.4650849225047369
444,0.888888888888889,4,1.7124069171025178,0.4770245378790907
0,0.0,4,2.1825261536275713,0.36098779728185476
249,0.494949494949495,4,2.12495624867635,0.3939118097978591
409,0.8181818181818182,4,1.8605336818613458,0.46614229152512987
114,0.22222222222222224,4,2.0819278693991103,0.3203593885985243
119,0.23232323232323235,4,1.7724696265829694,0.30283015823551196
124,0.24242424242424243,4,2.1702766286541197,0.41461998353138163
129,0.25252525252525254,4,2.190579480930545,0.391201279317425
134,0.26262626262626265,4,2.0562866495845196,0.3413124310140421
138,0.27272727272727276,4,2.170988526314214,0.36362964531017206
145,0.2828282828282829,4,2.192077387701544,0.3851759233937269
109,0.21212121212121213,4,1.8855177870964361,0.2668993760895066
147,0.29292929292929293,4,2.040884460759647,0.29882544749379714
159,0.31313131313131315,4,2.1990449414064277,0.3959174011943547
165,0.32323232323232326,4,2.1861753537217505,0.3734761827975642
169,0.33333333333333337,4,1.9818730630365977,0.36917364839064715
172,0.3434343434343435,4,2.182641857850708,0.3486817629940233
178,0.3535353535353536,4,1.8800674123812668,0.3491153628209711
184,0.36363636363636365,4,2.0125856064261582,0.33256214321580746
189,0.37373737373737376,4,2.0447963923322736,0.3674033879344212
155,0.30303030303030304,4,2.2000692400432067,0.328989597104698
104,0.20202020202020204,4,1.9862315898270535,0.30964193797946427
101,0.19191919191919193,4,2.0280899292316166,0.28854128234751286
95,0.18181818181818182,4,2.190052053129935,0.38670178485659656
8,0.010101010101010102,4,2.0994876452804623,0.29693195566726194
12,0.020202020202020204,4,2.1986127769421584,0.3756367972581518
20,0.030303030303030304,4,2.138737506353788,0.28264525551625574
24,0.04040404040404041,4,2.00540301034777,0.26654517589404314
29,0.05050505050505051,4,2.1971084581367046,0.32447756719659115
34,0.06060606060606061,4,2.0071465512465068,0.23908312433450127
39,0.07070707070707072,4,2.1680929354637413,0.3435730279066923
43,0.08080808080808081,4,2.073206539966936,0.34850925447258807
49,0.09090909090909091,4,2.1759329134883436,0.37682669078052156
54,0.10101010101010102,4,1.8978091173818923,0.24894947049303318
58,0.11111111111111112,4,2.131960611897437,0.3296868637757242
64,0.12121212121212122,4,2.1611866217220443,0.36531239069390986
70,0.13131313131313133,4,2.103984501677016,0.33866415412035755
74,0.14141414141414144,4,2.165586296321736,0.28759617051547987
79,0.15151515151515152,4,1.987320977591244,0.3251342554640042
84,0.16161616161616163,4,2.198369531206956,0.3397324382348621
90,0.17171717171717174,4,2.189944050333571,0.3821447472145836
194,0.38383838383838387,4,1.914425868899811,0.39749535231163724
