,social_factor,Run,altieri_entropy_index,graph_modularity
199,0.393939393939394,4,2.1943352937583653,0.4090515282585788
204,0.4040404040404041,4,2.1591007637870923,0.43523615347292377
209,0.4141414141414142,4,1.904774183690881,0.38880690313169314
325,0.6464646464646465,4,2.0482234230984053,0.4151159858432457
329,0.6565656565656566,4,1.018974429300062,0.14702089764893994
334,0.6666666666666667,4,2.1787380987925786,0.42039818026498954
339,0.6767676767676768,4,1.8736727695810071,0.41094001349356757
344,0.686868686868687,4,1.7637272027745952,0.47213541239277035
348,0.696969696969697,4,1.7831771504597078,0.4764934366420198
354,0.7070707070707072,4,2.1546033191555956,0.4252944607644311
359,0.7171717171717172,4,2.1708925084697954,0.4071025691422458
364,0.7272727272727273,4,1.908571481715526,0.45127586666670283
369,0.7373737373737375,4,1.4677111666733111,0.35991780950607055
374,0.7474747474747475,4,1.4125892297488025,0.2992909185742333
379,0.7575757575757577,4,1.919359032231456,0.46497980982834575
384,0.7676767676767677,4,2.0120781359033972,0.3401448379942845
390,0.7777777777777778,4,1.604075671842967,0.3144138676154452
395,0.787878787878788,4,1.7359515798143166,0.4077890060089311
399,0.797979797979798,4,1.485046690324442,0.29762179759157903
404,0.8080808080808082,4,1.8151878892141025,0.484305252691255
319,0.6363636363636365,4,2.124927943674487,0.4426951448170873
414,0.8282828282828284,4,0.7312434332052492,0.19424716065448955
314,0.6262626262626263,4,2.01866284784555,0.4297654779335894
305,0.6060606060606061,4,1.6407085155105159,0.30688426313875594
213,0.42424242424242425,4,2.0567400036256873,0.4424646535852258
218,0.43434343434343436,4,1.6762729307955744,0.46001537769786766
224,0.4444444444444445,4,1.6896559569497973,0.2948895461621469
230,0.4545454545454546,4,2.0963437610559685,0.3888949665341189
235,0.4646464646464647,4,2.0902580735432243,0.4196749751520513
238,0.4747474747474748,4,1.9768814751191375,0.2651105131492695
244,0.48484848484848486,4,1.6601018394883407,0.3477302561038019
254,0.5050505050505051,4,2.0881773257527025,0.42133758203721194
259,0.5151515151515152,4,1.940017002685364,0.45175326826338646
264,0.5252525252525253,4,1.5213477555055837,0.36110633762264266
268,0.5353535353535354,4,1.2258359239987993,0.22989590543975008
274,0.5454545454545455,4,1.889630087486966,0.45923714439482954
279,0.5555555555555556,4,1.7097456120980232,0.34153228337307195
284,0.5656565656565657,4,1.8161376338060464,0.3630492327178194
289,0.5757575757575758,4,1.5501304885616034,0.3051683498333656
297,0.5858585858585859,4,1.3840794025488998,0.21133140323933386
299,0.595959595959596,4,2.1225879951720397,0.43620716440796625
309,0.6161616161616162,4,1.765332530572781,0.4302285997403475
499,1.0,4,0.9574244477192017,0.33900220718620266
