,fermi_alpha,Run,altieri_entropy_index,graph_modularity
333,6.767676767676767,0,2.087147108989955,0.4494068115206913
329,6.666666666666667,0,1.9842720911473735,0.44154014181272705
447,8.98989898989899,0,1.777720499768803,0.39456999490139144
260,5.252525252525253,0,2.08245784327701,0.37315619306986464
265,5.353535353535354,0,1.755193781252565,0.472996698201821
270,5.454545454545454,0,1.431774974563678,0.22174421224282756
275,5.555555555555555,0,2.1725797394417565,0.32278991056245476
280,5.656565656565657,0,1.8345240460368115,0.41373703861956
284,5.757575757575758,0,1.8454104521027461,0.4383025220159847
290,5.858585858585858,0,1.6844647926643737,0.3924747352925557
440,8.88888888888889,0,1.5629523945944128,0.38358387835498164
295,5.959595959595959,0,1.756810572497057,0.36473411159401525
297,6.0606060606060606,0,1.8097358044943863,0.44729320039693754
305,6.161616161616162,0,1.7556974407901653,0.4758812104106035
311,6.262626262626262,0,2.177023403191223,0.4216760893202288
315,6.363636363636363,0,2.0712152662453547,0.4113765498421158
435,8.787878787878787,0,1.9429399265662533,0.4408539927382487
320,6.4646464646464645,0,1.8628535350821007,0.44175915018698453
323,6.565656565656566,0,1.63824100192848,0.48977746870843386
480,9.696969696969697,0,1.6011276521800977,0.3752174405800741
85,1.7171717171717171,0,1.6847592849158735,0.35172086736766583
415,8.383838383838384,0,2.063256392753348,0.45121181670990185
490,9.8989898989899,0,1.4867828560105847,0.2863519464289923
61,1.2121212121212122,0,2.112706693586268,0.37471494043039
80,1.6161616161616161,0,1.630676228454776,0.3500683558955463
485,9.797979797979798,0,1.8772903926012001,0.42052821349100633
65,1.3131313131313131,0,2.153679193710559,0.3905747360310654
20,0.40404040404040403,0,1.3453304942634228,0.11738747339733364
14,0.30303030303030304,0,1.6327542440572633,0.17564177074832263
25,0.5050505050505051,0,1.9105380860606183,0.2964467521123731
55,1.1111111111111112,0,1.8395904532516196,0.30663604338783534
12,0.20202020202020202,0,1.5407288723582189,0.15837464129575743
70,1.4141414141414141,0,1.9003601782275465,0.3575703222938977
30,0.6060606060606061,0,1.9788063058668806,0.296226806640625
50,1.0101010101010102,0,1.879787573727928,0.32861364085435574
6,0.10101010101010101,0,1.9178272932576401,0.22490174253587064
75,1.5151515151515151,0,1.6513591238089067,0.2831119381038405
494,10.0,0,1.7220775510128974,0.4499328244200028
44,0.9090909090909091,0,1.9022003294430831,0.30114959451625256
36,0.7070707070707071,0,1.8352985378288462,0.36628754608209546
41,0.8080808080808081,0,1.948516712576491,0.3396193702392296
226,4.545454545454545,1,1.795466654196959,0.4744099981582063
186,3.7373737373737375,1,1.6145489866217002,0.3627177185017244
261,5.252525252525253,1,1.8399610576371186,0.349661624273925
436,8.787878787878787,1,1.0183690009024504,0.32038002192171133
181,3.6363636363636362,1,0.899326255931651,0.26408789522766063
56,1.1111111111111112,1,1.9960925683807336,0.37137509880035835
462,9.292929292929292,1,1.716311860309746,0.44574541454766936
317,6.363636363636363,1,1.872729412789047,0.4038510922393538
176,3.5353535353535355,1,1.775058743847227,0.46004144703132877
321,6.4646464646464645,1,1.7572086052387115,0.45283400527833406
240,4.848484848484849,1,2.1469337666937673,0.4342738852562915
21,0.40404040404040403,1,1.5380000663040891,0.15478634298245833
171,3.4343434343434343,1,1.848964073673436,0.4489812655123425
326,6.565656565656566,1,1.821130986423361,0.43536683425284484
167,3.3333333333333335,1,1.7856741585459275,0.4669147479959559
256,5.151515151515151,1,1.7994184325881262,0.4280545510025935
245,4.94949494949495,1,1.9088426772397635,0.46803478400086557
331,6.666666666666667,1,1.653060210052276,0.37437300346808466
40,0.8080808080808081,1,2.1132612702833713,0.3463520045128936
60,1.2121212121212122,1,1.9633043367798277,0.37924862740540577
161,3.2323232323232323,1,1.4856355558304482,0.2693358415417275
251,5.05050505050505,1,1.6495526283746051,0.3820432710892603
336,6.767676767676767,1,1.9853917313539335,0.397781271640578
466,9.393939393939394,1,2.1536423738499475,0.32534634981427396
235,4.747474747474747,1,1.6323216654878772,0.46858074280255935
310,6.262626262626262,1,1.9014679557959866,0.4350770268752642
54,1.0101010101010102,1,1.97195191046599,0.32458228597383576
190,3.8383838383838382,1,1.8867433171743921,0.4395364245916231
271,5.454545454545454,1,1.7510583758885956,0.38570346722237636
276,5.555555555555555,1,2.1091861860959886,0.3090829406587668
221,4.444444444444445,1,1.6874784022921447,0.42855661052893756
46,0.9090909090909091,1,2.0506933639051916,0.3129777921407147
281,5.656565656565657,1,1.5629838636973614,0.38367011214296265
216,4.343434343434343,1,1.6493614379448198,0.4806627235623498
231,4.646464646464646,1,1.7923762946646262,0.4703917612798836
455,9.191919191919192,1,1.7165046690400332,0.4657925057660457
31,0.6060606060606061,1,2.108719636011358,0.30153499305092246
211,4.242424242424242,1,1.438014282160106,0.2169205796236229
286,5.757575757575758,1,2.106601473000647,0.43065337343103394
441,8.88888888888889,1,1.5792604368372254,0.4332507898359532
416,8.383838383838384,1,1.7624345916032906,0.32787324478690194
206,4.141414141414141,1,1.64008725627243,0.25431669141806645
35,0.7070707070707071,1,1.9096026942421216,0.3075045939187892
446,8.98989898989899,1,1.6075302174065706,0.2847082941960833
201,4.040404040404041,1,2.1111172883974816,0.4269062060452622
294,5.858585858585858,1,2.140645893864417,0.4363086386223691
156,3.131313131313131,1,1.8626115134515857,0.40734231184863234
296,5.959595959595959,1,1.7641888773205754,0.38199217909118244
197,3.9393939393939394,1,1.7954949612417697,0.38154365326928746
451,9.09090909090909,1,1.612487088600499,0.42562285815417594
299,6.0606060606060606,1,1.877670561906032,0.4091191657536599
26,0.5050505050505051,1,1.5009585848256222,0.17048550159503725
306,6.161616161616162,1,1.8271399432600177,0.4179457180699227
266,5.353535353535354,1,1.5840880028465227,0.45324229211621564
492,9.8989898989899,1,1.9047267064898645,0.45049633178724646
81,1.6161616161616161,1,1.812248369429818,0.4575679391658619
486,9.797979797979798,1,1.76190741227522,0.370530558337658
91,1.8181818181818181,1,1.9070599314101306,0.42265657738707174
426,8.585858585858587,1,2.126227216019647,0.45520407124759166
421,8.484848484848484,1,1.676217678212731,0.43302719989672533
2,0.10101010101010101,1,1.7011973072230704,0.23395625
402,8.080808080808081,1,1.6516133011979852,0.3662913274107678
125,2.525252525252525,1,2.054167767098253,0.4239408298766556
496,10.0,1,1.761517222492076,0.3696922076506834
371,7.474747474747475,1,2.0131603061625403,0.4324151784242558
121,2.4242424242424243,1,2.003900945284313,0.4575387913676705
396,7.979797979797979,1,1.6862621235453281,0.323632760062014
77,1.5151515151515151,1,0.7995462741847382,0.13292437847526956
117,2.323232323232323,1,1.6957896623600355,0.3437261697349153
71,1.4141414141414141,1,1.7426745593248272,0.45067117414537233
431,8.686868686868687,1,1.8060023673609995,0.4491823065208367
381,7.6767676767676765,1,2.1407102025110007,0.43735322592430603
385,7.777777777777778,1,1.7984545914983578,0.44337709856089674
7,0.0,1,1.9797082471758731,0.30556664978054054
99,1.9191919191919191,1,0.8513811099904567,0.12795610492002915
109,2.2222222222222223,1,1.6405047896400025,0.43129640215586773
476,9.595959595959595,1,1.7305890969070477,0.37199538343888516
102,2.0202020202020203,1,1.5293141960410814,0.27680298185239494
106,2.121212121212121,1,1.7635069730827986,0.4428537283424605
377,7.575757575757575,1,1.9871047612110029,0.36736783410844864
131,2.6262626262626263,1,1.5490568896830825,0.3517149472419262
365,7.373737373737374,1,2.0954668608379077,0.3093389904512723
360,7.2727272727272725,1,1.9138861268347416,0.3648530125399941
343,6.8686868686868685,1,1.7814686189257927,0.3276112413025138
151,3.0303030303030303,1,0.6182939428627551,0.1574012737094448
17,0.30303030303030304,1,1.6068809408750993,0.16865096395693116
346,6.96969696969697,1,1.953792603840134,0.42847894422275723
411,8.282828282828282,1,2.1324740571620238,0.4547889745994631
481,9.696969696969697,1,1.8053694667376268,0.32062126764783944
349,7.070707070707071,1,1.698694702361064,0.4705373550776928
146,2.929292929292929,1,1.6211466562415833,0.32197277980578126
143,2.8282828282828283,1,2.0488568786209944,0.4214798800312799
13,0.20202020202020202,1,1.701545020659302,0.18141225195020674
86,1.7171717171717171,1,2.0977093619657006,0.3944113002949662
391,7.878787878787879,1,2.1224898548782,0.4414660310867361
471,9.494949494949495,1,1.7540764568539595,0.4711408579807028
66,1.3131313131313131,1,1.578688090564276,0.30779481711309037
136,2.727272727272727,1,1.6954593612618674,0.3765935053409376
407,8.181818181818182,1,1.8422395231388018,0.46817751361324267
356,7.171717171717171,1,1.7484395977059621,0.4813198528110232
3,0.0,2,1.7804105386167057,0.3395614922162397
277,5.555555555555555,2,1.8053204592301604,0.44897097349549325
412,8.282828282828282,2,2.1662961755410244,0.4453793645133757
392,7.878787878787879,2,1.7884864629165602,0.34272583742981355
263,5.252525252525253,2,1.5691864775871933,0.21962496718781258
406,8.181818181818182,2,2.1647784714047176,0.32900338747184216
272,5.454545454545454,2,1.626879288463611,0.48703043555999403
253,5.05050505050505,2,1.8172925803137085,0.45847252575733166
497,10.0,2,1.7949421756515782,0.4615107837402129
491,9.8989898989899,2,1.5278046457470187,0.39728441987869856
257,5.151515151515151,2,2.0138331082229257,0.4461446288356766
401,8.080808080808081,2,1.6712604049968935,0.3251732130608935
417,8.383838383838384,2,1.8648999404223605,0.4217640080083226
1,0.10101010101010101,2,1.893526179569622,0.2443146518946099
445,8.98989898989899,2,2.0985593661841375,0.4645802018609402
268,5.353535353535354,2,1.444731421748711,0.3334718000342968
398,7.979797979797979,2,1.9389814367469815,0.45371323852843864
38,0.7070707070707071,2,1.6449013018876564,0.2308611674942178
341,6.8686868686868685,2,1.227521976251169,0.19848470796383696
282,5.656565656565657,2,1.3932481865034378,0.34089395414213297
338,6.767676767676767,2,1.6801482567308599,0.4183459316800619
432,8.686868686868687,2,1.8034486388311046,0.4549881535927927
332,6.666666666666667,2,2.144942624111468,0.4042832488581717
347,6.96969696969697,2,1.9495367757332631,0.4201767118851387
16,0.30303030303030304,2,1.7638337926572794,0.23225158595700646
327,6.565656565656566,2,2.110329740792981,0.42191147809959617
352,7.070707070707071,2,1.6228569302043132,0.3193122315202596
428,8.585858585858587,2,1.81442221878677,0.4017475948788468
322,6.4646464646464645,2,1.8157166701020409,0.3992857226188198
22,0.40404040404040403,2,1.5456863606975348,0.2145088916938164
358,7.171717171717171,2,1.760078100466342,0.4764476657123866
316,6.363636363636363,2,1.7245680975333302,0.4605436673359935
312,6.262626262626262,2,1.975290832870311,0.43354336037414043
32,0.6060606060606061,2,2.1177411726025115,0.3059458235670147
362,7.2727272727272725,2,1.6392607568615536,0.37370391336778735
307,6.161616161616162,2,1.643414808143797,0.4666145379322384
11,0.20202020202020202,2,1.8999676482715129,0.195851553573351
438,8.787878787878787,2,1.8095872290248898,0.39524098079383924
303,6.0606060606060606,2,1.6628916606348878,0.40716643732268554
298,5.959595959595959,2,1.1465790286827493,0.24979006189938782
372,7.474747474747475,2,0.9944910135108337,0.32286068521727973
376,7.575757575757575,2,1.7925264877298823,0.46782971321900857
291,5.858585858585858,2,1.5835209508411547,0.35453162637751273
423,8.484848484848484,2,1.8469308021903015,0.3297544301545617
383,7.6767676767676765,2,1.8419426981891975,0.442795299245191
287,5.757575757575758,2,1.6570297492494142,0.3952408828002062
442,8.88888888888889,2,2.115253175268886,0.43787756034513203
387,7.777777777777778,2,2.1440795765539256,0.44266251393276446
367,7.373737373737374,2,1.7399726683063106,0.39409266382095387
29,0.5050505050505051,2,1.843359848477773,0.2426380193710537
207,4.141414141414141,2,1.937171515801131,0.3326984083049799
247,4.94949494949495,2,1.633886891652922,0.4696603847418589
112,2.2222222222222223,2,1.7958530852489616,0.40705338295954896
457,9.191919191919192,2,2.1748969060742906,0.39665990846070737
202,4.040404040404041,2,1.608802239226082,0.4164190238222657
51,1.0101010101010102,2,1.9524857694564612,0.25395870854638414
153,3.0303030303030303,2,1.5444578115799013,0.1983421888616314
487,9.797979797979798,2,1.691578049169838,0.39190613999540463
195,3.9393939393939394,2,1.6304485756355984,0.44149776591904333
116,2.323232323232323,2,2.182009518346521,0.39206185265831295
122,2.4242424242424243,2,1.8744086950046492,0.44050619301106486
192,3.8383838383838382,2,2.0508825654135037,0.4110479462003861
188,3.7373737373737375,2,1.7359678105838319,0.41545516501196444
461,9.292929292929292,2,2.0488711285432153,0.3688791905008008
127,2.525252525252525,2,1.7364474316872147,0.43829232429358106
107,2.121212121212121,2,1.644659334453299,0.4781935741249693
182,3.6363636363636362,2,1.8240462913208797,0.4350754166721227
177,3.5353535353535355,2,2.101973554712268,0.42395171254788566
472,9.494949494949495,2,1.719225237054409,0.47245020841578766
132,2.6262626262626263,2,2.003444192462806,0.40228104052822733
57,1.1111111111111112,2,1.7531590601771554,0.33172935272063575
172,3.4343434343434343,2,1.913357132843181,0.4167406200173772
137,2.727272727272727,2,2.089616871598893,0.4130604713493541
141,2.8282828282828283,2,1.760760026795792,0.40527936413322885
166,3.3333333333333335,2,1.8699210615136055,0.3973304007464854
148,2.929292929292929,2,1.5931723415258032,0.3013020762881641
162,3.2323232323232323,2,1.528264204490006,0.2869678214098218
157,3.131313131313131,2,1.9544738337777678,0.3801174631569664
62,1.2121212121212122,2,2.171144579088302,0.3115774002896563
467,9.393939393939394,2,2.0156036841659724,0.4455203381739261
68,1.3131313131313131,2,1.8180908847169943,0.26663175110061554
212,4.242424242424242,2,1.8405163795736583,0.40974802283491807
72,1.4141414141414141,2,1.7492240765064297,0.3278756740190837
76,1.5151515151515151,2,1.5026587147544574,0.35495383729627816
92,1.8181818181818181,2,1.5391498717575118,0.30139968791118643
47,0.9090909090909091,2,1.167928058787778,0.24300188141052717
237,4.747474747474747,2,1.7327018449647045,0.3672572205481258
227,4.545454545454545,2,1.8580179653529107,0.4070029498353148
96,1.9191919191919191,2,1.7832064252146436,0.4611996287757689
223,4.444444444444445,2,1.86882553077584,0.43642918288852517
452,9.09090909090909,2,2.0971433380681663,0.4464772287261267
87,1.7171717171717171,2,1.6935832233526487,0.4581144292381173
42,0.8080808080808081,2,1.9554480969208345,0.3277116316533511
233,4.646464646464646,2,1.628797856520695,0.38419210979851665
482,9.696969696969697,2,1.5924536590057463,0.40145066467595825
217,4.343434343434343,2,1.539723599643022,0.3189256506637872
101,2.0202020202020203,2,1.7336042081331218,0.253504032862782
477,9.595959595959595,2,1.7647286100575155,0.4624172373392703
82,1.6161616161616161,2,1.9685599868782504,0.4256002102365134
242,4.848484848484849,2,1.864540506879235,0.4017550401161445
348,6.96969696969697,3,1.8561883058229625,0.37798765603270335
413,8.282828282828282,3,1.8756826315963424,0.4512243395983837
89,1.7171717171717171,3,1.6702026913985069,0.44147051232206436
133,2.6262626262626263,3,2.0145095774001787,0.4519008032099385
427,8.585858585858587,3,1.8935902632821764,0.4639094570452967
78,1.5151515151515151,3,1.587146885358759,0.2110370028679419
83,1.6161616161616161,3,1.9140951991878725,0.393704550574334
357,7.171717171717171,3,1.6802253190513219,0.33877743044857955
408,8.181818181818182,3,2.0801178196765133,0.42749948260153214
138,2.727272727272727,3,1.7694175530046932,0.2178277273944807
63,1.2121212121212122,3,2.179948735728859,0.3696341680886007
468,9.393939393939394,3,1.5658018582735849,0.3225935555555556
142,2.8282828282828283,3,1.719409247581939,0.4789656176569439
147,2.929292929292929,3,1.903535918416973,0.3471605655124861
67,1.3131313131313131,3,2.0360598975350395,0.37458752564131675
353,7.070707070707071,3,1.7833804124604313,0.439225394991611
74,1.4141414141414141,3,2.1268068651327847,0.383656965584298
403,8.080808080808081,3,1.9620095157484256,0.3248945195019265
388,7.777777777777778,3,2.0776672121506055,0.2572500676837004
110,2.121212121212121,3,1.8029365149347605,0.39986255597127973
422,8.484848484848484,3,1.735028042898838,0.45379853195812625
103,2.0202020202020203,3,2.111760422440909,0.4336829608555222
382,7.6767676767676765,3,1.774832234336037,0.4408428466139743
113,2.2222222222222223,3,1.6781042914647237,0.4117924620117478
5,0.0,3,1.5405704724945168,0.302216767811682
394,7.878787878787879,3,1.9495951695570093,0.4144143624869774
8,0.10101010101010101,3,0.6296644620706515,0.18859472821478832
478,9.595959595959595,3,1.6683552838774791,0.4794488581859361
378,7.575757575757575,3,1.9192740916743911,0.3495522100579316
97,1.9191919191919191,3,1.817187341061966,0.43141391014980657
397,7.979797979797979,3,1.9026330644081533,0.4627353038341254
118,2.323232323232323,3,1.8031534986498758,0.3715811796657913
9,0.20202020202020202,3,2.0450020624723457,0.22148778109250403
373,7.474747474747475,3,1.6597769744229443,0.41832689913672905
419,8.383838383838384,3,1.282672885500694,0.28801713327076883
123,2.4242424242424243,3,1.5721270714597035,0.2537086022942056
369,7.373737373737374,3,1.7508365122878542,0.3974255988181037
473,9.494949494949495,3,1.8302758363491252,0.33625307642170255
484,9.696969696969697,3,1.6521298146663557,0.3670043280780655
94,1.8181818181818181,3,1.7920961885388473,0.3095516099403841
128,2.525252525252525,3,1.8331057436969536,0.4399093044117183
363,7.2727272727272725,3,1.7388519177623452,0.3790365033372539
152,3.0303030303030303,3,1.7002088508230528,0.34761835437455074
19,0.30303030303030304,3,1.659556105166782,0.1600655342350844
198,3.9393939393939394,3,1.3878709478442925,0.2371985854625864
342,6.8686868686868685,3,1.7819632254252715,0.43816809325895134
458,9.191919191919192,3,1.6177759581139588,0.4047547914973514
292,5.858585858585858,3,1.789932494244119,0.40576772632407165
203,4.040404040404041,3,1.79934764975734,0.45347364681196456
208,4.141414141414141,3,1.2718734174958968,0.31220185092997554
288,5.757575757575758,3,1.6750057288711229,0.3868023904305955
48,0.9090909090909091,3,1.9006643384811979,0.37748990222041556
213,4.242424242424242,3,2.0897889389537974,0.3827837705114103
283,5.656565656565657,3,1.9171595438539553,0.40630274786748666
218,4.343434343434343,3,1.8855568846465531,0.4579720700825267
443,8.88888888888889,3,1.750275498037711,0.4424113570261011
278,5.555555555555555,3,1.4174041206740398,0.38034849028324846
222,4.444444444444445,3,1.9207862054989862,0.4171320608123963
27,0.5050505050505051,3,1.7020673074776127,0.2438712215607514
33,0.6060606060606061,3,0.9966265583058317,0.17175768843762973
453,9.09090909090909,3,1.7180812187910652,0.3967038166931699
489,9.797979797979798,3,1.7494796652370688,0.35933534372422926
228,4.545454545454545,3,1.927410845359958,0.44327466636719115
267,5.353535353535354,3,1.7924681106590248,0.4265913293753839
232,4.646464646464646,3,2.114317006985675,0.4374033082568404
43,0.8080808080808081,3,1.7396850969875268,0.26243533078354025
262,5.252525252525253,3,1.8683284530603121,0.4291065078212595
238,4.747474747474747,3,1.8408865328312038,0.46300272323879194
37,0.7070707070707071,3,1.890782055804704,0.17725032045389036
258,5.151515151515151,3,1.9112581677685576,0.42313225004402644
448,8.98989898989899,3,1.3302246790093,0.3088027822174829
244,4.848484848484849,3,2.0692671519576504,0.390853404038551
252,5.05050505050505,3,1.721571250911666,0.47825855208092705
274,5.454545454545454,3,2.1518245358840264,0.32293330396766556
301,5.959595959595959,3,1.4787902997150435,0.3453666251304805
248,4.94949494949495,3,2.000369776855756,0.4465672927226486
173,3.4343434343434343,3,1.817947148120187,0.4583959879276969
168,3.3333333333333335,3,1.7207726224868,0.2829667660165702
58,1.1111111111111112,3,2.160751929083415,0.34055920069593903
325,6.4646464646464645,3,1.4459345937592052,0.3877262363459879
434,8.686868686868687,3,1.7112177741197003,0.3973820296564088
302,6.0606060606060606,3,1.6063146697404316,0.4849455267749151
463,9.292929292929292,3,1.312687381452315,0.36533570811614385
163,3.2323232323232323,3,1.8646909001270424,0.43021891445582927
319,6.363636363636363,3,1.782709367274347,0.47117320208647717
23,0.40404040404040403,3,1.6727701385522316,0.29536457503907676
178,3.5353535353535355,3,2.1455233111871204,0.4139312464034855
313,6.262626262626262,3,1.9365911280292987,0.4143307594985858
493,9.8989898989899,3,1.769149064658492,0.40484926294686413
498,10.0,3,2.176365855476429,0.42339160287965705
334,6.666666666666667,3,1.6313945220669432,0.2838756677605141
187,3.7373737373737375,3,1.887284142987754,0.4589496624653141
437,8.787878787878787,3,1.546330870965752,0.39136546843853
308,6.161616161616162,3,1.7961633985808245,0.39277724711587847
53,1.0101010101010102,3,1.80826481986022,0.29755167197608423
193,3.8383838383838382,3,1.8060522606785983,0.25359460088050034
159,3.131313131313131,3,1.7943173377658346,0.31834820652712126
337,6.767676767676767,3,1.6321279509959024,0.4844394263080597
183,3.6363636363636362,3,1.7055737175670465,0.38047061087359657
328,6.565656565656566,3,2.004508419124346,0.4432178742902949
418,8.383838383838384,4,1.7098118395350816,0.4416730961537111
433,8.686868686868687,4,1.7264241179575786,0.45228635339461964
449,8.98989898989899,4,1.551540774400918,0.2530642389207308
495,9.8989898989899,4,1.7212621877290624,0.3206763183821604
424,8.484848484848484,4,1.658884742599592,0.3977864409653368
464,9.292929292929292,4,1.793982963854669,0.4340457343112997
479,9.595959595959595,4,1.9966612981493765,0.4182861899305351
444,8.88888888888889,4,1.7655943253998414,0.4396752273248049
454,9.09090909090909,4,1.7651473361859225,0.47871418853761194
488,9.797979797979798,4,1.6104317908809027,0.40476079419719946
483,9.696969696969697,4,1.6825277362233335,0.4705565981680584
474,9.494949494949495,4,1.70860588902553,0.4728264174464154
459,9.191919191919192,4,1.6536142481564644,0.4576772426077664
439,8.787878787878787,4,1.7390883410998135,0.3357446917496236
470,9.393939393939394,4,2.056252278357675,0.4298002273630061
430,8.585858585858587,4,1.8669233263548284,0.3777451707398994
249,4.94949494949495,4,1.689537661876964,0.32113197307254426
409,8.181818181818182,4,1.6362804484809774,0.39250340278942253
108,2.121212121212121,4,2.1899817522769958,0.3622217687457056
114,2.2222222222222223,4,1.7093623382448233,0.22314551827015006
119,2.323232323232323,4,1.6797658669956583,0.365942546806544
124,2.4242424242424243,4,1.6004558430075306,0.3157378273493915
130,2.525252525252525,4,2.0223492713948343,0.42109082907536405
134,2.6262626262626263,4,1.9309704448595737,0.4060642654798609
140,2.727272727272727,4,1.8386986660976212,0.4561098303418102
145,2.8282828282828283,4,2.0801621132626344,0.3708995243337747
149,2.929292929292929,4,1.6808764467180066,0.38344701132876857
154,3.0303030303030303,4,1.495096877854076,0.24577152876662273
158,3.131313131313131,4,2.1821219327717576,0.39867102180124925
165,3.2323232323232323,4,1.57192286436094,0.3618190721883744
169,3.3333333333333335,4,1.4957057135527305,0.32865447075723575
174,3.4343434343434343,4,2.140181351934503,0.4498184855215695
179,3.5353535353535355,4,1.876957032103853,0.45119083825007866
184,3.6363636363636362,4,2.057649970178305,0.45234400807964525
191,3.7373737373737375,4,1.6726089152507229,0.39220950440566826
104,2.0202020202020203,4,1.9246571312001852,0.3555283497527627
194,3.8383838383838382,4,1.7000951013468915,0.46417903361436796
98,1.9191919191919191,4,1.9761600068944993,0.4257157160441447
88,1.7171717171717171,4,1.893486883865965,0.4222864145091943
4,0.0,4,1.72845226589506,0.3258010446891428
10,0.10101010101010101,4,2.0505522691866154,0.25049699761009336
15,0.20202020202020202,4,1.7690869008571353,0.16924646655868816
18,0.30303030303030304,4,1.8461396222463304,0.23434900123188698
24,0.40404040404040403,4,2.007050424541605,0.27864064115461407
28,0.5050505050505051,4,1.6291762735258055,0.20761582596843264
34,0.6060606060606061,4,1.4506174526189246,0.20409671474158547
39,0.7070707070707071,4,1.8834699812705185,0.35960100798591943
45,0.8080808080808081,4,1.5455269532481584,0.18675505986586993
49,0.9090909090909091,4,1.578409804836609,0.1932495613340166
52,1.0101010101010102,4,1.839744305472426,0.4025365793100706
59,1.1111111111111112,4,1.813042031124693,0.4107009029237534
64,1.2121212121212122,4,2.1217399571058766,0.3903711707012713
69,1.3131313131313131,4,1.6606242160595777,0.2582824363598578
73,1.4141414141414141,4,2.127051708336126,0.4253886400916126
79,1.5151515151515151,4,2.1232751921289044,0.39800132556308
84,1.6161616161616161,4,1.8378221293947785,0.42398371336781404
95,1.8181818181818181,4,2.103725341439518,0.39928549871736835
414,8.282828282828282,4,1.8557279181163369,0.4763627017433623
199,3.9393939393939394,4,1.7198431175420115,0.3671021085332804
209,4.141414141414141,4,1.8375992646608907,0.45231048565147963
324,6.4646464646464645,4,1.6884293352567277,0.4756436446836737
330,6.565656565656566,4,1.6985488262986073,0.4432243827239101
335,6.666666666666667,4,1.5534991663341025,0.3882763658630006
339,6.767676767676767,4,2.055574557555774,0.412263256874534
344,6.8686868686868685,4,1.0248899773394797,0.30790628368059336
