,happiness_threshold,Run,altieri_entropy_index,graph_modularity
247,0.494949494949495,1,1.3991603431735042,0.2686487272279783
262,0.5252525252525253,1,1.9575908710449734,0.44553894494978785
451,0.9090909090909092,1,2.05501351943839,0.45940508090697135
276,0.5555555555555556,1,1.8203750205378642,0.39621140286163864
176,0.3535353535353536,1,0.98523594159931,0.34006242114350227
271,0.5454545454545455,1,1.8725670851376814,0.45153785943854063
311,0.6262626262626263,1,1.6913640579710525,0.480268687301324
236,0.4747474747474748,1,1.9408603481509996,0.4678929176312416
146,0.29292929292929293,1,1.6826477630547994,0.47839303950623213
201,0.4040404040404041,1,2.157122378388433,0.4210510913560342
196,0.393939393939394,1,1.725806827267979,0.3620843194656527
446,0.8989898989898991,1,2.0133614612425803,0.4313402983939304
142,0.2828282828282829,1,1.777003826503254,0.42769299869651745
436,0.8787878787878789,1,1.4997147802583937,0.21227387071051756
280,0.5656565656565657,1,1.697076571411338,0.46646599696091323
206,0.4141414141414142,1,2.1168721064106895,0.4140729379520146
290,0.5858585858585859,1,1.9039563461883657,0.4524255027234565
442,0.888888888888889,1,1.835761817751759,0.3920187682423872
461,0.9292929292929294,1,1.8910608933326207,0.44223770515882665
183,0.36363636363636365,1,1.8794290190948246,0.3695735164039722
295,0.595959595959596,1,2.18383685776175,0.3636980805653009
221,0.4444444444444445,1,1.523773685790456,0.21325431538671755
256,0.5151515151515152,1,0.9665426850269793,0.26187302868273543
186,0.37373737373737376,1,1.9013518004919259,0.4629223115699648
265,0.5353535353535354,1,1.7491618740440638,0.38651360398314505
216,0.43434343434343436,1,2.145562282783081,0.4558138809511301
171,0.3434343434343435,1,1.6405321637878596,0.32310116182666426
164,0.33333333333333337,1,1.7197242683734368,0.4628744739474999
226,0.4545454545454546,1,2.0362424494071965,0.4808967612303069
161,0.32323232323232326,1,1.8551600990486548,0.44036664676620396
251,0.5050505050505051,1,1.843542322766281,0.45275618612331425
287,0.5757575757575758,1,1.7729168568749853,0.433651158715486
466,0.9393939393939394,1,1.6752251452783433,0.4860983115516314
230,0.4646464646464647,1,1.894987762079765,0.41660172378732185
158,0.31313131313131315,1,1.0297466825352715,0.3014420959466755
301,0.6060606060606061,1,1.8463168806189212,0.4532300882352941
456,0.9191919191919192,1,1.778512145403385,0.37898350891484966
191,0.38383838383838387,1,2.1517862351539048,0.44513573832952635
416,0.8383838383838385,1,1.779162396720956,0.3884079435037935
70,0.14141414141414144,1,1.9979055396122203,0.4587966975773451
380,0.7676767676767677,1,1.5746886222355276,0.3834994639335243
51,0.10101010101010102,1,2.0749424181024385,0.3949278531692506
376,0.7575757575757577,1,1.8671262659741925,0.43990884559344634
56,0.11111111111111112,1,1.8480210359068177,0.3689452639347266
60,0.12121212121212122,1,1.5884613705166395,0.48897540868341965
486,0.9797979797979799,1,1.8687673341126665,0.44917458609421584
46,0.09090909090909091,1,1.7459910643279217,0.46776346565834603
371,0.7474747474747475,1,1.6437911841010524,0.47472530414462644
316,0.6363636363636365,1,2.0584829126314688,0.4130195543329144
365,0.7373737373737375,1,1.5521132131764328,0.45650702301761314
426,0.8585858585858587,1,2.1382763341917275,0.39958889821594146
361,0.7272727272727273,1,1.9267373827397771,0.47132385701373475
77,0.15151515151515152,1,1.3630048570252407,0.3173714340247217
482,0.9696969696969697,1,1.551812164489522,0.3453532277283711
66,0.13131313131313133,1,1.742351918071004,0.4710726477882017
422,0.8484848484848485,1,1.6939730140933207,0.48163783825803774
386,0.7777777777777778,1,0.9543664516249147,0.3676955004884913
41,0.08080808080808081,1,1.932883495258401,0.4381223897951506
3,0.010101010101010102,1,1.7204344201484922,0.4269335194264897
5,0.0,1,1.8054655754768067,0.37400328642525693
496,1.0,1,1.8433101107221241,0.44162636607782624
410,0.8282828282828284,1,1.818998778096961,0.387328669186193
11,0.020202020202020204,1,1.2372967678435327,0.28427839405191696
17,0.030303030303030304,1,1.8157401436578948,0.4669626437558717
405,0.8181818181818182,1,1.9816170646673341,0.4445529392976869
21,0.04040404040404041,1,2.112751288088875,0.41189676517007945
401,0.8080808080808082,1,1.7528584631790032,0.42734625590863096
398,0.797979797979798,1,0.7776590358669052,0.33486726543807677
25,0.05050505050505051,1,1.7477759620760267,0.47586346948270675
31,0.06060606060606061,1,1.8064399571398724,0.46279283998753257
391,0.787878787878788,1,1.638414275391362,0.4076269855504012
491,0.98989898989899,1,1.0893594639009068,0.29416479559109465
36,0.07070707070707072,1,1.6195481580665625,0.4597179658068993
83,0.16161616161616163,1,1.6817224591134676,0.41313766878513425
356,0.7171717171717172,1,2.176424281748919,0.39406166389006314
242,0.48484848484848486,1,1.5531397113900491,0.39234968360833833
335,0.6767676767676768,1,1.8718034706358275,0.45139822209032693
121,0.24242424242424243,1,1.515990506640157,0.25249378746561213
116,0.23232323232323235,1,1.8276417890094911,0.47062447455954703
86,0.17171717171717174,1,1.7006577147877628,0.3664028709176077
111,0.22222222222222224,1,1.7529765654692082,0.46858249519888207
476,0.9595959595959597,1,1.7167618875041826,0.44735697009681374
326,0.6565656565656566,1,2.0409928766359537,0.43159491211607953
126,0.25252525252525254,1,2.073987539152367,0.4625902757930159
431,0.8686868686868687,1,2.138852842822566,0.4321326136621474
342,0.686868686868687,1,1.6017977039062896,0.4024779841746941
101,0.20202020202020204,1,1.821893253481478,0.45674543445527727
346,0.696969696969697,1,2.124247229670326,0.4575176508436498
106,0.21212121212121213,1,1.7984603291198846,0.4410994292574167
331,0.6666666666666667,1,1.8065298434208086,0.4551165692429591
136,0.27272727272727276,1,1.6233603114924977,0.3664563937233915
130,0.26262626262626265,1,1.7432437765079196,0.42774885520052275
90,0.18181818181818182,1,1.86029863487329,0.46306154183320214
471,0.9494949494949496,1,1.8710357099794614,0.3806864467590423
96,0.19191919191919193,1,1.948869559317964,0.41535506906534986
351,0.7070707070707072,1,1.6520365752323656,0.4496336921436903
319,0.6464646464646465,1,2.1637356627986737,0.43316301006682434
261,0.5252525252525253,2,1.8250871798274177,0.46188950781268223
447,0.8989898989898991,2,2.1730654664779627,0.3689441355706665
412,0.8282828282828284,2,2.063517164259514,0.42019037301656337
312,0.6262626262626263,2,1.9616130462565193,0.38175974618327746
396,0.797979797979798,2,2.088862641102728,0.4448786400539525
406,0.8181818181818182,2,1.6871744495647332,0.3625465023665061
257,0.5151515151515152,2,1.968023854419004,0.4412896642476935
417,0.8383838383838385,2,1.851416410800544,0.47666900852374716
402,0.8080808080808082,2,1.8856616124910124,0.4452718896885668
254,0.5050505050505051,2,1.8215889820094568,0.46747319631093587
392,0.787878787878788,2,2.1972073438027926,0.3394832099451788
307,0.6161616161616162,2,1.7459900061354756,0.4685415111635052
248,0.494949494949495,2,1.9921058565888905,0.4460678895354958
322,0.6464646464646465,2,1.7503511644159877,0.46546502198505246
438,0.8787878787878789,2,1.8231974576528396,0.38842363392520823
328,0.6565656565656566,2,1.8921399386243372,0.46993280066298215
286,0.5757575757575758,2,1.7704876998878492,0.4421596187036255
332,0.6666666666666667,2,1.700909624758536,0.47084607123418054
441,0.888888888888889,2,2.1729252464764537,0.3745145957429883
358,0.7171717171717172,2,1.7851716179285104,0.384997210577666
427,0.8585858585858587,2,1.6780940566740437,0.44548662944570705
352,0.7070707070707072,2,2.1977681596532945,0.364552168785883
283,0.5656565656565657,2,1.9165695548062538,0.37436821639635026
362,0.7272727272727273,2,1.807124207132359,0.4262251353580264
292,0.5858585858585859,2,1.5662429674321405,0.2832077142968195
347,0.696969696969697,2,1.81771962562343,0.34941088402328235
367,0.7373737373737375,2,1.6330548319336686,0.3371528293970014
277,0.5555555555555556,2,1.708971886727795,0.4800828677421376
341,0.686868686868687,2,2.104134931923338,0.4301455782312924
373,0.7474747474747475,2,2.0608724765257027,0.4481182799371891
273,0.5454545454545455,2,1.6359534414716441,0.3855559974910676
337,0.6767676767676768,2,1.7704615589410944,0.3905473260618515
377,0.7575757575757577,2,1.6287796141200994,0.3844063483563615
423,0.8484848484848485,2,2.1747935779781407,0.35052092350521225
267,0.5353535353535354,2,1.803783648479839,0.4483834907268458
298,0.595959595959596,2,1.601915307630776,0.2349543979685429
381,0.7676767676767677,2,1.5092707563454113,0.2953545727859423
432,0.8686868686868687,2,1.8021106345784121,0.42175567707791717
387,0.7777777777777778,2,2.099937209193225,0.3959090725556662
302,0.6060606060606061,2,2.008172260028977,0.36991909997231454
317,0.6363636363636365,2,1.6981163844703693,0.27551776435838676
0,0.010101010101010102,2,1.9236460417001282,0.45274028371846387
122,0.24242424242424243,2,2.043733367715671,0.3943569722648992
102,0.20202020202020204,2,1.6656267357236276,0.4823233741062358
477,0.9595959595959597,2,1.6012455490287747,0.32096061451877
107,0.21212121212121213,2,1.7752788106299897,0.4789271215069626
114,0.22222222222222224,2,2.191697971210372,0.40708120572724227
117,0.23232323232323235,2,1.6828675596748035,0.4553980647827972
241,0.48484848484848486,2,1.603439387157467,0.4279655532404686
127,0.25252525252525254,2,1.180849287687259,0.29566522956932895
472,0.9494949494949496,2,1.6805636038250669,0.4376569006929846
99,0.19191919191919193,2,2.067488802230392,0.4309000916490553
133,0.26262626262626265,2,1.956300596019402,0.3597546076629963
143,0.2828282828282829,2,1.9589338583299192,0.4426784727751328
148,0.29292929292929293,2,1.6521312519492453,0.39389283124726027
152,0.30303030303030304,2,2.1232108879722804,0.4473959683095089
467,0.9393939393939394,2,1.834881862927014,0.4693082602737499
156,0.31313131313131315,2,2.1687704453698573,0.42830393221883084
163,0.32323232323232326,2,1.687260199641223,0.43161348967564817
167,0.33333333333333337,2,2.0811120993315586,0.33584742052600186
173,0.3434343434343435,2,0.9077551258492061,0.28077394178216336
138,0.27272727272727276,2,1.4896950143999224,0.22351216006789265
92,0.18181818181818182,2,1.7460272661771457,0.382954910422215
87,0.17171717171717174,2,1.810903771675034,0.4505640187080192
481,0.9696969696969697,2,1.992211077956628,0.4107642267138144
2,0.0,2,1.8814599590136762,0.406097632552639
497,1.0,2,1.590520303740126,0.3174838509415312
13,0.020202020202020204,2,2.1933489322573494,0.37905285770126396
16,0.030303030303030304,2,1.8045430383872199,0.4499339268774871
23,0.04040404040404041,2,1.6291716125657434,0.2970662599543613
27,0.05050505050505051,2,2.141094895587622,0.41182923278279593
492,0.98989898989899,2,1.83761309056085,0.4027008165502378
32,0.06060606060606061,2,2.0528959118848653,0.3620423598621171
37,0.07070707070707072,2,1.7860925423974074,0.47913554969978234
43,0.08080808080808081,2,2.0819416340680483,0.4418042227499388
47,0.09090909090909091,2,1.7566971607683455,0.47830733346709187
53,0.10101010101010102,2,1.8471396899335923,0.397589236031849
487,0.9797979797979799,2,1.7020557853418918,0.46996232515548775
58,0.11111111111111112,2,1.2922509010109615,0.3539345261251381
63,0.12121212121212122,2,1.9660810807550073,0.4357087644339933
67,0.13131313131313133,2,1.9589913158835042,0.3998561495484142
72,0.14141414141414144,2,1.6560609542896636,0.37152508159132236
75,0.15151515151515152,2,1.8042317301929158,0.47309384570222296
81,0.16161616161616163,2,1.9007635286798403,0.3466614255062397
462,0.9292929292929294,2,2.034261338354135,0.4677433036792088
179,0.3535353535353536,2,1.512147041698473,0.26017925402256836
207,0.4141414141414142,2,2.0150108527844535,0.42851853915603855
182,0.36363636363636365,2,1.589454481731268,0.4758673630921698
457,0.9191919191919192,2,1.7362902924789319,0.42833540734932185
214,0.42424242424242425,2,1.9573358174241269,0.35162693824521646
217,0.43434343434343436,2,1.6224987399944595,0.43327897946736627
202,0.4040404040404041,2,1.6246961644870603,0.4627652148152649
237,0.4747474747474748,2,1.7794324953975276,0.38510905128580375
222,0.4444444444444445,2,2.0326337055694363,0.3367258307521337
227,0.4545454545454546,2,1.6184581340433748,0.3386118844226532
192,0.38383838383838387,2,1.6116317406983476,0.3071720318233833
452,0.9090909090909092,2,1.7913351240962216,0.4431653576204456
197,0.393939393939394,2,2.132933873297292,0.43656125470370233
187,0.37373737373737376,2,1.9242655100501385,0.32477277027778195
232,0.4646464646464647,2,2.044940139657564,0.4256668581385543
33,0.06060606060606061,3,1.700094193212134,0.3713531932620491
498,1.0,3,1.857223371244701,0.45719090715863886
483,0.9696969696969697,3,1.9829295147428927,0.4460998740336971
363,0.7272727272727273,3,1.8580535925170383,0.4397949906478212
218,0.43434343434343436,3,1.4901023833259672,0.3428017695876022
76,0.14141414141414144,3,1.841772973996714,0.45658546519863297
78,0.15151515151515152,3,2.0212238727201375,0.3871546490333723
82,0.16161616161616163,3,2.156494033880827,0.45038898049377973
454,0.9090909090909092,3,1.7051415753418189,0.3664900023099399
357,0.7171717171717172,3,2.0203568259267506,0.38167402556010305
263,0.5252525252525253,3,2.1669390360801177,0.4076206046626175
88,0.17171717171717174,3,1.6436293712949805,0.39405098572430497
353,0.7070707070707072,3,1.890927018867162,0.4701413047210954
213,0.42424242424242425,3,1.8647361168562167,0.4302187843856836
181,0.36363636363636365,3,1.7885955861697995,0.46739907545252923
493,0.98989898989899,3,1.7417506017752464,0.46542064127290017
95,0.18181818181818182,3,1.8946718652974317,0.40749694935191205
429,0.8585858585858587,3,2.173206987209401,0.38568620177734975
348,0.696969696969697,3,1.9036961467189804,0.44320460981551024
397,0.797979797979798,3,2.133255819997439,0.38211383592493037
69,0.13131313131313133,3,1.7717163640335132,0.3905059191460912
18,0.030303030303030304,3,2.1407917940362373,0.4099498454048184
258,0.5151515151515152,3,1.7277837809696686,0.47310929170037985
388,0.7777777777777778,3,2.13251476847815,0.45123631136726916
39,0.07070707070707072,3,2.0809542329907815,0.337156428227263
42,0.08080808080808081,3,1.689329936925696,0.4842232802187072
229,0.4545454545454546,3,1.6473481178581735,0.30256783908902607
448,0.8989898989898991,3,1.9340779861767965,0.4045531400054939
383,0.7676767676767677,3,1.8274227084710062,0.384831297664962
253,0.5050505050505051,3,0.8783199506257781,0.18932793751907948
48,0.09090909090909091,3,2.1214009048098905,0.468518792775444
488,0.9797979797979799,3,1.5991488967474399,0.3964193175922454
379,0.7575757575757577,3,1.8873374573938366,0.3647430966348234
52,0.10101010101010102,3,1.8334403093603124,0.459515799407357
29,0.05050505050505051,3,1.790477564534307,0.4203074012196042
403,0.8080808080808082,3,1.6478038610351675,0.35139545503579983
57,0.11111111111111112,3,1.8060920025248373,0.45940815066961693
418,0.8383838383838385,3,2.1025030649658842,0.43314544943739647
223,0.4444444444444445,3,1.715387820924626,0.46279514182307474
372,0.7474747474747475,3,1.7132138582414502,0.4718175337637178
97,0.19191919191919193,3,2.1261846143486443,0.4220218260191486
62,0.12121212121212122,3,1.774514591365902,0.47951362673125086
394,0.787878787878788,3,1.841604668800115,0.37331656828697113
369,0.7373737373737375,3,1.5080674958417515,0.2928892708809946
421,0.8484848484848485,3,1.8582121569530055,0.4467745045954902
478,0.9595959595959597,3,1.631149458517211,0.290848171788436
343,0.686868686868687,3,1.81939102951135,0.41679755233231397
209,0.4141414141414142,3,2.157766459750412,0.3808323198970057
238,0.4747474747474748,3,1.5915168765945147,0.3843437952795993
147,0.29292929292929293,3,1.8850747273536475,0.4321420518787329
193,0.38383838383838387,3,0.8032806089529868,0.20779587119307283
437,0.8787878787878789,3,1.8661787176140137,0.4627966602296444
308,0.6161616161616162,3,1.8211951547094734,0.4346896514228349
468,0.9393939393939394,3,1.9428899994060267,0.4035305739584958
278,0.5555555555555556,3,1.5994741662210132,0.3621112736986577
305,0.6060606060606061,3,0.7735526036851756,0.31634257626585893
153,0.30303030303030304,3,1.0089598143497103,0.2714157143603637
443,0.888888888888889,3,2.1135187200535657,0.43690599880604336
157,0.31313131313131315,3,1.9502025243137129,0.44932740884241335
162,0.32323232323232326,3,1.801479075718565,0.442505159644058
299,0.595959595959596,3,2.1829667766455803,0.37676677492994015
188,0.37373737373737376,3,1.6434955177171648,0.46227883443589524
4,0.0,3,2.032451351146207,0.39947360197186893
282,0.5656565656565657,3,2.166408500704731,0.4339657104943575
168,0.33333333333333337,3,1.9540664953842306,0.42380958624358733
243,0.48484848484848486,3,1.7084944976741354,0.40359164021007454
293,0.5858585858585859,3,1.6285137068142614,0.39649743687465405
172,0.3434343434343435,3,2.141644825797011,0.4544453709484936
463,0.9292929292929294,3,1.6369345381271247,0.27758383279469384
177,0.3535353535353536,3,1.6530170603548453,0.4736898626910181
288,0.5757575757575758,3,1.7295697741090372,0.4826120760943942
459,0.9191919191919192,3,0.5455097891573679,0.10969145345141537
246,0.494949494949495,3,1.6799854757711552,0.47616565084690743
314,0.6262626262626263,3,1.854683831646235,0.45691179894799316
137,0.27272727272727276,3,1.6815758868126511,0.37919564012828555
22,0.04040404040404041,3,0.7566449296192653,0.20950984213767404
414,0.8282828282828284,3,2.0026259121799286,0.4310261833632165
103,0.20202020202020204,3,1.690107965153707,0.3565539058513443
268,0.5353535353535354,3,1.7852411270748014,0.35750267308861766
338,0.6767676767676768,3,1.8516994824819828,0.4051002424082699
108,0.21212121212121213,3,1.5994489278525725,0.4117693717331413
112,0.22222222222222224,3,1.8251850094545674,0.3930531649054758
15,0.020202020202020204,3,1.0376077025988377,0.18381865783525153
408,0.8181818181818182,3,1.7485287200256074,0.3998525006498732
333,0.6666666666666667,3,1.8766676980411205,0.4402489428142409
203,0.4040404040404041,3,1.6212318780426027,0.4510970822086011
141,0.2828282828282829,3,1.7385698630390458,0.4677416674782832
118,0.23232323232323235,3,1.9605538415873842,0.4005401509038091
329,0.6565656565656566,3,1.9279510532894584,0.3798980933835443
433,0.8686868686868687,3,1.805200612140069,0.3272071392838067
123,0.24242424242424243,3,1.6916944819689876,0.4418851153026545
272,0.5454545454545455,3,1.6422605389702216,0.400225087971787
323,0.6464646464646465,3,1.7388644826360733,0.45779427262349937
128,0.25252525252525254,3,1.7463232769637569,0.4284922716176494
199,0.393939393939394,3,1.9401814327220923,0.3038007596891086
9,0.010101010101010102,3,1.8561972844701933,0.43273267722463793
135,0.26262626262626265,3,1.7110663626747198,0.4234442074621977
318,0.6363636363636365,3,1.864634593321381,0.381459693410358
474,0.9494949494949496,3,1.6819210226542745,0.30848693097697694
233,0.4646464646464647,3,2.1704060072329976,0.4021113375296944
494,0.98989898989899,4,1.6947862453602178,0.4735369839592325
479,0.9595959595959597,4,1.7388443614024733,0.35771367058483516
489,0.9797979797979799,4,1.7564041537071446,0.3640925627605274
453,0.9090909090909092,4,1.673191874724877,0.30500672332480605
424,0.8484848484848485,4,0.9992127579423019,0.3244258744793038
484,0.9696969696969697,4,1.8841008256530947,0.4631999017252155
430,0.8585858585858587,4,1.8606363194318665,0.4437593412271818
475,0.9494949494949496,4,1.6677898906391666,0.399348546779152
445,0.888888888888889,4,1.8514876963809237,0.4547218909839743
434,0.8686868686868687,4,2.0444919875705807,0.4118481193384774
458,0.9191919191919192,4,1.5330416115107168,0.32043943808541453
469,0.9393939393939394,4,1.5658253510288014,0.3823111938350761
439,0.8787878787878789,4,1.6186827968072746,0.24453850109047998
464,0.9292929292929294,4,1.8512200871591757,0.3851464263369827
419,0.8383838383838385,4,1.937947089000611,0.40104741046091
450,0.8989898989898991,4,1.709004771025795,0.36028125084120555
249,0.494949494949495,4,1.6153747814347725,0.30068198720274614
409,0.8181818181818182,4,1.821857621623674,0.4662386299271175
109,0.21212121212121213,4,1.9431382725926132,0.4532225077805426
113,0.22222222222222224,4,2.0855375907339924,0.4633006927011616
119,0.23232323232323235,4,1.629496925114285,0.33730516735125093
124,0.24242424242424243,4,2.0012954359178203,0.40681950601133227
131,0.25252525252525254,4,1.54528246922463,0.2597797553164173
132,0.26262626262626265,4,1.7401301713826587,0.45093371872918786
139,0.27272727272727276,4,1.4492537428771455,0.27501319990194606
144,0.2828282828282829,4,1.7889812744320506,0.4538108550788714
149,0.29292929292929293,4,1.8422201183425744,0.3986630156361746
154,0.30303030303030304,4,1.555083368587405,0.3455863206869298
159,0.31313131313131315,4,1.071023999738266,0.374262692288745
166,0.32323232323232326,4,1.0777220675086447,0.2995152246406354
169,0.33333333333333337,4,2.1356906104382545,0.4082076806953038
175,0.3434343434343435,4,1.5144495934790527,0.26834594567485764
178,0.3535353535353536,4,1.7903140346435924,0.43855087509085555
184,0.36363636363636365,4,1.8088130176325588,0.42237845621950365
189,0.37373737373737376,4,1.4899677818587733,0.3586245304636626
104,0.20202020202020204,4,1.6894603703637878,0.41165883650417
194,0.38383838383838387,4,1.7178958317590656,0.4396758438394392
98,0.19191919191919193,4,2.1345061119744453,0.32165222123347875
89,0.17171717171717174,4,1.8921394837003425,0.43637128047662443
7,0.0,4,1.735010882058495,0.4025867589191022
8,0.010101010101010102,4,1.7222652835885008,0.4653738744066461
12,0.020202020202020204,4,1.3603122568397528,0.2741816370102562
19,0.030303030303030304,4,1.931427787336751,0.3676617125474597
24,0.04040404040404041,4,2.164247553968753,0.4213900201606507
28,0.05050505050505051,4,1.8265988237396693,0.4637532767184746
34,0.06060606060606061,4,1.5808864375981764,0.3460763622984752
38,0.07070707070707072,4,1.7082965253113715,0.41750400689812844
44,0.08080808080808081,4,2.133499927676811,0.4211719980860974
50,0.09090909090909091,4,1.9062694824507191,0.37727530268284815
55,0.10101010101010102,4,1.9116332035400632,0.4451529592632477
61,0.11111111111111112,4,1.864908966560729,0.3787175874563413
64,0.12121212121212122,4,2.1881949902223297,0.37649319515495516
68,0.13131313131313133,4,1.7324762443064177,0.3903135592868001
73,0.14141414141414144,4,2.0569180889852916,0.4071815365563962
79,0.15151515151515152,4,1.524370207953357,0.37674797402517696
84,0.16161616161616163,4,1.7326351281239771,0.35526378037632156
94,0.18181818181818182,4,2.0337046979010016,0.4454394079806536
