,fermi_alpha,fermi_b,social_factor,opinion_max_diff,happiness_threshold,Run,Altieri Entropy Index,Leibovici Entropy Index,Network Modularity
0,1.171875,0.6796875,0.38671875,1.796875,0.37109375,0,2.1951524839634033,1.7757548887430998,0.7777392376768025
95,0.171875,3.1171875,0.63671875,3.140625,0.12109375,0,0.09704889787560446,0.10432888145952425,0.06238602038810942
90,1.578125,5.1796875,0.63671875,3.140625,0.12109375,0,0.2550446760127703,0.25639796804868664,0.0
86,0.171875,5.1796875,0.63671875,3.140625,0.12109375,0,0.17098833789312884,0.19830197028553231,0.03494389455870937
77,3.578125,0.1171875,0.21484375,2.796875,0.78515625,0,0.12355404177372323,0.1335345968706656,0.30581616062607453
75,2.171875,2.1796875,0.13671875,1.140625,0.78515625,0,2.1802359342661277,1.7846411002355156,0.44104421970169866
71,2.171875,2.1796875,0.13671875,2.796875,0.62109375,0,0.44352460539350336,0.3386354531378779,0.05491041616010123
65,2.171875,2.1796875,0.21484375,1.140625,0.62109375,0,1.984337688348368,1.5988453378021625,0.4278624511259247
59,2.171875,0.1171875,0.13671875,1.140625,0.62109375,0,2.1513152261212074,1.7207104173767378,0.9263117011510474
55,3.578125,2.1796875,0.13671875,1.140625,0.62109375,0,2.145499514024771,1.741011843059013,0.3967236323696145
46,2.578125,4.6171875,0.46484375,3.796875,0.53515625,0,0.11172163344493306,0.1029166713569499,0.0
38,3.171875,3.6796875,0.88671875,2.140625,0.53515625,0,1.4766766796666573,1.1713460871589252,0.299171829770175
35,3.171875,3.6796875,0.88671875,3.796875,0.87109375,0,0.03299818205945589,0.034051571108252535,0.0
29,3.171875,3.6796875,0.46484375,2.140625,0.87109375,0,1.7317779381163674,1.3307074449030534,0.4330597969347725
26,3.171875,4.6171875,0.88671875,2.140625,0.87109375,0,0.2588445832050209,0.27569494937709466,0.0
20,2.578125,3.6796875,0.88671875,2.140625,0.87109375,0,1.5576790369052755,1.2560600877522472,0.46463253140853994
49,2.171875,2.1796875,0.13671875,1.140625,0.62109375,0,2.1952654080042184,1.773400353531946,0.4277931610933574
