,fermi_alpha,fermi_b,social_factor,connections_per_step,opinion_max_diff,happiness_threshold,Run,Altieri Entropy Index,Leibovici Entropy Index,Network Modularity
85,8.46875,3.1640625,0.74609375,4,1.87890625,0.50390625,0,1.6929677632587334,1.4136970031803295,0.39128578713773554
25,6.53125,5.6640625,0.49609375,1,3.35546875,0.75390625,0,0.2050080925399393,0.18705359050886602,0.058833085817246576
65,4.53125,3.1640625,0.74609375,4,1.10546875,0.50390625,0,2.0572606169076724,1.6580167935017731,0.29936807050924125
35,6.46875,5.6640625,0.40234375,1,3.35546875,0.75390625,0,0.1784498805158172,0.17497024273333606,0.05882077739886968
20,6.46875,5.6640625,0.49609375,1,3.35546875,0.75390625,0,0.2504204615439277,0.2244258624362448,0.05819264321427746
80,8.46875,3.1640625,0.74609375,1,1.10546875,0.50390625,0,2.1298687209314577,1.7546003190680146,0.34731624322783916
41,6.46875,5.6640625,0.49609375,2,3.35546875,0.75390625,0,0.3450374914027884,0.2591267806245431,0.027173228370922037
44,6.46875,5.6640625,0.49609375,1,4.12890625,0.75390625,0,0.1236246860515191,0.0920643936606475,0.058094079275398836
15,2.53125,5.7421875,0.90234375,4,8.62890625,0.28515625,0,0.04636815882664165,0.04173036462095101,0.0
70,8.46875,3.2421875,0.74609375,4,1.10546875,0.50390625,0,1.5242065061746473,1.2560185533845147,0.27872059729958387
11,2.46875,0.6640625,0.99609375,3,7.85546875,0.28515625,0,0.1834373315074018,0.17257659612248769,0.06179759487880732
92,8.46875,3.1640625,0.74609375,4,1.10546875,0.53515625,0,2.0807841271839886,1.7084409520965766,0.29528143619591957
4,2.46875,0.6640625,0.99609375,3,8.62890625,0.25390625,0,0.3789936746213142,0.23755358223323927,0.11023221226964879
3,2.46875,0.6640625,0.99609375,4,7.85546875,0.25390625,0,0.3442917105253707,0.24302243216905803,0.0609823502681974
74,8.46875,3.1640625,0.15234375,4,1.10546875,0.50390625,0,2.1874249841867126,1.767833557176342,0.33381554011538084
55,6.53125,0.7421875,0.40234375,2,4.12890625,0.78515625,0,0.2947119489533043,0.17186209186673015,0.04700766134638129
61,8.46875,3.1640625,0.74609375,4,1.10546875,0.50390625,0,2.085008852504573,1.6914042507650637,0.29116515878741234
28,6.46875,0.7421875,0.49609375,1,3.35546875,0.75390625,0,0.3853365202709992,0.1960784287142579,0.09593175163614381
50,6.46875,5.6640625,0.49609375,1,3.35546875,0.78515625,0,0.0,0.0,0.05688319611137573
94,4.53125,3.2421875,0.15234375,1,1.87890625,0.53515625,0,2.084911465027535,1.7000998630969093,0.328250057978838
40,6.46875,5.6640625,0.49609375,2,3.35546875,0.75390625,1,0.11960964096107936,0.10729671401934694,0.02588144994486552
81,8.46875,3.1640625,0.74609375,1,1.10546875,0.50390625,1,2.180588747685094,1.7597997859722043,0.3479215803706248
36,6.46875,5.6640625,0.40234375,1,3.35546875,0.75390625,1,0.11430893463712848,0.10613663779762796,0.05825530310117043
45,6.46875,5.6640625,0.49609375,1,4.12890625,0.75390625,1,0.06879923713615163,0.0790204237972698,0.056096516187460414
56,6.53125,0.7421875,0.40234375,2,4.12890625,0.78515625,1,0.2765739866828557,0.11883092609661818,0.05724858952216469
71,8.46875,3.2421875,0.74609375,4,1.10546875,0.50390625,1,2.160813649826715,1.7461157668937353,0.4316563107824081
31,6.46875,0.7421875,0.49609375,1,3.35546875,0.75390625,1,0.544478324346929,0.2563138458301407,0.10855191554666392
51,6.46875,5.6640625,0.49609375,1,3.35546875,0.78515625,1,0.27931674200775264,0.19082774377886083,0.05812293294771782
76,8.46875,3.1640625,0.15234375,4,1.10546875,0.50390625,1,2.1354641215103953,1.7230143590116807,0.30231929764841825
66,4.53125,3.1640625,0.74609375,4,1.10546875,0.50390625,1,2.1240409915066873,1.7224266872796277,0.2182071348898766
60,8.46875,3.1640625,0.74609375,4,1.10546875,0.50390625,1,2.111254117500474,1.7047956155141697,0.29663968672409785
91,8.46875,3.1640625,0.74609375,4,1.10546875,0.53515625,1,2.0500496070358127,1.669949101284581,0.22571602055207401
95,4.53125,3.2421875,0.15234375,1,1.87890625,0.53515625,1,1.9417621301557335,1.6377880056840644,0.2547286539635356
17,2.53125,5.7421875,0.90234375,4,8.62890625,0.28515625,1,0.04931926516377109,0.031128085348166405,1.1102230246251565e-16
