,fermi_alpha,fermi_b,social_factor,connections_per_step,opinion_max_diff,happiness_threshold,Run,Altieri Entropy Index,Leibovici Entropy Index,Network Modularity
52,2.84375,0.1953125,0.97265625,1,5.88671875,0.32421875,1,0.2063459236553045,0.14734157429696215,0.3106461368366285
66,3.78125,3.3203125,0.86328125,1,9.61328125,0.38671875,1,0.20335459162803693,0.18886159345468284,0.06123287405149409
47,3.28125,8.3984375,0.30078125,2,5.88671875,0.32421875,1,0.13476282678364018,0.11098033979123184,0.026981389412730195
38,3.28125,8.3984375,0.30078125,1,3.42578125,0.32421875,1,0.1757830249611854,0.13761456162969665,0.05686942395378484
75,3.78125,1.5234375,0.86328125,3,9.61328125,0.38671875,1,0.45103113697466046,0.3277649997551295,0.3645236355474961
71,3.78125,1.5234375,0.66015625,1,9.61328125,0.38671875,1,0.22751838010737735,0.18588621920920348,0.07816108131360543
30,2.84375,8.3984375,0.30078125,2,3.42578125,0.32421875,1,0.16033070197162833,0.15842958667108822,0.026256584658518767
82,3.78125,1.5234375,0.86328125,1,6.44921875,0.38671875,1,0.326692458572885,0.21983311121680163,0.10682627325837893
56,3.78125,1.5234375,0.86328125,1,9.61328125,0.38671875,1,0.42831889316152566,0.30458991901140164,0.0827364973930322
36,3.28125,8.3984375,0.97265625,2,3.42578125,0.32421875,1,0.1319607878097282,0.14535442249761976,0.02668845156510894
25,3.28125,0.1953125,0.30078125,2,3.42578125,0.32421875,1,0.46485390156060613,0.3229159633719763,0.5457713847257653
16,6.84375,5.1953125,0.47265625,3,1.38671875,0.82421875,1,2.1800445633741754,1.7728841488393197,0.1624007155180315
13,7.28125,3.3984375,0.80078125,4,7.92578125,0.82421875,1,0.3336448919519001,0.2810451759272976,0.00023635748904363846
86,8.34375,3.3203125,0.66015625,3,6.44921875,0.38671875,1,0.2968093633299735,0.3198366571313946,0.011475488592636557
21,3.28125,8.3984375,0.30078125,2,3.42578125,0.32421875,1,0.29792033549098057,0.2623509460146369,0.02787638113171039
3,7.28125,3.3984375,0.80078125,3,7.92578125,0.82421875,1,0.1467194286635768,0.10119722182303002,0.009469696898728425
1,7.28125,3.3984375,0.80078125,4,1.38671875,0.82421875,1,1.9278043464452932,1.546108362846021,0.40577798078543215
5,7.28125,3.3984375,0.80078125,3,7.92578125,0.82421875,2,0.08518494352602801,0.09830339498866153,0.012326014752442271
63,8.34375,1.5234375,0.86328125,1,9.61328125,0.38671875,2,0.3963041402614274,0.25975282861793464,0.0934216438539578
17,6.84375,5.1953125,0.47265625,3,1.38671875,0.82421875,2,2.1434478295008437,1.75662480669487,0.18576892203622308
12,7.28125,3.3984375,0.80078125,4,7.92578125,0.82421875,2,0.23669090260176467,0.21795025665227255,0.0
57,3.78125,1.5234375,0.86328125,1,9.61328125,0.38671875,2,0.348663000373666,0.28278099896291087,0.09685523011124184
2,7.28125,3.3984375,0.80078125,4,1.38671875,0.82421875,2,2.1849542072335906,1.769622926473603,0.19639386016636448
78,3.78125,1.5234375,0.86328125,3,9.61328125,0.38671875,2,0.2514791426810338,0.17358467353388465,0.14713713393089586
28,3.28125,0.1953125,0.30078125,2,3.42578125,0.32421875,2,0.20135063625772162,0.16482060421409309,0.7063435902118336
67,3.78125,3.3203125,0.86328125,1,9.61328125,0.38671875,2,0.19451928162720838,0.19362614069603884,0.062405328824625614
46,3.28125,8.3984375,0.30078125,2,5.88671875,0.32421875,2,0.3225918646151899,0.2642663649799874,0.026113088385311168
51,2.84375,0.1953125,0.97265625,1,5.88671875,0.32421875,2,0.10837181686845408,0.061195906720079664,0.3177871941909399
72,3.78125,1.5234375,0.66015625,1,9.61328125,0.38671875,2,0.4573468652829377,0.27928890549562957,0.07938058300680441
88,8.34375,3.3203125,0.66015625,3,6.44921875,0.38671875,2,0.18562777360544624,0.1668653861644384,0.012006166343220465
32,2.84375,8.3984375,0.30078125,2,3.42578125,0.32421875,2,0.14499554855944063,0.13400638303253298,0.025856424255469742
80,3.78125,1.5234375,0.86328125,1,6.44921875,0.38671875,2,0.4037778297340052,0.35666153544213686,0.1275163426335059
40,3.28125,8.3984375,0.97265625,2,3.42578125,0.32421875,2,0.13583899991330536,0.08678468900936775,0.027250341875434653
39,3.28125,8.3984375,0.30078125,1,3.42578125,0.32421875,2,0.20813255525720292,0.1766431172081701,0.05337252557756141
20,3.28125,8.3984375,0.30078125,2,3.42578125,0.32421875,2,0.2851937089565641,0.2019126977609716,0.026240867464287825
24,3.28125,8.3984375,0.30078125,2,3.42578125,0.32421875,3,0.23475238674517745,0.2150033202113924,0.02665740944752356
31,3.28125,0.1953125,0.30078125,2,3.42578125,0.32421875,3,0.2734851168285728,0.18503126468887335,0.5029582855942912
68,3.78125,3.3203125,0.86328125,1,9.61328125,0.38671875,3,0.09147085960126265,0.06578796884256358,0.05800802859316897
34,2.84375,8.3984375,0.30078125,2,3.42578125,0.32421875,3,0.24097534990975106,0.2200553880572623,0.02640935070285528
6,7.28125,3.3984375,0.80078125,3,7.92578125,0.82421875,3,0.15052789473747608,0.17925009331566785,0.011935700055358628
87,8.34375,3.3203125,0.66015625,3,6.44921875,0.38671875,3,0.19620880802977986,0.1547683497520185,0.012146891839382723
83,3.78125,1.5234375,0.86328125,1,6.44921875,0.38671875,3,0.42750584520710794,0.34160449438592316,0.20426119959350061
62,8.34375,1.5234375,0.86328125,1,9.61328125,0.38671875,3,0.37200840627274745,0.23171572485723646,0.11376936339944316
18,6.84375,5.1953125,0.47265625,3,1.38671875,0.82421875,3,2.1255358767157078,1.7041228374286836,0.05775235728768782
58,3.78125,1.5234375,0.86328125,1,9.61328125,0.38671875,3,0.3564055118324649,0.30679707046150495,0.11827551747099455
14,7.28125,3.3984375,0.80078125,4,7.92578125,0.82421875,3,0.20993556356400836,0.19366571133180183,1.1102230246251565e-16
41,3.28125,8.3984375,0.97265625,2,3.42578125,0.32421875,3,0.16223514065490055,0.15283306559579857,0.028298823884571334
53,2.84375,0.1953125,0.97265625,1,5.88671875,0.32421875,3,0.12746655049211997,0.08014618522648034,0.283843361752537
43,3.28125,8.3984375,0.30078125,1,3.42578125,0.32421875,3,0.2933526181037829,0.2509888213260784,0.0564067315392269
79,3.78125,1.5234375,0.86328125,3,9.61328125,0.38671875,3,0.3479734513690465,0.22020913487292604,0.06973180054213934
48,3.28125,8.3984375,0.30078125,2,5.88671875,0.32421875,3,0.1887676161336265,0.1530233931676141,0.025983696005902186
8,7.28125,3.3984375,0.80078125,4,1.38671875,0.82421875,3,2.1335978800099125,1.7316640034376456,0.4159067940901851
74,3.78125,1.5234375,0.66015625,1,9.61328125,0.38671875,3,0.2705123472103119,0.21385634978935333,0.08338844296560911
84,3.78125,1.5234375,0.86328125,1,6.44921875,0.38671875,4,0.2548828555680601,0.1648132291902637,0.12025264918326099
81,3.78125,1.5234375,0.86328125,3,9.61328125,0.38671875,4,0.42421809242407277,0.2792690127297374,0.15668305348615305
44,3.28125,8.3984375,0.30078125,1,3.42578125,0.32421875,4,0.20599365209675194,0.17496295531412265,0.0549605063534156
70,3.78125,3.3203125,0.86328125,1,9.61328125,0.38671875,4,0.14310619491437745,0.15170669630050074,0.062056578092902645
64,8.34375,1.5234375,0.86328125,1,9.61328125,0.38671875,4,0.4831002488249724,0.27478136456510927,0.09384943051937432
59,3.78125,1.5234375,0.86328125,1,9.61328125,0.38671875,4,0.3835084479974756,0.2214272105190692,0.08602720843805385
54,2.84375,0.1953125,0.97265625,1,5.88671875,0.32421875,4,0.22131287015410145,0.11044612165471406,0.29109787841041307
49,3.28125,8.3984375,0.30078125,2,5.88671875,0.32421875,4,0.1647539487698702,0.14727694008413064,0.028160797856791497
42,3.28125,8.3984375,0.97265625,2,3.42578125,0.32421875,4,0.24360506894283893,0.21485875716898573,0.02671344136940771
33,2.84375,8.3984375,0.30078125,2,3.42578125,0.32421875,4,0.28630940787435327,0.2202076081887716,0.02562160395548096
29,3.28125,0.1953125,0.30078125,2,3.42578125,0.32421875,4,0.20407385425417243,0.12518825544587328,0.34014700000000003
22,3.28125,8.3984375,0.30078125,2,3.42578125,0.32421875,4,0.20341821230451315,0.17532591723239693,0.02465252502673504
19,6.84375,5.1953125,0.47265625,3,1.38671875,0.82421875,4,2.1955224306968635,1.7768071133018526,0.12506818595458744
15,7.28125,3.3984375,0.80078125,4,7.92578125,0.82421875,4,0.18996102099379622,0.23466483849312159,0.0018580803813299934
9,7.28125,3.3984375,0.80078125,4,1.38671875,0.82421875,4,2.1940222593841776,1.7768858824470783,0.32263581270757935
7,7.28125,3.3984375,0.80078125,3,7.92578125,0.82421875,4,0.11963639368531097,0.09902610196185889,0.011787176700795848
73,3.78125,1.5234375,0.66015625,1,9.61328125,0.38671875,4,0.18304072461239598,0.14857161678928477,0.07096217513530632
89,8.34375,3.3203125,0.66015625,3,6.44921875,0.38671875,4,0.1730599553144417,0.1606941364927053,0.013834480137431937
