,fermi_alpha,fermi_b,social_factor,opinion_max_diff,happiness_threshold,Run,Altieri Entropy Index,Leibovici Entropy Index,Network Modularity
83,0.390625,2.8359375,0.16796875,3.984375,0.83203125,0,0.22653876396255385,0.15136071375878907,0.027671375809078712
93,1.390625,1.7109375,0.40234375,2.828125,0.16796875,0,1.1336271334547172,0.9605222583700146,0.22856669062298282
25,2.390625,0.2109375,0.15234375,3.828125,0.91796875,0,0.42505986893468,0.41830023050855614,0.15275831698012468
35,1.859375,0.2109375,0.15234375,1.984375,0.91796875,0,0.4695347899598036,0.4107640794256241,0.17089521207312086
75,3.859375,3.2109375,0.65234375,1.828125,0.83203125,0,2.0286761265364195,1.6320095703326092,0.47255365061800225
69,3.859375,3.2109375,0.16796875,1.828125,0.41796875,0,2.1941433091650255,1.7511350843128084,0.3546324658682589
42,1.859375,5.8359375,0.15234375,3.828125,0.91796875,0,0.17802800936369909,0.11061976683461608,0.0
45,1.859375,0.2109375,0.15234375,3.828125,0.33203125,0,0.973585270531255,0.8952775403473532,0.6441458496596784
16,1.859375,0.2109375,0.15234375,3.828125,0.91796875,0,0.16706783021653848,0.15531235618923814,0.1638183628143665
13,1.359375,3.9609375,0.27734375,3.328125,0.70703125,0,0.31923135340368985,0.2763446882501623,0.0
50,3.859375,3.2109375,0.65234375,1.828125,0.41796875,0,2.152963119696131,1.733008787790207,0.4356142537237292
30,1.859375,0.2109375,0.66796875,3.828125,0.91796875,0,0.4379853901223981,0.34103450828579496,0.1739205476655544
57,0.390625,3.2109375,0.65234375,1.828125,0.41796875,0,1.5357008393395204,1.2254642334444086,0.23040311258143278
53,2.390625,5.8359375,0.66796875,1.984375,0.33203125,0,1.6371736508066113,1.3162366876908704,0.0
2,1.359375,3.9609375,0.27734375,3.484375,0.79296875,0,0.2726314378868387,0.26444471065393993,0.0
8,3.890625,2.0859375,0.04296875,3.484375,0.70703125,0,0.5539297122531174,0.49436545559700484,0.04305759581741992
65,3.859375,2.8359375,0.65234375,1.828125,0.41796875,0,1.584676010139754,1.2294656737350447,0.4893540966975914
3,1.359375,3.9609375,0.04296875,3.328125,0.79296875,0,0.2551698416221933,0.20857924268099037,0.0
78,3.859375,3.2109375,0.65234375,3.984375,0.41796875,0,0.09700988125000107,0.08917007282263138,0.0
88,2.859375,1.7109375,0.40234375,2.828125,0.16796875,0,0.5230841840935391,0.44854597225283627,0.16145046112228129
60,0.390625,3.2109375,0.65234375,1.828125,0.41796875,1,1.575353590225944,1.2764521698361353,0.24270770242714024
36,1.859375,0.2109375,0.15234375,1.984375,0.91796875,1,0.7328988235180458,0.6403591218153443,0.23186334146815368
52,3.859375,3.2109375,0.65234375,1.828125,0.41796875,1,1.6098192887929643,1.263844383915288,0.48752849537346576
55,2.390625,5.8359375,0.66796875,1.984375,0.33203125,1,1.5965750547285138,1.2193709742071799,0.0
43,1.859375,5.8359375,0.15234375,3.828125,0.91796875,1,0.148611788049091,0.13485626943528414,1.1102230246251565e-16
46,1.859375,0.2109375,0.15234375,3.828125,0.33203125,1,0.5643252991839394,0.4171604048774498,0.4019052840025508
86,0.390625,2.8359375,0.16796875,3.984375,0.83203125,1,0.2824236837691168,0.23575721982839787,0.03169179074091392
71,3.859375,3.2109375,0.16796875,1.828125,0.41796875,1,2.1911276676519233,1.763041012830976,0.3377310810212288
66,3.859375,2.8359375,0.65234375,1.828125,0.41796875,1,1.8238932294382244,1.4678969917277183,0.47750431049354847
31,1.859375,0.2109375,0.66796875,3.828125,0.91796875,1,0.23257082386363445,0.23878914060367928,0.1939034064074758
9,1.359375,3.9609375,0.27734375,3.328125,0.70703125,1,0.3667335130886689,0.33281683018771313,0.0013786438019295078
92,2.859375,1.7109375,0.40234375,2.828125,0.16796875,1,0.38463060842612296,0.2995383277500801,0.05037749423282078
18,1.859375,0.2109375,0.15234375,3.828125,0.91796875,1,0.15918415048866844,0.17501500507679538,0.1870844528305438
77,3.859375,3.2109375,0.65234375,1.828125,0.83203125,1,1.714202691269222,1.3599291841768064,0.3517265907308827
76,3.859375,3.2109375,0.65234375,3.984375,0.41796875,1,0.22146275815189762,0.19288733434736982,0.0
22,2.390625,0.2109375,0.15234375,3.828125,0.91796875,1,0.31273697865667516,0.28779898522064595,0.1598248779191364
7,1.359375,3.9609375,0.27734375,3.484375,0.79296875,1,0.12845032913267873,0.14041423928094438,0.0
96,1.390625,1.7109375,0.40234375,2.828125,0.16796875,1,0.45256631473678327,0.4087644239440504,0.04401931978850795
23,3.890625,2.0859375,0.04296875,3.484375,0.70703125,1,0.349268220276525,0.30230673360248966,0.03321187576655757
5,1.359375,3.9609375,0.04296875,3.328125,0.79296875,1,0.49838465913356467,0.38697370230192796,0.003525368496725495
12,1.359375,3.9609375,0.27734375,3.328125,0.70703125,2,0.37317847160559003,0.2718262398767726,0.0
56,2.390625,5.8359375,0.66796875,1.984375,0.33203125,2,0.2836973274735148,0.26853367957172214,0.0
80,3.859375,3.2109375,0.65234375,1.828125,0.83203125,2,1.61871333643598,1.2785715355558627,0.48034300999323964
87,0.390625,2.8359375,0.16796875,3.984375,0.83203125,2,0.10786132682951738,0.10009055455276065,0.02842242020180467
79,3.859375,3.2109375,0.65234375,3.984375,0.41796875,2,0.22656818931353137,0.21391359163928242,6.418375265269949e-05
51,3.859375,3.2109375,0.65234375,1.828125,0.41796875,2,1.6599189615291765,1.2962633889881874,0.44422815698587126
1,1.359375,3.9609375,0.04296875,3.328125,0.79296875,2,0.40333702154808393,0.33494080514779606,0.002481737722973165
6,1.359375,3.9609375,0.27734375,3.484375,0.79296875,2,0.2849019304076454,0.2602388402289335,0.0
