,fermi_alpha,fermi_b,social_factor,connections_perstep,opinion_max_diff,happiness_threshold,Run,Replicates,Network Modularity,Leibovici Entropy Index,Altieri Entropy Index
0,9.40625,3.5546875,0.31640625,2,4.12890625,0.71484375,0.0,0.17582769255400485,0.1522203231482479,0.02997590150552935,0.0
1,8.46875,3.5546875,0.31640625,2,4.12890625,0.71484375,1.0,0.17582769255400485,0.1522203231482479,0.02997590150552935,0.0
2,9.40625,8.7890625,0.31640625,2,4.12890625,0.71484375,2.0,0.24691881594408482,0.22155750279445371,0.02583092375214819,0.0
3,9.40625,3.5546875,0.92578125,2,4.12890625,0.71484375,3.0,0.17420359114780787,0.16781111562550644,0.02743796865492548,0.0
4,9.40625,3.5546875,0.31640625,2,4.12890625,0.71484375,4.0,0.2390452962437588,0.2459956880472015,0.03297679680470829,0.0
5,9.40625,3.5546875,0.31640625,2,2.37109375,0.71484375,5.0,2.059929787051123,1.6857026450536814,0.3406800613729905,0.0
6,9.40625,3.5546875,0.31640625,2,4.12890625,0.24609375,6.0,0.2409631286564099,0.16918028615039069,0.028871019275746545,0.0
7,8.46875,8.7890625,0.92578125,2,2.37109375,0.24609375,7.0,0.2409631286564099,0.16918028615039069,0.028871019275746545,0.0
8,5.40625,8.5546875,0.81640625,4,8.62890625,0.21484375,8.0,0.2409631286564099,0.16918028615039069,0.028871019275746545,0.0
9,4.46875,8.5546875,0.81640625,4,8.62890625,0.21484375,9.0,0.2409631286564099,0.16918028615039069,0.028871019275746545,0.0
10,9.40625,3.5546875,0.31640625,2,4.12890625,0.71484375,10.0,0.19325329095799543,0.17001471427951245,0.028656161755700568,1.0
11,8.46875,3.5546875,0.31640625,2,4.12890625,0.71484375,11.0,0.19325329095799543,0.17001471427951245,0.028656161755700568,1.0
12,9.40625,8.7890625,0.31640625,2,4.12890625,0.71484375,12.0,0.15514185233134772,0.1464856666543581,0.02473545265553011,1.0
13,9.40625,3.5546875,0.92578125,2,4.12890625,0.71484375,13.0,0.11727577047160415,0.14661139219288882,0.030017576784984026,1.0
14,9.40625,3.5546875,0.31640625,2,4.12890625,0.71484375,14.0,0.2608076000145976,0.23608694290190838,0.03000622576316859,1.0
15,9.40625,3.5546875,0.31640625,2,2.37109375,0.71484375,15.0,0.39344736673284036,0.39716084547000596,0.06137926454009322,1.0
16,9.40625,3.5546875,0.31640625,2,4.12890625,0.24609375,16.0,0.17703477357971997,0.1900968282455247,0.02881034963411508,1.0
17,8.46875,8.7890625,0.92578125,2,2.37109375,0.24609375,17.0,0.17582769255400485,0.1522203231482479,0.02997590150552935,1.0
18,5.40625,8.5546875,0.81640625,4,8.62890625,0.21484375,18.0,0.17582769255400485,0.1522203231482479,0.02997590150552935,1.0
19,4.46875,8.5546875,0.81640625,4,8.62890625,0.21484375,19.0,0.17582769255400485,0.1522203231482479,0.02997590150552935,1.0
20,9.40625,3.5546875,0.31640625,2,4.12890625,0.71484375,20.0,0.12055591800056853,0.11039946919984697,0.02762631501488976,2.0
21,8.46875,3.5546875,0.31640625,2,4.12890625,0.71484375,21.0,0.19325329095799543,0.17001471427951245,0.028656161755700568,2.0
