,fermi_alpha,fermi_b,social_factor,opinion_max_diff,happiness_threshold,Run,Altieri Entropy Index,Leibovici Entropy Index,Network Modularity
10,2.859375,1.7109375,0.40234375,2.984375,0.16796875,0,0.0708694584735841,0.06401138206091117,0.027049629736866032
60,0.609375,1.3359375,0.46484375,1.578125,0.10546875,0,2.1883521328956728,1.7764088944900889,0.606811957345143
85,0.609375,1.3359375,0.46484375,1.578125,0.64453125,0,1.8932280372181813,1.5372866188912586,0.3901005420081863
70,0.609375,5.4609375,0.46484375,1.578125,0.10546875,0,2.1812592835389952,1.7728677221667106,0.040676623817995666
15,2.859375,1.7109375,0.40234375,2.828125,0.58203125,0,1.6309755773163195,1.3420835434925449,0.44184683819047654
66,3.640625,1.3359375,0.46484375,1.578125,0.10546875,0,2.162824219047445,1.7580579644489767,0.6011591024280231
45,0.859375,4.7109375,0.90234375,0.984375,0.66796875,0,2.134717041188822,1.7344717667003526,0.14292383318341495
54,3.390625,1.3359375,0.91796875,0.984375,0.08203125,0,2.1568510848741433,1.75490108274677,0.5897176485048946
90,3.640625,5.4609375,0.73046875,1.734375,0.64453125,0,1.6557803847886101,1.3144035623029695,0.012076347068530252
32,0.859375,1.3359375,0.90234375,0.828125,0.66796875,0,2.1037164022926644,1.7089538688608474,0.6489410412119957
20,1.390625,4.3359375,0.41796875,2.984375,0.58203125,0,0.16206340341267184,0.1296511841154795,0.0
73,0.609375,1.3359375,0.73046875,1.578125,0.10546875,0,2.183071425844841,1.7857804787616098,0.6238164898236459
40,0.859375,4.7109375,0.91796875,0.828125,0.66796875,0,2.043891869885665,1.6461600339915181,0.16499988458513745
24,0.859375,4.7109375,0.90234375,0.828125,0.66796875,0,2.187759932578269,1.770030424940488,0.15182415564348173
30,3.390625,4.7109375,0.90234375,0.828125,0.66796875,0,2.1977309554143782,1.7837680511966048,0.14537090622315743
4,2.859375,1.7109375,0.41796875,2.828125,0.16796875,0,0.6554676959530776,0.51466753166077,0.28000323566473606
50,0.859375,4.7109375,0.90234375,0.828125,0.08203125,0,2.179263476559296,1.7529622527152586,0.13391621037809304
2,2.859375,4.3359375,0.40234375,2.828125,0.16796875,0,0.18659021356627828,0.14851767215633765,0.0
80,0.609375,1.3359375,0.46484375,1.734375,0.10546875,0,2.17892570259201,1.7639163035944705,0.5501388369816006
96,2.609375,4.3359375,0.96484375,3.578125,0.60546875,0,0.11118741773728182,0.10624005798742801,0.0
41,0.859375,4.7109375,0.91796875,0.828125,0.66796875,1,1.9964107337646335,1.6004251796359927,0.10194838989826946
56,3.390625,1.3359375,0.91796875,0.984375,0.08203125,1,2.1974866099162473,1.785897035460261,0.6744317617467777
35,0.859375,1.3359375,0.90234375,0.828125,0.66796875,1,2.141062402394756,1.7454171430504353,0.6401339312541313
92,3.640625,5.4609375,0.73046875,1.734375,0.64453125,1,1.6962317689525634,1.413420497010202,0.0
81,0.609375,1.3359375,0.46484375,1.734375,0.10546875,1,1.6799939877176886,1.3920330725244827,0.49004293778743246
51,0.859375,4.7109375,0.90234375,0.828125,0.08203125,1,2.1317823418947195,1.7435094650179621,0.13594738575941567
31,3.390625,4.7109375,0.90234375,0.828125,0.66796875,1,1.9782224924792318,1.6538892099238824,0.19138072962928687
61,0.609375,1.3359375,0.46484375,1.578125,0.10546875,1,1.8032075328732353,1.4556230148268132,0.3377726637423349
65,3.640625,1.3359375,0.46484375,1.578125,0.10546875,1,1.972348633962163,1.5770662430320364,0.4563229141885228
86,0.609375,1.3359375,0.46484375,1.578125,0.64453125,1,2.177963002570766,1.7405384601815939,0.42189077012320436
3,2.859375,4.3359375,0.40234375,2.828125,0.16796875,1,0.24606693471085045,0.24628005310557455,0.0
6,2.859375,1.7109375,0.41796875,2.828125,0.16796875,1,0.5823661147663025,0.486122324568664,0.09518747373286411
75,0.609375,1.3359375,0.73046875,1.578125,0.10546875,1,1.9044112918308724,1.5345032151307458,0.3597179251349301
11,2.859375,1.7109375,0.40234375,2.984375,0.16796875,1,0.2727477812080376,0.18387404404977678,0.03844696577778775
95,2.609375,4.3359375,0.96484375,3.578125,0.60546875,1,0.296741561588594,0.22211809178633318,0.0
71,0.609375,5.4609375,0.46484375,1.578125,0.10546875,1,2.057076435293106,1.6351777975575836,0.06599977104380195
18,2.859375,1.7109375,0.40234375,2.828125,0.58203125,1,0.26587051013415114,0.21799916454418702,0.11568280400185403
21,1.390625,4.3359375,0.41796875,2.984375,0.58203125,1,0.032843502696170854,0.03413197153411557,0.0
25,0.859375,4.7109375,0.90234375,0.828125,0.66796875,1,2.1580517815822353,1.7346305546489766,0.15094739099678794
46,0.859375,4.7109375,0.90234375,0.984375,0.66796875,1,2.1037761914457156,1.7123463154927996,0.13682019132394418
57,3.390625,1.3359375,0.91796875,0.984375,0.08203125,2,2.0683247708095918,1.684173267261162,0.6902603147975775
62,0.609375,1.3359375,0.46484375,1.578125,0.10546875,2,2.1960309249952727,1.7882510849605056,0.6579086533796503
72,0.609375,5.4609375,0.46484375,1.578125,0.10546875,2,1.737767340900836,1.3547593949947996,0.08425537724839618
67,3.640625,1.3359375,0.46484375,1.578125,0.10546875,2,2.144152259649491,1.7508919089983588,0.606566496034129
53,0.859375,4.7109375,0.90234375,0.828125,0.08203125,2,2.1346314334088916,1.7299153300463164,0.14749571092610622
76,0.609375,1.3359375,0.73046875,1.578125,0.10546875,2,2.1460372952400646,1.7365118872054843,0.47700647595699436
87,0.609375,1.3359375,0.46484375,1.578125,0.64453125,2,2.192892164097084,1.7753416606408479,0.6067391274305219
0,2.859375,4.3359375,0.40234375,2.828125,0.16796875,2,0.23238234083914927,0.17257592316487577,0.0
82,0.609375,1.3359375,0.46484375,1.734375,0.10546875,2,1.621943646866585,1.3233498807628188,0.35556871970426235
47,0.859375,4.7109375,0.90234375,0.984375,0.66796875,2,2.0773900331922457,1.6830747939506057,0.13690388133113152
16,2.859375,1.7109375,0.40234375,2.828125,0.58203125,2,0.42782865322473923,0.40747701555910354,0.2134226307506407
27,0.859375,4.7109375,0.90234375,0.828125,0.66796875,2,2.11452631198906,1.7214851567725005,0.11916433814236951
13,2.859375,1.7109375,0.40234375,2.984375,0.16796875,2,0.37540951974934733,0.39593929953745405,0.04037161226899644
33,3.390625,4.7109375,0.90234375,0.828125,0.66796875,2,2.192615826808954,1.7770454053096603,0.11504777381004014
22,1.390625,4.3359375,0.41796875,2.984375,0.58203125,2,0.1855535684584282,0.17684023441964536,0.0
37,0.859375,1.3359375,0.90234375,0.828125,0.66796875,2,2.1806368452775096,1.769416295494023,0.4404503659223119
91,3.640625,5.4609375,0.73046875,1.734375,0.64453125,2,1.7295678745541267,1.409199526010215,1.1102230246251565e-16
97,2.609375,4.3359375,0.96484375,3.578125,0.60546875,2,0.2879740048651373,0.25625207403824735,0.0
42,0.859375,4.7109375,0.91796875,0.828125,0.66796875,2,2.1971144394502042,1.7841065516525647,0.16032157294355334
5,2.859375,1.7109375,0.41796875,2.828125,0.16796875,2,0.6597032226496885,0.5389714154983989,0.3501409628890819
8,2.859375,1.7109375,0.41796875,2.828125,0.16796875,3,0.4031858758720263,0.3154231729310769,0.10480330513042768
12,2.859375,1.7109375,0.40234375,2.984375,0.16796875,3,0.3432869128683502,0.3438408054372093,0.04364978089058204
77,0.609375,1.3359375,0.73046875,1.578125,0.10546875,3,1.613178317683895,1.3350255725437552,0.33017917138955755
83,0.609375,1.3359375,0.46484375,1.734375,0.10546875,3,1.7272196204859327,1.3451485458370083,0.2980327194239003
17,2.859375,1.7109375,0.40234375,2.828125,0.58203125,3,1.176117939838948,1.003615018680217,0.28530882718634576
1,2.859375,4.3359375,0.40234375,2.828125,0.16796875,3,0.2814600838993304,0.264176898918246,0.0
74,0.609375,5.4609375,0.46484375,1.578125,0.10546875,3,1.4151621412735644,1.15539784046109,0.03629952720194221
68,3.640625,1.3359375,0.46484375,1.578125,0.10546875,3,2.1632968151075556,1.7566122288203267,0.47907780890215024
48,0.859375,4.7109375,0.90234375,0.984375,0.66796875,3,2.1197531824194376,1.7030451386377383,0.13904604405133805
