,fermi_alpha,fermi_b,social_factor,connections_per_step,opinion_max_diff,happiness_threshold,Run,Altieri Entropy Index,Leibovici Entropy Index,Network Modularity
20,6.03125,4.9609375,0.26953125,1,2.01953125,0.66796875,0,2.036042656222303,1.5808495434760785,0.21077662121581042
33,9.09375,9.9609375,0.76953125,3,6.51953125,0.98046875,0,0.033746646374431796,0.04336313466607099,0.0044888734771638406
30,2.03125,9.9609375,0.76953125,3,6.51953125,0.98046875,0,0.31717917871313017,0.2765130580456622,0.010458377485510678
25,5.09375,6.7578125,0.94140625,4,6.73046875,0.66796875,0,0.03346616483813967,0.03806344679142846,0.0
45,2.03125,9.9609375,0.44140625,3,6.51953125,0.98046875,0,0.13756434764790706,0.09573046081138233,0.005254545124657756
14,6.03125,4.9609375,0.26953125,1,6.73046875,0.48046875,0,0.0673851882651732,0.0735386882015155,0.058690331091957405
11,6.03125,4.9609375,0.26953125,4,2.01953125,0.48046875,0,2.1681218733927943,1.718328382667111,0.0321894618461209
40,2.03125,1.7578125,0.76953125,3,6.51953125,0.98046875,0,0.20497947213820694,0.22426070490675143,0.026278979459071688
3,6.03125,6.7578125,0.26953125,1,2.01953125,0.48046875,0,2.1392042242472713,1.7167444731129538,0.06081826188415071
5,6.03125,4.9609375,0.94140625,1,2.01953125,0.48046875,0,1.4997813911757214,1.1954167214216196,0.12258536471210679
21,6.03125,4.9609375,0.26953125,1,2.01953125,0.66796875,1,2.160460653339091,1.6818488849964035,0.15042471059318643
41,2.03125,1.7578125,0.76953125,3,6.51953125,0.98046875,1,0.31972210492618486,0.25734899536102773,0.02715035666362574
31,2.03125,9.9609375,0.76953125,3,6.51953125,0.98046875,1,0.13623772164646586,0.0905071122240399,0.006679495684670661
26,5.09375,6.7578125,0.94140625,4,6.73046875,0.66796875,1,0.03317280723283856,0.043840190180173974,0.0
15,6.03125,4.9609375,0.26953125,1,6.73046875,0.48046875,1,0.206181849547223,0.18054064948941845,0.05728665575567872
0,6.03125,6.7578125,0.26953125,1,2.01953125,0.48046875,1,2.0040185156215253,1.6315965387056417,0.061369563620863925
36,9.09375,9.9609375,0.76953125,3,6.51953125,0.98046875,1,0.14670398583645947,0.1230959101245321,0.009172962441258009
10,6.03125,4.9609375,0.26953125,4,2.01953125,0.48046875,1,2.197111889361143,1.7430584885639886,0.0401020435319904
46,2.03125,9.9609375,0.44140625,3,6.51953125,0.98046875,1,0.1265192571561151,0.1083988308605818,0.006950100795152819
4,6.03125,4.9609375,0.94140625,1,2.01953125,0.48046875,1,1.5935159203951526,1.2788558761016404,0.10252436386430594
1,6.03125,6.7578125,0.26953125,1,2.01953125,0.48046875,2,1.8262358851994942,1.4584350003422402,0.06295111592757455
32,2.03125,9.9609375,0.76953125,3,6.51953125,0.98046875,2,0.19730074175104942,0.1541009177488154,0.00514233879749279
37,9.09375,9.9609375,0.76953125,3,6.51953125,0.98046875,2,0.1810621146694462,0.19390715844162007,0.0038481592117753094
27,5.09375,6.7578125,0.94140625,4,6.73046875,0.66796875,2,0.07176283362306309,0.08120460649551829,0.0
42,2.03125,1.7578125,0.76953125,3,6.51953125,0.98046875,2,0.31947452093963086,0.29687719679593416,0.030222275620235144
48,2.03125,9.9609375,0.44140625,3,6.51953125,0.98046875,2,0.10884674969175563,0.09080107397616442,0.007949243933071393
22,6.03125,4.9609375,0.26953125,1,2.01953125,0.66796875,2,1.9881910444264255,1.6510909221502288,0.10543877537449256
18,6.03125,4.9609375,0.26953125,1,6.73046875,0.48046875,2,0.18989509743839803,0.1479690047213909,0.0554508093512298
12,6.03125,4.9609375,0.26953125,4,2.01953125,0.48046875,2,1.914467761606003,1.564327238718185,0.0875619295588537
6,6.03125,4.9609375,0.94140625,1,2.01953125,0.48046875,2,1.4857919887016298,1.2017479043353094,0.29976759628699523
23,6.03125,4.9609375,0.26953125,1,2.01953125,0.66796875,3,0.8202675962499618,0.7320816058180257,0.06588872521916295
28,5.09375,6.7578125,0.94140625,4,6.73046875,0.66796875,3,0.09990472764848445,0.10488690495976218,0.0
43,2.03125,1.7578125,0.76953125,3,6.51953125,0.98046875,3,0.31950510592369297,0.2238423146188718,0.02788459073331163
2,6.03125,6.7578125,0.26953125,1,2.01953125,0.48046875,3,1.8805559065797597,1.56169307060854,0.057688460819626176
17,6.03125,4.9609375,0.26953125,1,6.73046875,0.48046875,3,0.1543370285862096,0.13928369013289194,0.058233700988491566
34,2.03125,9.9609375,0.76953125,3,6.51953125,0.98046875,3,0.05682338398783475,0.02988829141425218,0.008900970785638673
13,6.03125,4.9609375,0.26953125,4,2.01953125,0.48046875,3,1.2126500317650597,1.0269817946726432,0.019454623951322803
38,9.09375,9.9609375,0.76953125,3,6.51953125,0.98046875,3,0.09328109954574958,0.06203542053206633,0.006416515526539546
47,2.03125,9.9609375,0.44140625,3,6.51953125,0.98046875,3,0.12421296198760792,0.14434777155440726,0.005625337875542619
8,6.03125,4.9609375,0.94140625,1,2.01953125,0.48046875,3,2.060988676260598,1.6704599649319332,0.06421246125659377
44,2.03125,1.7578125,0.76953125,3,6.51953125,0.98046875,4,0.26263024209394065,0.2632323631883905,0.02794351321555665
24,6.03125,4.9609375,0.26953125,1,2.01953125,0.66796875,4,1.1677719488090126,0.927488947794401,0.07209635906483719
35,2.03125,9.9609375,0.76953125,3,6.51953125,0.98046875,4,0.1475115824444316,0.09112582352082979,0.008982203520309623
29,5.09375,6.7578125,0.94140625,4,6.73046875,0.66796875,4,0.25715881832984394,0.160985631602221,0.0
19,6.03125,4.9609375,0.26953125,1,6.73046875,0.48046875,4,0.17200291357019598,0.16650440501380384,0.05668584420259104
16,6.03125,4.9609375,0.26953125,4,2.01953125,0.48046875,4,1.7103036817204342,1.3735439110973329,0.00945456294869329
9,6.03125,4.9609375,0.94140625,1,2.01953125,0.48046875,4,1.6330490443395,1.3440223172218075,0.07133978076442049
7,6.03125,6.7578125,0.26953125,1,2.01953125,0.48046875,4,1.7663477221498376,1.436600809838826,0.06191622395041438
39,9.09375,9.9609375,0.76953125,3,6.51953125,0.98046875,4,0.06902305061991561,0.07269755040053266,0.006442962480629616
49,2.03125,9.9609375,0.44140625,3,6.51953125,0.98046875,4,0.06643514961897991,0.0697140279597695,0.007965805740183907
