,fermi_alpha,fermi_b,social_factor,connections_per_step,opinion_max_diff,happiness_threshold,Run,Altieri Entropy Index,Leibovici Entropy Index,Network Modularity
58,2.34375,8.6328125,0.19921875,4,2.08984375,0.39453125,2,1.2025748246335017,1.0712900743959182,0.0
83,2.46875,0.6640625,0.99609375,3,7.85546875,0.25390625,2,0.0,0.0,0.06624577904716039
72,2.34375,8.6328125,0.63671875,4,2.08984375,0.89453125,2,1.4699959990624247,1.140697565605729,0.0
3,6.34375,3.6328125,0.13671875,2,6.58984375,0.89453125,2,0.19243768061043434,0.1817381822167031,0.031275449735117714
7,2.15625,3.6328125,0.13671875,2,6.58984375,0.89453125,2,0.28166867228795867,0.2407824404975976,0.029104297612154616
62,2.34375,8.6328125,0.63671875,2,2.08984375,0.39453125,2,0.8797900777360865,0.69070037000405,0.02734832548147248
17,6.34375,3.6328125,0.69921875,2,6.58984375,0.89453125,2,0.11776228689477025,0.1548794300255863,0.030578076771672343
47,6.15625,8.6328125,0.63671875,4,2.08984375,0.39453125,2,1.7367654318132002,1.335657375451555,0.0
22,6.34375,3.6328125,0.13671875,4,6.58984375,0.89453125,2,0.09987304181741537,0.13106240683305276,0.0
26,6.34375,3.6328125,0.13671875,2,2.86328125,0.89453125,2,0.5220984262188582,0.38905236105828794,0.04663614764218335
92,2.46875,5.7421875,0.99609375,3,7.85546875,0.25390625,2,0.362404276291049,0.27942043567324315,0.006247876971535921
32,6.34375,3.6328125,0.13671875,2,6.58984375,0.39453125,2,0.19546004811015394,0.15635266835378978,0.030245747970678652
37,2.15625,2.1484375,0.69921875,4,2.86328125,0.39453125,2,1.5667233870079025,1.2729095365185252,0.4245736492241762
12,6.34375,2.1484375,0.13671875,2,6.58984375,0.89453125,2,0.2409244894618234,0.20145195926488135,0.04392362104427552
96,2.46875,0.6640625,0.90234375,3,7.85546875,0.25390625,2,0.48496748486597424,0.3849359588897816,0.06516256768909463
42,2.34375,8.6328125,0.63671875,4,2.08984375,0.39453125,2,1.687858054561101,1.3316942157540104,1.1102230246251565e-16
82,2.46875,0.6640625,0.99609375,3,7.85546875,0.25390625,3,0.1403966762887275,0.11997664782548824,0.0805935627582645
1,6.34375,3.6328125,0.13671875,2,6.58984375,0.89453125,3,0.25094370106037983,0.18706506600880937,0.029286472023826955
78,6.15625,7.1484375,0.19921875,2,7.36328125,0.89453125,3,0.10670586295490059,0.06962013730555364,0.02625772213969305
18,6.34375,3.6328125,0.69921875,2,6.58984375,0.89453125,3,0.25993855796915355,0.24353051564280198,0.029538595363494045
23,6.34375,3.6328125,0.13671875,4,6.58984375,0.89453125,3,0.18180160406873253,0.172844900338139,0.0
13,6.34375,2.1484375,0.13671875,2,6.58984375,0.89453125,3,0.279918949294859,0.2062114774373034,0.10009828625516487
73,2.34375,8.6328125,0.63671875,4,2.08984375,0.89453125,3,1.4904395503445453,1.188764502868886,0.0
53,2.34375,7.1484375,0.63671875,4,2.08984375,0.39453125,3,1.591207987243034,1.2443556071745288,0.0
93,2.46875,5.7421875,0.99609375,3,7.85546875,0.25390625,3,0.17849889688909815,0.12442775085890528,0.00790024052224686
28,6.34375,3.6328125,0.13671875,2,2.86328125,0.89453125,3,0.8483703448047647,0.7018880528438446,0.07659609833948447
88,2.53125,0.6640625,0.99609375,3,7.85546875,0.25390625,3,0.46375365148829234,0.23745178436807754,0.0690722084419137
48,6.15625,8.6328125,0.63671875,4,2.08984375,0.39453125,3,2.107204308315261,1.714388031200591,1.1102230246251565e-16
43,2.34375,8.6328125,0.63671875,4,2.08984375,0.39453125,3,1.868991659674581,1.5091517633780998,0.0
97,2.46875,0.6640625,0.90234375,3,7.85546875,0.25390625,3,0.3612372553164049,0.19752775533517605,0.05613021065629568
63,2.34375,8.6328125,0.63671875,2,2.08984375,0.39453125,3,1.7116954350006754,1.3196138665676718,0.02677927420848075
33,6.34375,3.6328125,0.13671875,2,6.58984375,0.39453125,3,0.23679782586977333,0.21372157759763982,0.030858838199627606
11,2.15625,3.6328125,0.13671875,2,6.58984375,0.89453125,3,0.15193069226030148,0.17898910215095865,0.031965777536431116
56,2.34375,8.6328125,0.19921875,4,2.08984375,0.39453125,3,2.055560801316048,1.6678948433554428,0.0
38,2.15625,2.1484375,0.69921875,4,2.86328125,0.39453125,3,0.4374097426480109,0.3972893679031662,0.18283537669332883
68,2.34375,8.6328125,0.63671875,4,7.36328125,0.39453125,3,0.1825795282656281,0.14305515976354344,0.0
89,2.53125,0.6640625,0.99609375,3,7.85546875,0.25390625,4,0.7033226639607424,0.33999589167832994,0.08367410272003206
84,2.46875,0.6640625,0.99609375,3,7.85546875,0.25390625,4,0.3153677129920724,0.20010480800965244,0.0777245922041243
49,6.15625,8.6328125,0.63671875,4,2.08984375,0.39453125,4,1.820886584663694,1.495709769850221,1.1102230246251565e-16
74,2.34375,8.6328125,0.63671875,4,2.08984375,0.89453125,4,1.7306791818637453,1.373951710217049,0.0
5,6.34375,3.6328125,0.13671875,2,6.58984375,0.89453125,4,0.21597409993295452,0.2232303852711239,0.0313011757096617
9,2.15625,3.6328125,0.13671875,2,6.58984375,0.89453125,4,0.2426770412177455,0.14110346040739402,0.03373629784889193
14,6.34375,2.1484375,0.13671875,2,6.58984375,0.89453125,4,0.16299630636832493,0.15917913727960092,0.041247055079203704
19,6.34375,3.6328125,0.69921875,2,6.58984375,0.89453125,4,0.07824673666991937,0.062084331725187854,0.027121619706420366
27,6.34375,3.6328125,0.13671875,4,6.58984375,0.89453125,4,0.2430167370313525,0.24008357763895916,0.0
29,6.34375,3.6328125,0.13671875,2,2.86328125,0.89453125,4,0.44584529314396054,0.33342236750849896,0.06207684505316721
80,6.15625,7.1484375,0.19921875,2,7.36328125,0.89453125,4,0.18004243316079452,0.19211967775423378,0.025659125535101385
34,6.34375,3.6328125,0.13671875,2,6.58984375,0.39453125,4,0.19806624637459894,0.20833873231022107,0.03180052717226717
44,2.34375,8.6328125,0.63671875,4,2.08984375,0.39453125,4,0.5942760015772656,0.47043445626996305,1.1102230246251565e-16
98,2.46875,0.6640625,0.90234375,3,7.85546875,0.25390625,4,0.3739796642601912,0.2208691605910792,0.0649224481209174
54,2.34375,7.1484375,0.63671875,4,2.08984375,0.39453125,4,1.53280567919041,1.2257187712243722,0.0
59,2.34375,8.6328125,0.19921875,4,2.08984375,0.39453125,4,1.1650004833458008,1.024259983447637,0.0
64,2.34375,8.6328125,0.63671875,2,2.08984375,0.39453125,4,1.600469052909849,1.2705687009831452,0.025800517468788465
69,2.34375,8.6328125,0.63671875,4,7.36328125,0.39453125,4,0.10001302473674142,0.09501853527712527,0.0
39,2.15625,2.1484375,0.69921875,4,2.86328125,0.39453125,4,0.19405854897729927,0.20353495763042218,0.015000383945293868
99,2.46875,5.7421875,0.99609375,3,7.85546875,0.25390625,4,0.12718679036510266,0.13016239494905266,0.008626412976280279
