,fermi_alpha,fermi_b,social_factor,opinion_max_diff,happiness_threshold,Run,Altieri Entropy Index,Leibovici Entropy Index,Network Modularity
28,2.734375,1.1484375,0.12109375,0.453125,0.38671875,0,2.104283922780801,1.732975210058728,0.6249828326763216
65,0.515625,4.1484375,0.62109375,2.453125,0.88671875,0,0.20502661994733,0.18949273686035986,0.010828404078608717
20,3.734375,5.6484375,0.87109375,3.453125,0.98828125,0,0.17105972710436354,0.14489394606230502,1.1102230246251565e-16
84,0.515625,4.1484375,0.19921875,1.109375,0.23828125,0,2.0907285440895826,1.7287738039823257,0.16336113826935952
37,2.515625,1.1484375,0.12109375,0.453125,0.38671875,0,2.171208807532901,1.7791714840045734,0.6389173971360061
75,0.734375,4.1484375,0.62109375,1.109375,0.88671875,0,2.1541761248671154,1.7630022518779076,0.20065831404001122
80,0.734375,4.1484375,0.62109375,2.453125,0.23828125,0,0.14091122649533616,0.11744103527793967,0.0
13,3.734375,5.6484375,0.87109375,2.109375,0.13671875,0,1.6041479593238837,1.2482019887061795,0.0012273393085586726
55,2.515625,1.1484375,0.69921875,3.109375,0.73828125,0,1.6380919742186983,1.267492822836921,0.4782762356186332
70,0.734375,4.1484375,0.19921875,2.453125,0.88671875,0,1.2466760840634767,1.01796190774159,0.05341222916929708
40,2.734375,1.1484375,0.69921875,0.453125,0.38671875,0,2.16352880290722,1.7592966647254729,0.6869347788133146
9,3.734375,5.6484375,0.94921875,3.453125,0.13671875,0,0.17903956346885874,0.17543623601704889,0.0
45,2.734375,1.1484375,0.12109375,3.109375,0.38671875,0,1.3770028041887081,1.003233590590147,0.22664310361493228
5,3.734375,5.6484375,0.87109375,3.453125,0.13671875,0,0.09303847740817452,0.07562046224181483,0.0
60,0.734375,4.1484375,0.62109375,2.453125,0.88671875,0,0.3114200444783413,0.28343840486623767,0.001041367128280929
50,2.734375,1.1484375,0.12109375,0.453125,0.73828125,0,2.1902155441612354,1.779042965023285,0.5942928782849815
1,3.515625,5.6484375,0.87109375,3.453125,0.13671875,0,0.24103374780761916,0.19985601168521866,0.0
25,3.515625,5.6484375,0.94921875,2.109375,0.98828125,0,1.4551203481815904,1.1541573911249405,0.0
61,0.734375,4.1484375,0.62109375,2.453125,0.88671875,1,0.2528501614343247,0.2937497140510174,0.0
46,2.734375,1.1484375,0.12109375,3.109375,0.38671875,1,1.6421967616660218,1.421916944554413,0.3851890033371429
35,2.515625,1.1484375,0.12109375,0.453125,0.38671875,1,2.190295766498083,1.7712064298363517,0.556618868320855
81,0.734375,4.1484375,0.62109375,2.453125,0.23828125,1,0.40809807667458303,0.36209186821998873,0.0023803733723930243
