,fermi_alpha,fermi_b,social_factor,connections_per_step,opinion_max_diff,happiness_threshold,Run,Altieri Entropy Index,Leibovici Entropy Index,Network Modularity
32,4.34375,8.3203125,0.16015625,1,1.94921875,0.88671875,1,2.1565748690810453,1.711134395756401,0.05491215458622682
57,9.78125,4.0234375,0.61328125,2,4.19921875,0.63671875,1,0.21145738458185356,0.19977923905408101,0.030673901301653303
42,6.34375,4.0234375,0.61328125,2,2.86328125,0.63671875,1,0.27410557044209777,0.21917001181542933,0.03233652258739709
7,4.34375,6.5234375,0.36328125,3,5.11328125,0.88671875,1,0.17449839122279096,0.1641409239482763,0.010209195158569107
16,7.78125,6.5234375,0.36328125,1,5.11328125,0.88671875,1,0.24029365708544514,0.19733353028105294,0.05451879024463428
5,7.78125,6.5234375,0.36328125,3,5.11328125,0.88671875,1,0.1832296104251346,0.21664476954431275,0.0010563683039827854
23,7.78125,6.5234375,0.16015625,3,5.11328125,0.88671875,1,0.15675954247976198,0.1279062208757303,0.009657367746499695
15,7.78125,8.3203125,0.36328125,3,5.11328125,0.88671875,1,0.12127875397067729,0.11291121145822558,0.009184351897959214
25,7.78125,6.5234375,0.36328125,3,1.94921875,0.88671875,1,1.8629591343718797,1.4541803176899382,0.0060503045113610154
41,6.34375,4.0234375,0.61328125,2,2.86328125,0.63671875,2,0.12751753629447385,0.14044475398697628,0.03682395200707309
58,9.78125,4.0234375,0.61328125,2,4.19921875,0.63671875,2,0.07337046272164613,0.07571697170936316,0.02864563551267562
19,7.78125,6.5234375,0.36328125,1,5.11328125,0.88671875,2,0.18045383127415918,0.1270200728601392,0.05521110140910107
46,9.78125,5.8203125,0.61328125,2,2.86328125,0.63671875,2,0.25665380480452,0.242464555619307,0.026851796490642954
20,7.78125,6.5234375,0.16015625,3,5.11328125,0.88671875,2,0.26637380024866725,0.2827171370994702,0.0032900881461869202
81,5.78125,9.0234375,0.91015625,4,7.36328125,0.13671875,2,0.10589653026279469,0.1054480753309285,1.1102230246251565e-16
68,5.78125,9.0234375,0.11328125,4,7.36328125,0.13671875,2,0.031939062296059334,0.03894246215555258,0.0
11,7.78125,8.3203125,0.36328125,3,5.11328125,0.88671875,2,0.13397694172737584,0.12706061596158544,0.005157909576850167
4,4.34375,6.5234375,0.36328125,3,5.11328125,0.88671875,2,0.24333782912421406,0.17616115150194311,0.007780865446668894
52,9.78125,4.0234375,0.41015625,2,2.86328125,0.63671875,2,0.28635141429131783,0.26102157705052553,0.03242236401352196
39,9.78125,4.0234375,0.61328125,2,2.86328125,0.63671875,2,0.2779284850842517,0.21099896829252077,0.030494007586439192
63,6.34375,5.8203125,0.41015625,2,4.19921875,0.63671875,2,0.2108454814986223,0.19358894029375168,0.026732741378366346
72,2.34375,9.0234375,0.11328125,4,7.36328125,0.13671875,2,0.15963682688581438,0.1765985632337328,0.0
31,4.34375,8.3203125,0.16015625,1,1.94921875,0.88671875,2,1.6944670961199486,1.263275844889979,0.05485706693293823
27,7.78125,6.5234375,0.36328125,3,1.94921875,0.88671875,2,1.5863473585169305,1.2600699604764916,0.01171383316750843
6,7.78125,6.5234375,0.36328125,3,5.11328125,0.88671875,2,0.17346858275209148,0.13217924639571835,0.009293747698518873
74,5.78125,0.8203125,0.11328125,4,7.36328125,0.13671875,2,0.25814927546448113,0.18740612466880746,0.12612620021350396
67,5.78125,9.0234375,0.11328125,4,7.36328125,0.13671875,3,0.13099731578899793,0.14469111356721123,0.0
62,6.34375,5.8203125,0.41015625,2,4.19921875,0.63671875,3,0.12706804256886145,0.0982242731303751,0.028186080771924436
8,4.34375,6.5234375,0.36328125,3,5.11328125,0.88671875,3,0.2670932250252772,0.18911825668850274,0.006239242320624672
12,7.78125,8.3203125,0.36328125,3,5.11328125,0.88671875,3,0.09907729128043803,0.1157137995620071,0.005864048146566048
59,9.78125,4.0234375,0.61328125,2,4.19921875,0.63671875,3,0.11511052355095165,0.09856853102994184,0.02725795457385986
28,7.78125,6.5234375,0.36328125,3,1.94921875,0.88671875,3,2.124516723973144,1.690163529629585,0.01262767139521448
18,7.78125,6.5234375,0.36328125,1,5.11328125,0.88671875,3,0.3184829906719371,0.27332707610247364,0.05618050276761674
48,9.78125,5.8203125,0.61328125,2,2.86328125,0.63671875,3,0.06592124034509847,0.08489595391487861,0.02692702040843964
43,6.34375,4.0234375,0.61328125,2,2.86328125,0.63671875,3,0.1312568164225819,0.12838585769816188,0.026713903163868034
83,5.78125,9.0234375,0.91015625,4,7.36328125,0.13671875,3,0.10762971165407173,0.1086992351870846,0.0
78,2.34375,9.0234375,0.11328125,4,7.36328125,0.13671875,3,0.15576913717891036,0.16867851071540918,1.1102230246251565e-16
38,9.78125,4.0234375,0.61328125,2,2.86328125,0.63671875,3,0.1020947141635195,0.11388773016765262,0.030549152851543342
21,7.78125,6.5234375,0.16015625,3,5.11328125,0.88671875,3,0.16478136802305252,0.15996116240563746,0.007238070450807932
33,4.34375,8.3203125,0.16015625,1,1.94921875,0.88671875,3,2.199721433979265,1.739962709770722,0.0589543614432741
1,7.78125,6.5234375,0.36328125,3,5.11328125,0.88671875,3,0.08734265191392841,0.10148072608857536,0.0072517165469626055
53,9.78125,4.0234375,0.41015625,2,2.86328125,0.63671875,3,0.28590205576889904,0.19425563074354804,0.028494615114395893
76,5.78125,0.8203125,0.11328125,4,7.36328125,0.13671875,3,0.09572886805646959,0.10111101703293811,0.04905402956857352
77,5.78125,0.8203125,0.11328125,4,7.36328125,0.13671875,4,0.24930519060905496,0.1484683569197177,0.056036340617034226
79,2.34375,9.0234375,0.11328125,4,7.36328125,0.13671875,4,0.09193823977311187,0.05289096262944581,0.0
2,7.78125,6.5234375,0.36328125,3,5.11328125,0.88671875,4,0.07473294972043341,0.07151339574898041,0.0032306569333544477
56,9.78125,4.0234375,0.61328125,2,4.19921875,0.63671875,4,0.10595715923515625,0.11361843778481232,0.026916916433342566
9,4.34375,6.5234375,0.36328125,3,5.11328125,0.88671875,4,0.11044151857538853,0.1039821494740974,0.006610514273301199
64,6.34375,5.8203125,0.41015625,2,4.19921875,0.63671875,4,0.1757020672492417,0.14736960914234765,0.02760700427202853
13,7.78125,8.3203125,0.36328125,3,5.11328125,0.88671875,4,0.1799339180358333,0.1599106983062664,0.007032997963724724
54,9.78125,4.0234375,0.41015625,2,2.86328125,0.63671875,4,0.33138444820747565,0.26008779174352825,0.032646780914133075
49,9.78125,5.8203125,0.61328125,2,2.86328125,0.63671875,4,0.20109453780664022,0.16568710431336398,0.02890629757433779
44,6.34375,4.0234375,0.61328125,2,2.86328125,0.63671875,4,0.30948916225637246,0.3263204393821606,0.03312628991115292
40,9.78125,4.0234375,0.61328125,2,2.86328125,0.63671875,4,0.32117656976899495,0.2694277800888694,0.035350522126027434
22,7.78125,6.5234375,0.16015625,3,5.11328125,0.88671875,4,0.21633761897660692,0.18406727432818246,0.00733222630750055
34,4.34375,8.3203125,0.16015625,1,1.94921875,0.88671875,4,1.9653718257163588,1.5329921503066517,0.05532550378351654
24,7.78125,6.5234375,0.36328125,1,5.11328125,0.88671875,4,0.16253118079338358,0.1602877957733092,0.05818823253562554
29,7.78125,6.5234375,0.36328125,3,1.94921875,0.88671875,4,1.9664497678119448,1.5445441438742256,0.006042031759895594
69,5.78125,9.0234375,0.11328125,4,7.36328125,0.13671875,4,0.12067480373286407,0.1481583546711929,0.0
84,5.78125,9.0234375,0.91015625,4,7.36328125,0.13671875,4,0.1810015767860541,0.16285473761338404,0.0
