,fermi_alpha,fermi_b,social_factor,connections_perstep,opinion_max_diff,happiness_threshold,Run,Replicates,Network Modularity,Leibovici Entropy Index,Altieri Entropy Index
0,2.59375,6.4453125,0.85546875,2,4.05859375,0.61328125,0.0,0.28166455292768605,0.22783591277482024,0.027031885763642585,0.0
1,2.40625,6.4453125,0.85546875,2,4.05859375,0.61328125,1.0,0.28166455292768605,0.22783591277482024,0.027031885763642585,0.0
2,2.59375,4.3359375,0.85546875,2,4.05859375,0.61328125,2.0,0.2385913842713702,0.1293044145162161,0.025750316703842868,0.0
3,2.59375,6.4453125,0.29296875,2,4.05859375,0.61328125,3.0,0.12961473574060112,0.11217779270970259,0.027109902081948627,0.0
4,2.59375,6.4453125,0.85546875,2,4.05859375,0.61328125,4.0,0.1349730727845043,0.13372266767519783,0.028477771080307246,0.0
5,2.59375,6.4453125,0.85546875,2,7.08203125,0.61328125,5.0,0.06782602129436144,0.07551963206474757,0.02407912239449342,0.0
6,2.59375,6.4453125,0.85546875,2,4.05859375,0.55078125,6.0,0.11274800778175564,0.09670191849441014,0.026236503750128527,0.0
7,2.40625,4.3359375,0.29296875,2,7.08203125,0.55078125,7.0,0.11274800778175564,0.09670191849441014,0.026236503750128527,0.0
8,2.84375,1.7578125,0.19921875,3,7.15234375,0.33203125,8.0,0.15923529729509972,0.09681702297518546,0.05383583980598439,0.0
9,4.65625,1.7578125,0.19921875,3,7.15234375,0.33203125,9.0,0.27187358911357407,0.18124733661481357,0.03654096153302122,0.0
10,2.59375,6.4453125,0.85546875,2,4.05859375,0.61328125,10.0,0.27187358911357407,0.18124733661481357,0.03654096153302122,1.0
11,2.40625,6.4453125,0.85546875,2,4.05859375,0.61328125,11.0,0.27187358911357407,0.18124733661481357,0.03654096153302122,1.0
12,2.59375,4.3359375,0.85546875,2,4.05859375,0.61328125,12.0,0.27187358911357407,0.18124733661481357,0.03654096153302122,1.0
13,2.59375,6.4453125,0.29296875,2,4.05859375,0.61328125,13.0,0.27187358911357407,0.18124733661481357,0.03654096153302122,1.0
14,2.59375,6.4453125,0.85546875,2,4.05859375,0.61328125,14.0,0.27187358911357407,0.18124733661481357,0.03654096153302122,1.0
15,2.59375,6.4453125,0.85546875,2,7.08203125,0.61328125,15.0,0.27187358911357407,0.18124733661481357,0.03654096153302122,1.0
16,2.59375,6.4453125,0.85546875,2,4.05859375,0.55078125,16.0,0.27187358911357407,0.18124733661481357,0.03654096153302122,1.0
17,2.40625,4.3359375,0.29296875,2,7.08203125,0.55078125,17.0,0.27187358911357407,0.18124733661481357,0.03654096153302122,1.0
