,fermi_alpha,fermi_b,social_factor,opinion_max_diff,happiness_threshold,Run,Altieri Entropy Index,Leibovici Entropy Index,Network Modularity
65,0.796875,2.7890625,0.17578125,1.671875,0.39453125,0,2.151462590550594,1.728691742185057,0.28076740532520067
42,0.203125,4.3828125,0.50390625,0.484375,0.72265625,0,2.182017533685107,1.7594481491125982,0.11863644386223325
48,0.203125,4.3828125,0.44140625,0.484375,0.33984375,0,2.171834278666966,1.7500293466905399,0.11895577074124022
78,0.140625,2.7890625,0.64453125,1.671875,0.39453125,0,1.4960456091782075,1.2269033133917069,0.14091042447951485
80,0.140625,2.7890625,0.17578125,1.390625,0.39453125,0,2.078689332641014,1.669959615901114,0.21376922010890118
31,0.359375,4.3828125,0.44140625,0.484375,0.72265625,0,2.180832466864524,1.7687241528934574,0.13697517575364448
30,0.203125,1.1015625,0.44140625,0.484375,0.72265625,0,2.165538951776012,1.7459564284079054,0.7759869203329374
86,0.140625,2.7890625,0.17578125,1.671875,0.76171875,0,1.9045054396515604,1.4951034318990202,0.17384540996190706
54,0.359375,1.1015625,0.50390625,2.203125,0.33984375,0,1.4734683351324682,1.155722220070461,0.4900434558897552
21,0.203125,4.3828125,0.44140625,0.484375,0.72265625,0,2.1291730152972317,1.7145799639258066,0.1091350723928035
20,2.359375,4.1015625,0.00390625,0.203125,0.83984375,0,2.193259069146309,1.7796504478804607,0.24616332764595575
68,0.140625,4.3828125,0.17578125,1.671875,0.39453125,0,2.156786332591995,1.7404581047370435,0.08606567006330319
90,0.796875,4.3828125,0.64453125,1.390625,0.76171875,0,2.148671165469684,1.724141548391576,0.10470135480160855
15,2.203125,1.3828125,0.94140625,2.484375,0.83984375,0,1.8848668061496745,1.517917113974096,0.40804625252115306
45,0.203125,4.3828125,0.44140625,2.203125,0.72265625,0,1.3563198457059342,1.0593830287656032,0.10086858471724028
60,0.140625,2.7890625,0.17578125,1.671875,0.39453125,0,2.113035253695261,1.7199485943877215,0.1936296638246937
1,2.203125,1.3828125,0.00390625,2.484375,0.22265625,0,1.594061851976581,1.2471861293603053,0.2330086761723811
3,2.203125,1.3828125,0.94140625,0.203125,0.22265625,0,2.196562269050825,1.7878751210061712,0.5555417196286155
4,2.203125,4.1015625,0.94140625,2.484375,0.22265625,0,1.3863265466077794,1.0702441667394538,0.4330644931640014
97,2.140625,5.7890625,0.67578125,3.671875,0.89453125,0,0.22245334870293795,0.18632666736821102,0.0
41,0.203125,4.3828125,0.50390625,0.484375,0.72265625,1,2.1829853903817065,1.7511287648016043,0.11522760068214612
2,2.203125,1.3828125,0.00390625,2.484375,0.22265625,1,1.8553498825792045,1.3852985298739005,0.3695445464316063
81,0.140625,2.7890625,0.17578125,1.390625,0.39453125,1,2.1456003166001443,1.7624863576394194,0.2455863919760844
74,0.140625,2.7890625,0.64453125,1.671875,0.39453125,1,1.4828322911517053,1.1805928401427253,0.1543876332793756
35,0.203125,1.1015625,0.44140625,0.484375,0.72265625,1,2.1965915229633803,1.7650152409550797,0.8008183348107035
34,0.359375,4.3828125,0.44140625,0.484375,0.72265625,1,2.149403095052249,1.768754270778139,0.12018552818194189
51,0.203125,4.3828125,0.44140625,0.484375,0.33984375,1,2.150207237541776,1.746481680805806,0.10522329815867308
66,0.796875,2.7890625,0.17578125,1.671875,0.39453125,1,2.1774979671003627,1.7717801099429182,0.3233154746739124
22,2.359375,4.1015625,0.00390625,0.203125,0.83984375,1,2.1727635529381413,1.7694064600212405,0.20588226174887425
94,0.796875,4.3828125,0.64453125,1.390625,0.76171875,1,2.1721868034072385,1.7630711600522262,0.12314761667704044
95,2.140625,5.7890625,0.67578125,3.671875,0.89453125,1,0.1947856004071538,0.15865016375070948,0.0
72,0.140625,4.3828125,0.17578125,1.671875,0.39453125,1,2.1615747383157156,1.7072208259775346,0.11126795493071005
25,0.203125,4.3828125,0.44140625,0.484375,0.72265625,1,2.0879984485975047,1.662935091758299,0.11612980630175715
8,2.203125,4.1015625,0.94140625,2.484375,0.22265625,1,1.5388883360866659,1.2623505535969606,0.10932192213812122
16,2.203125,1.3828125,0.94140625,2.484375,0.83984375,1,1.785538454305553,1.3690139449972407,0.43541489291929547
46,0.203125,4.3828125,0.44140625,2.203125,0.72265625,1,0.2391290742442784,0.21954527418067252,0.03877657517030576
85,0.140625,2.7890625,0.17578125,1.671875,0.76171875,1,1.6325936894794153,1.299751626835182,0.1696701027257028
62,0.140625,2.7890625,0.17578125,1.671875,0.39453125,1,2.1022175089895927,1.7102258804932635,0.19448894375066159
56,0.359375,1.1015625,0.50390625,2.203125,0.33984375,1,1.1210980609277907,0.898900751175257,0.5136039960201768
11,2.203125,1.3828125,0.94140625,0.203125,0.22265625,1,2.1535535655726408,1.7513674005763906,0.5534531759268125
47,0.203125,4.3828125,0.44140625,2.203125,0.72265625,2,1.787913198906816,1.4038973134534614,0.1160191735237095
52,0.203125,4.3828125,0.44140625,0.484375,0.33984375,2,2.1741497866646755,1.7693396540552055,0.12819865411449247
71,0.140625,4.3828125,0.17578125,1.671875,0.39453125,2,2.17855168930961,1.761518726213249,0.09188029564831855
59,0.359375,1.1015625,0.50390625,2.203125,0.33984375,2,0.7882258402377074,0.588435260186825,0.5465664999209523
61,0.140625,2.7890625,0.17578125,1.671875,0.39453125,2,1.5032531702885121,1.2384407727323152,0.17558344894656988
67,0.796875,2.7890625,0.17578125,1.671875,0.39453125,2,1.8903975410142573,1.4547848309300568,0.2653532978400262
0,2.203125,1.3828125,0.00390625,2.484375,0.22265625,2,1.7653483767053468,1.3549284383765015,0.31846441367485984
77,0.140625,2.7890625,0.64453125,1.671875,0.39453125,2,1.5808003337773278,1.2737453835274841,0.18356535742541943
96,2.140625,5.7890625,0.67578125,3.671875,0.89453125,2,0.17400825221519167,0.16307423230742513,0.0
10,2.203125,1.3828125,0.94140625,0.203125,0.22265625,2,2.1232583997142043,1.7308575807776043,0.49859276511415374
91,0.796875,4.3828125,0.64453125,1.390625,0.76171875,2,2.1069252493163,1.712823539718182,0.13549294392053252
14,2.203125,4.1015625,0.94140625,2.484375,0.22265625,2,0.27181360131733184,0.22651708496528794,0.0
23,2.359375,4.1015625,0.00390625,0.203125,0.83984375,2,2.161423732686222,1.7442194693315827,0.23251173872270944
24,0.203125,4.3828125,0.44140625,0.484375,0.72265625,2,2.179543498530429,1.7653026346903675,0.1039470525575828
19,2.203125,1.3828125,0.94140625,2.484375,0.83984375,2,1.678349716790262,1.2595103073873328,0.3997001033143453
83,0.140625,2.7890625,0.17578125,1.390625,0.39453125,2,2.1883546806883203,1.7791524620251804,0.26770930304928353
