,fermi_alpha,fermi_b,social_factor,opinion_max_diff,happiness_threshold,Run,Altieri Entropy Index,Leibovici Entropy Index,Network Modularity
48,0.546875,5.4140625,0.11328125,3.421875,0.70703125,0,0.20143885735807984,0.22786839536939732,0.0
72,1.890625,5.4140625,0.11328125,3.421875,0.82421875,0,0.24988115741278405,0.2405229228418987,0.0
22,3.890625,2.4140625,0.58203125,1.421875,0.20703125,0,1.473732311839888,1.188984935927764,0.2871985335874883
65,1.890625,5.4140625,0.11328125,3.640625,0.70703125,0,0.24913987089375206,0.2049077799851263,0.0
20,3.890625,3.2578125,0.61328125,1.421875,0.20703125,0,2.191476072648386,1.7745046761856482,0.3208049632114751
35,3.890625,2.4140625,0.61328125,1.421875,0.32421875,0,2.151194704626155,1.734729502261597,0.4631445112777563
80,1.390625,1.6640625,0.48828125,3.921875,0.58203125,0,0.35922354812608315,0.3079133197140359,0.13002952340180862
82,1.046875,1.6640625,0.48828125,3.921875,0.58203125,0,0.3271810845220968,0.27063990212159356,0.08621062366784812
15,2.546875,2.4140625,0.61328125,1.421875,0.20703125,0,2.1657318943502846,1.756590304923422,0.49793697875372567
61,1.890625,5.4140625,0.08203125,3.421875,0.70703125,0,0.2504046109268068,0.2544800655863539,0.0
30,3.890625,2.4140625,0.61328125,1.640625,0.20703125,0,2.120130431810594,1.721604367862278,0.4461003691800033
68,0.546875,0.2578125,0.08203125,3.640625,0.82421875,0,0.25732207655042305,0.19550098695195037,0.3287763822829965
42,2.546875,3.2578125,0.58203125,1.640625,0.32421875,0,2.0895477248463883,1.6957137006225913,0.2828782408324203
9,3.890625,2.4140625,0.61328125,1.421875,0.20703125,0,2.140883482241584,1.7249328271085582,0.5522141751968177
90,1.390625,1.6640625,0.70703125,3.921875,0.58203125,0,0.2868183854070586,0.24914485090925095,0.02939562712623998
53,1.890625,0.2578125,0.11328125,3.421875,0.70703125,0,0.2052417736364237,0.17853643213845088,0.14245654190113993
93,1.390625,4.0078125,0.48828125,3.921875,0.58203125,0,0.1758473107311828,0.11733395825797603,0.0
3,2.890625,3.9140625,0.36328125,2.421875,0.07421875,0,1.7632981316827672,1.3525586045615512,0.4334706247643152
46,1.890625,5.4140625,0.11328125,3.421875,0.70703125,0,0.31074758618343273,0.27490191193527985,1.1102230246251565e-16
1,3.546875,1.7578125,0.83203125,0.640625,0.07421875,0,1.9949441518420665,1.603347968681077,0.616484774323094
40,2.546875,3.2578125,0.58203125,1.640625,0.32421875,1,1.8084356348403476,1.452197212116002,0.37773461124994245
36,3.890625,2.4140625,0.61328125,1.421875,0.32421875,1,1.9391749775449363,1.5531242949254174,0.47027668644563914
52,0.546875,5.4140625,0.11328125,3.421875,0.70703125,1,0.15031923144657278,0.1561549925265872,0.0
45,1.890625,5.4140625,0.11328125,3.421875,0.70703125,1,0.32775220717837444,0.22064752445631935,1.1102230246251565e-16
32,3.890625,2.4140625,0.61328125,1.640625,0.20703125,1,1.9056764430671373,1.5146503725791363,0.488784739883493
66,1.890625,5.4140625,0.11328125,3.640625,0.70703125,1,0.23147296673874296,0.22660216520419468,0.0
54,1.890625,0.2578125,0.11328125,3.421875,0.70703125,1,0.18006326828515182,0.16599692442627717,0.17704757135522683
60,1.890625,5.4140625,0.08203125,3.421875,0.70703125,1,0.2564998390613903,0.2502064328835694,0.0
0,3.546875,1.7578125,0.83203125,0.640625,0.07421875,1,2.181191612057729,1.7694095447694955,0.5053609017162729
85,1.390625,1.6640625,0.48828125,3.921875,0.58203125,1,0.2362946971031646,0.1543896112532699,0.03445106480922013
26,3.890625,2.4140625,0.58203125,1.421875,0.20703125,1,2.1867455884195817,1.7740568748238794,0.6086023438937557
97,1.390625,4.0078125,0.48828125,3.921875,0.58203125,1,0.16896551203252766,0.19569756803292118,0.0
5,2.890625,3.9140625,0.36328125,2.421875,0.07421875,1,1.9660825090555367,1.6225633749728852,0.2255336378950824
21,3.890625,3.2578125,0.61328125,1.421875,0.20703125,1,1.4992660632563592,1.2062412938087728,0.4501751356724233
77,1.890625,5.4140625,0.11328125,3.421875,0.82421875,1,0.1305808196723972,0.13195623901127954,0.0
17,2.546875,2.4140625,0.61328125,1.421875,0.20703125,1,2.1953188100843706,1.7756504187064266,0.4387978576395105
91,1.390625,1.6640625,0.70703125,3.921875,0.58203125,1,0.22795917361160697,0.23157277260946038,0.079881390185405
71,0.546875,0.2578125,0.08203125,3.640625,0.82421875,1,0.2195152687175116,0.2155874750906497,0.3100213627083553
12,3.890625,2.4140625,0.61328125,1.421875,0.20703125,1,2.17430043666346,1.7786060210367856,0.45684386892931983
86,1.046875,1.6640625,0.48828125,3.921875,0.58203125,1,0.2993985964145782,0.26390074022806415,0.03970099534038423
92,1.390625,1.6640625,0.70703125,3.921875,0.58203125,2,0.1940695340029246,0.2047218233764671,0.029643050790491666
87,1.046875,1.6640625,0.48828125,3.921875,0.58203125,2,0.2694369519106491,0.22789348111303603,0.05317445349090013
67,1.890625,5.4140625,0.11328125,3.640625,0.70703125,2,0.12478638433907414,0.12358544048842361,0.0
83,1.390625,1.6640625,0.48828125,3.921875,0.58203125,2,0.2445420783153219,0.209234120877323,0.059634417315100025
62,1.890625,5.4140625,0.08203125,3.421875,0.70703125,2,0.2612521224253328,0.24463147073473696,0.0
74,1.890625,5.4140625,0.11328125,3.421875,0.82421875,2,0.2400080421899419,0.20357769731618935,0.0
50,0.546875,5.4140625,0.11328125,3.421875,0.70703125,2,0.3158931145793852,0.27250385075977757,0.0
55,1.890625,0.2578125,0.11328125,3.421875,0.70703125,2,0.17180466390439633,0.16748374428381446,0.13709669741890118
73,0.546875,0.2578125,0.08203125,3.640625,0.82421875,2,0.1683131373369881,0.11725362688060807,0.2924445689377598
99,1.390625,4.0078125,0.48828125,3.921875,0.58203125,2,0.13770679698379784,0.10051203024764375,0.0
47,1.890625,5.4140625,0.11328125,3.421875,0.70703125,2,0.29970667580670923,0.2880638792778998,0.0
31,3.890625,2.4140625,0.61328125,1.640625,0.20703125,2,1.752915100540867,1.378417385686121,0.4679788911911358
16,2.546875,2.4140625,0.61328125,1.421875,0.20703125,2,1.7814905058689228,1.43770287768792,0.4826782978331413
37,3.890625,2.4140625,0.61328125,1.421875,0.32421875,2,1.9077450274550656,1.6059595445145223,0.434730464792737
13,3.890625,2.4140625,0.61328125,1.421875,0.20703125,2,2.0806437285873036,1.7080912932460093,0.5066205872619083
24,3.890625,3.2578125,0.61328125,1.421875,0.20703125,2,2.1633550143450497,1.7513271603001321,0.1893165001262545
27,3.890625,2.4140625,0.58203125,1.421875,0.20703125,2,2.197404581547754,1.7793768605523166,0.5570553199295801
4,2.890625,3.9140625,0.36328125,2.421875,0.07421875,2,2.057417961223252,1.6368097476855055,0.27886301931225166
41,2.546875,3.2578125,0.58203125,1.640625,0.32421875,2,1.6435493673085244,1.3013832015637197,0.3698241401705344
2,3.546875,1.7578125,0.83203125,0.640625,0.07421875,2,2.194734576501245,1.7735900570220688,0.5007748374552928
88,1.046875,1.6640625,0.48828125,3.921875,0.58203125,3,0.3744042397230641,0.305336027418734,0.07047368905677166
10,2.890625,3.9140625,0.36328125,2.421875,0.07421875,3,0.3625456880232182,0.3110483149347079,0.0010679573439343337
94,1.390625,4.0078125,0.48828125,3.921875,0.58203125,3,0.32553031672455757,0.23725163256411289,0.0
96,1.390625,1.6640625,0.70703125,3.921875,0.58203125,3,0.2552979782471734,0.26252857340350577,0.04994622066628063
81,1.390625,1.6640625,0.48828125,3.921875,0.58203125,3,0.17464175674935759,0.17238087184416445,0.04320543640070627
18,2.546875,2.4140625,0.61328125,1.421875,0.20703125,3,1.557981249231124,1.2160868159656113,0.2727086679555833
78,1.890625,5.4140625,0.11328125,3.421875,0.82421875,3,0.032501464366846464,0.0373176695386309,0.0
75,0.546875,0.2578125,0.08203125,3.640625,0.82421875,3,0.18584141615036878,0.1562353155067825,0.29255674623166894
7,3.546875,1.7578125,0.83203125,0.640625,0.07421875,3,2.1767321381573597,1.7642628829144096,0.45318050023020373
11,3.890625,2.4140625,0.61328125,1.421875,0.20703125,3,2.13753818621238,1.7425877134746819,0.4890421067327881
23,3.890625,3.2578125,0.61328125,1.421875,0.20703125,3,2.1652473664350644,1.7604627160897328,0.30680623932371964
69,1.890625,5.4140625,0.11328125,3.640625,0.70703125,3,0.11216497682720179,0.08953795053113565,1.1102230246251565e-16
51,1.890625,5.4140625,0.11328125,3.421875,0.70703125,3,0.28946090471943964,0.28612928286022443,0.0
43,2.546875,3.2578125,0.58203125,1.640625,0.32421875,3,1.7613108250657792,1.4407144930382658,0.41277345957870126
56,1.890625,0.2578125,0.11328125,3.421875,0.70703125,3,0.17222622964906223,0.11832236957468958,0.14269008963514712
58,0.546875,5.4140625,0.11328125,3.421875,0.70703125,3,0.17767044361164816,0.16969847390981807,0.0
63,1.890625,5.4140625,0.08203125,3.421875,0.70703125,3,0.25795258542774946,0.22442137897077213,1.1102230246251565e-16
33,3.890625,2.4140625,0.61328125,1.640625,0.20703125,3,1.6609016902430473,1.305369964704754,0.44616165204937974
38,3.890625,2.4140625,0.61328125,1.421875,0.32421875,3,2.169021403392478,1.76841847794016,0.5196693787349882
28,3.890625,2.4140625,0.58203125,1.421875,0.20703125,3,2.1785548533771997,1.7587591695568108,0.46702328638890067
79,1.890625,5.4140625,0.11328125,3.421875,0.82421875,4,0.29136873407585906,0.2134670488401031,0.0
25,3.890625,3.2578125,0.61328125,1.421875,0.20703125,4,1.6627056971563867,1.3645049761583912,0.31852193226738496
44,2.546875,3.2578125,0.58203125,1.640625,0.32421875,4,1.8041866655602656,1.508288755948145,0.3564158806651252
95,1.390625,4.0078125,0.48828125,3.921875,0.58203125,4,0.2201476981464126,0.14794815741344397,0.0
39,3.890625,2.4140625,0.61328125,1.421875,0.32421875,4,2.1844071342945544,1.7718912176942014,0.3892488236489695
6,2.890625,3.9140625,0.36328125,2.421875,0.07421875,4,0.6992271464357358,0.6395951347078155,0.020266795895247186
98,1.390625,1.6640625,0.70703125,3.921875,0.58203125,4,0.2963242687865518,0.2703169693658898,0.08256781060837592
8,3.546875,1.7578125,0.83203125,0.640625,0.07421875,4,2.0890565320927337,1.7054644626948212,0.5941066349580837
19,2.546875,2.4140625,0.61328125,1.421875,0.20703125,4,2.1197807437017024,1.7265865753600793,0.49960290744565505
89,1.046875,1.6640625,0.48828125,3.921875,0.58203125,4,0.33211080998682235,0.2879545189038734,0.03681105821010239
29,3.890625,2.4140625,0.58203125,1.421875,0.20703125,4,1.711187966586953,1.3346565268532167,0.36803752689127933
59,0.546875,5.4140625,0.11328125,3.421875,0.70703125,4,0.19165802333203552,0.15595658385619035,0.0
70,1.890625,5.4140625,0.11328125,3.640625,0.70703125,4,0.313238870415569,0.2822206765704632,0.0
84,1.390625,1.6640625,0.48828125,3.921875,0.58203125,4,0.3911181537811149,0.3431280085385367,0.059257884660857574
14,3.890625,2.4140625,0.61328125,1.421875,0.20703125,4,2.135526080953087,1.7216182936073912,0.5642793788506473
