,fermi_alpha,fermi_b,social_factor,connections_per_step,opinion_max_diff,happiness_threshold,Run,Altieri Entropy Index,Leibovici Entropy Index,Network Modularity
24,6.78125,0.2734375,0.23828125,3,7.57421875,0.51171875,1,0.48975096652414873,0.4015549734217212,0.07713074125601245
7,9.34375,0.2734375,0.23828125,3,3.98828125,0.51171875,1,0.537620055179086,0.4007227911284018,0.06281254103818747
94,2.53125,4.8828125,0.33203125,4,2.58203125,0.79296875,1,0.37902949278687526,0.31532757325182265,0.0
21,6.78125,0.2734375,0.23828125,4,3.98828125,0.51171875,1,0.3857831871364687,0.2861294468593604,0.059113179546657575
17,6.78125,4.5703125,0.23828125,3,3.98828125,0.51171875,1,0.1350070699625604,0.1257753529032977,0.009781760999447026
11,6.78125,0.2734375,0.53515625,3,3.98828125,0.51171875,1,0.23468716427787284,0.1727533587878242,0.10064087353899231
91,2.53125,0.5859375,0.12890625,4,2.58203125,0.79296875,1,0.18488430028148456,0.1237867204313639,0.04574463216203817
70,2.78125,5.2734375,0.73828125,1,8.48828125,0.26171875,1,0.18912704211332457,0.1418852814668045,0.05723368466293492
53,2.78125,9.5703125,0.73828125,1,8.48828125,0.01171875,2,0.12847051488765976,0.1448550701991561,0.05796440040063111
72,2.78125,5.2734375,0.73828125,1,8.48828125,0.26171875,2,0.10190692986505967,0.11140463012738924,0.0554497426427907
63,2.78125,5.2734375,0.73828125,1,3.07421875,0.01171875,2,0.29926422103833794,0.20601148362961416,0.055429516078749456
56,2.78125,5.2734375,0.03515625,1,8.48828125,0.01171875,2,0.20811586595728288,0.16184372745253964,0.05980156060910176
46,5.34375,5.2734375,0.73828125,1,8.48828125,0.01171875,2,0.13014705533612192,0.10633532711547278,0.05805028644045491
0,6.78125,0.2734375,0.23828125,3,3.98828125,0.51171875,2,0.6849582286967241,0.5529513348025823,0.08245439265027536
32,6.78125,0.2734375,0.23828125,3,3.98828125,0.76171875,2,0.5541130937707831,0.38953433736020643,0.07426057230332975
40,9.34375,4.5703125,0.53515625,4,7.57421875,0.76171875,2,0.16655171610763614,0.12240438223028288,0.0
97,2.53125,4.8828125,0.33203125,4,2.58203125,0.79296875,2,0.29067085175028046,0.24204093628460738,0.0
4,9.34375,0.2734375,0.23828125,3,3.98828125,0.51171875,2,0.37170165031586744,0.2500249331422731,0.061745156089308584
92,2.53125,0.5859375,0.12890625,4,2.58203125,0.79296875,2,0.2564497272653901,0.20364338019360562,0.053737567154611685
13,6.78125,0.2734375,0.53515625,3,3.98828125,0.51171875,2,0.292223739969328,0.19833460360573765,0.08206917696169662
14,6.78125,4.5703125,0.23828125,3,3.98828125,0.51171875,2,0.10121408671427093,0.11063623315106867,0.006440468199486543
77,5.34375,9.5703125,0.03515625,2,3.07421875,0.26171875,2,0.656894018617799,0.4974534020718952,0.025512828212566264
22,6.78125,0.2734375,0.23828125,4,3.98828125,0.51171875,2,0.6117977134699895,0.46470517551493973,0.06037574008787137
65,2.78125,5.2734375,0.73828125,2,8.48828125,0.01171875,2,0.12920667028767563,0.09325994577961132,0.027030478683805974
27,6.78125,0.2734375,0.23828125,3,7.57421875,0.51171875,2,0.4631927551729661,0.34945016356133474,0.06888104003516465
36,2.78125,5.2734375,0.73828125,1,8.48828125,0.01171875,2,0.09898624920297283,0.0935297307853751,0.05572637356608384
79,2.53125,0.5859375,0.33203125,4,2.58203125,0.79296875,2,0.3719978624757973,0.2686722578457556,0.06094474281751901
86,3.59375,0.5859375,0.33203125,4,2.58203125,0.79296875,2,0.23582402786814374,0.14354193785329278,0.04445534109119742
83,2.53125,0.5859375,0.33203125,4,2.58203125,0.79296875,3,0.31148082191368903,0.24439026707197448,0.05097344048033357
81,5.34375,9.5703125,0.03515625,2,3.07421875,0.26171875,3,0.7539573869997788,0.6404413208745912,0.024926128955307793
68,2.78125,5.2734375,0.73828125,1,3.07421875,0.01171875,3,0.18423349029731229,0.16992450404356232,0.056612700719900405
95,2.53125,0.5859375,0.12890625,4,2.58203125,0.79296875,3,0.28463494976681447,0.20346015339023088,0.06353974722419654
74,2.78125,5.2734375,0.73828125,1,8.48828125,0.26171875,3,0.15025954669812025,0.12628879236658047,0.058209264161843306
88,3.59375,0.5859375,0.33203125,4,2.58203125,0.79296875,3,0.3275591329115382,0.25581107809258374,0.055715021284778794
49,5.34375,5.2734375,0.73828125,1,8.48828125,0.01171875,3,0.1091858247088134,0.104990753248393,0.05752036989375773
29,6.78125,0.2734375,0.23828125,3,7.57421875,0.51171875,3,0.2933737919311726,0.17997585624349358,0.06567760471120351
66,2.78125,5.2734375,0.73828125,2,8.48828125,0.01171875,3,0.15429176466778924,0.1427893993175416,0.027096806866124343
33,6.78125,0.2734375,0.23828125,3,3.98828125,0.76171875,3,0.49798779023277745,0.3866502800277385,0.06547134784874897
39,9.34375,4.5703125,0.53515625,4,7.57421875,0.76171875,3,0.21650833544654038,0.11156032970368474,0.0
43,2.78125,5.2734375,0.73828125,1,8.48828125,0.01171875,3,0.19879433123124113,0.19085700918057608,0.056012716596633316
19,6.78125,4.5703125,0.23828125,3,3.98828125,0.51171875,3,0.2073845850204157,0.1692271912301559,0.012395236111028246
10,9.34375,0.2734375,0.23828125,3,3.98828125,0.51171875,3,0.15277302675973525,0.09034016030188238,0.056402175400236204
12,6.78125,0.2734375,0.53515625,3,3.98828125,0.51171875,3,0.30305493890421037,0.1787246692602655,0.07153375320824182
51,2.78125,9.5703125,0.73828125,1,8.48828125,0.01171875,3,0.08084138369041666,0.07553599887304804,0.05315913527743942
2,6.78125,0.2734375,0.23828125,3,3.98828125,0.51171875,3,0.5234533925909384,0.3118601107701671,0.0751276023178171
59,2.78125,5.2734375,0.03515625,1,8.48828125,0.01171875,3,0.09771428197188231,0.10084236776321615,0.054412258061195415
98,2.53125,4.8828125,0.33203125,4,2.58203125,0.79296875,3,0.49124104689629755,0.3961488524271575,0.0
23,6.78125,0.2734375,0.23828125,4,3.98828125,0.51171875,3,0.6274181207227816,0.40856520740073915,0.06489618072280995
8,9.34375,0.2734375,0.23828125,3,3.98828125,0.51171875,4,0.6754557576836129,0.36963873206552306,0.06332912542866143
5,6.78125,0.2734375,0.23828125,3,3.98828125,0.51171875,4,0.624129741895843,0.4643133875253096,0.07999980387008096
15,6.78125,4.5703125,0.23828125,3,3.98828125,0.51171875,4,0.30552624780682675,0.22482062982894413,0.010722691075153307
96,2.53125,0.5859375,0.12890625,4,2.58203125,0.79296875,4,0.22369603519447534,0.16680607647004367,0.05110484906281945
18,6.78125,0.2734375,0.53515625,3,3.98828125,0.51171875,4,0.20558229924270324,0.14897185347429237,0.0820005129384078
89,3.59375,0.5859375,0.33203125,4,2.58203125,0.79296875,4,0.28677680194444727,0.2458114459365651,0.04126955333337134
67,2.78125,5.2734375,0.73828125,2,8.48828125,0.01171875,4,0.15269714098324916,0.12388792575497545,0.02662404617395218
28,6.78125,0.2734375,0.23828125,3,7.57421875,0.51171875,4,0.5475295786106639,0.45741999574900616,0.08586500397185225
84,2.53125,0.5859375,0.33203125,4,2.58203125,0.79296875,4,0.32965232441363496,0.31980498239209154,0.05152150395011302
82,5.34375,9.5703125,0.03515625,2,3.07421875,0.26171875,4,1.0170115998758316,0.9072556844290697,0.025686349095374365
34,6.78125,0.2734375,0.23828125,3,3.98828125,0.76171875,4,0.5894494092055073,0.45140471170816754,0.07540808641351235
42,2.78125,5.2734375,0.73828125,1,8.48828125,0.01171875,4,0.05579798060312364,0.032483786176930395,0.055817216088992865
45,9.34375,4.5703125,0.53515625,4,7.57421875,0.76171875,4,0.10815898949489337,0.09563421577282599,0.0
48,5.34375,5.2734375,0.73828125,1,8.48828125,0.01171875,4,0.21866368378206122,0.1650727765073773,0.05465633784726154
73,2.78125,5.2734375,0.73828125,1,8.48828125,0.26171875,4,0.1715935672315741,0.17903754844358444,0.056377652045655875
55,2.78125,9.5703125,0.73828125,1,8.48828125,0.01171875,4,0.22919675340618795,0.17431460342981595,0.0567070385483837
58,2.78125,5.2734375,0.03515625,1,8.48828125,0.01171875,4,0.18021723594393682,0.12319099791385615,0.055063728599777324
69,2.78125,5.2734375,0.73828125,1,3.07421875,0.01171875,4,0.1766581711457251,0.13333308481732623,0.05820102638745931
26,6.78125,0.2734375,0.23828125,4,3.98828125,0.51171875,4,0.4991221808260421,0.2991621988264124,0.06419911788989444
99,2.53125,4.8828125,0.33203125,4,2.58203125,0.79296875,4,0.37338605346958104,0.32788605308121627,0.0
