,fermi_alpha,fermi_b,social_factor,connections_perstep,opinion_max_diff,happiness_threshold,Run,Replicates,Network Modularity,Leibovici Entropy Index,Altieri Entropy Index
0,7.84375,0.5078125,0.82421875,3,1.52734375,0.70703125,0.0,1.3335612027423935,1.072547340384617,0.7088064652466561,0.0
1,7.84375,0.5078125,0.82421875,1,5.67578125,0.70703125,1.0,1.4015249969910029,1.097775660764987,0.42005662499407076,0.0
2,7.84375,0.5078125,0.82421875,1,1.52734375,0.45703125,2.0,1.346279830052131,1.0772712139106257,0.36968169255363786,0.0
3,5.65625,7.7734375,0.26171875,3,5.67578125,0.45703125,3.0,1.346279830052131,1.0772712139106257,0.36968169255363786,0.0
4,3.84375,5.5078125,0.32421875,3,6.02734375,0.20703125,4.0,1.346279830052131,1.0772712139106257,0.36968169255363786,0.0
5,9.65625,5.5078125,0.32421875,3,6.02734375,0.20703125,5.0,0.19729592463079823,0.15369986212615547,0.007650878314127474,0.0
6,3.84375,2.7734375,0.32421875,3,6.02734375,0.20703125,6.0,0.19729592463079823,0.15369986212615547,0.007650878314127474,0.0
7,3.84375,5.5078125,0.76171875,3,6.02734375,0.20703125,7.0,0.19729592463079823,0.15369986212615547,0.007650878314127474,0.0
8,3.84375,5.5078125,0.32421875,1,6.02734375,0.20703125,8.0,0.19729592463079823,0.15369986212615547,0.007650878314127474,0.0
9,3.84375,5.5078125,0.32421875,3,1.17578125,0.20703125,9.0,0.19729592463079823,0.15369986212615547,0.007650878314127474,0.0
10,7.84375,0.5078125,0.82421875,3,1.52734375,0.70703125,10.0,0.19729592463079823,0.15369986212615547,0.007650878314127474,1.0
11,7.84375,0.5078125,0.82421875,1,5.67578125,0.70703125,11.0,0.19729592463079823,0.15369986212615547,0.007650878314127474,1.0
12,7.84375,0.5078125,0.82421875,1,1.52734375,0.45703125,12.0,0.19729592463079823,0.15369986212615547,0.007650878314127474,1.0
13,5.65625,7.7734375,0.26171875,3,5.67578125,0.45703125,13.0,0.19729592463079823,0.15369986212615547,0.007650878314127474,1.0
14,3.84375,5.5078125,0.32421875,3,6.02734375,0.20703125,14.0,0.19729592463079823,0.15369986212615547,0.007650878314127474,1.0
15,9.65625,5.5078125,0.32421875,3,6.02734375,0.20703125,15.0,0.18331678733935405,0.11200109630928361,0.0032221976186627144,1.0
16,3.84375,2.7734375,0.32421875,3,6.02734375,0.20703125,16.0,0.19729592463079823,0.15369986212615547,0.007650878314127474,1.0
17,3.84375,5.5078125,0.76171875,3,6.02734375,0.20703125,17.0,0.19729592463079823,0.15369986212615547,0.007650878314127474,1.0
18,3.84375,5.5078125,0.32421875,1,6.02734375,0.20703125,18.0,0.18331678733935405,0.11200109630928361,0.0032221976186627144,1.0
19,3.84375,5.5078125,0.32421875,3,1.17578125,0.20703125,19.0,0.18331678733935405,0.11200109630928361,0.0032221976186627144,1.0
20,7.84375,0.5078125,0.82421875,3,1.52734375,0.70703125,20.0,0.19729592463079823,0.15369986212615547,0.007650878314127474,2.0
21,7.84375,0.5078125,0.82421875,1,5.67578125,0.70703125,21.0,0.19729592463079823,0.15369986212615547,0.007650878314127474,2.0
22,7.84375,0.5078125,0.82421875,1,1.52734375,0.45703125,22.0,0.19729592463079823,0.15369986212615547,0.007650878314127474,2.0
23,5.65625,7.7734375,0.26171875,3,5.67578125,0.45703125,23.0,0.18331678733935405,0.11200109630928361,0.0032221976186627144,2.0
24,3.84375,5.5078125,0.32421875,3,6.02734375,0.20703125,24.0,0.18331678733935405,0.11200109630928361,0.0032221976186627144,2.0
25,9.65625,5.5078125,0.32421875,3,6.02734375,0.20703125,25.0,0.20583683441565995,0.11368489702726975,0.0052675372905873485,2.0
26,3.84375,2.7734375,0.32421875,3,6.02734375,0.20703125,26.0,0.20583683441565995,0.11368489702726975,0.0052675372905873485,2.0
27,3.84375,5.5078125,0.76171875,3,6.02734375,0.20703125,27.0,0.20583683441565995,0.11368489702726975,0.0052675372905873485,2.0
28,3.84375,5.5078125,0.32421875,1,6.02734375,0.20703125,28.0,0.20583683441565995,0.11368489702726975,0.0052675372905873485,2.0
29,3.84375,5.5078125,0.32421875,3,1.17578125,0.20703125,29.0,0.20583683441565995,0.11368489702726975,0.0052675372905873485,2.0
30,7.84375,0.5078125,0.82421875,3,1.52734375,0.70703125,30.0,0.18331678733935405,0.11200109630928361,0.0032221976186627144,3.0
31,7.84375,0.5078125,0.82421875,1,5.67578125,0.70703125,31.0,0.18331678733935405,0.11200109630928361,0.0032221976186627144,3.0
32,7.84375,0.5078125,0.82421875,1,1.52734375,0.45703125,32.0,0.19729592463079823,0.15369986212615547,0.007650878314127474,3.0
33,5.65625,7.7734375,0.26171875,3,5.67578125,0.45703125,33.0,0.20583683441565995,0.11368489702726975,0.0052675372905873485,3.0
34,3.84375,5.5078125,0.32421875,3,6.02734375,0.20703125,34.0,0.20583683441565995,0.11368489702726975,0.0052675372905873485,3.0
35,9.65625,5.5078125,0.32421875,3,6.02734375,0.20703125,35.0,0.2439071434301929,0.15273742156045647,0.006215677918838564,3.0
36,3.84375,2.7734375,0.32421875,3,6.02734375,0.20703125,36.0,0.19729592463079823,0.15369986212615547,0.007650878314127474,3.0
37,3.84375,5.5078125,0.76171875,3,6.02734375,0.20703125,37.0,0.20583683441565995,0.11368489702726975,0.0052675372905873485,3.0
38,3.84375,5.5078125,0.32421875,1,6.02734375,0.20703125,38.0,0.19729592463079823,0.15369986212615547,0.007650878314127474,3.0
39,3.84375,5.5078125,0.32421875,3,1.17578125,0.20703125,39.0,0.18331678733935405,0.11200109630928361,0.0032221976186627144,3.0
40,7.84375,0.5078125,0.82421875,3,1.52734375,0.70703125,40.0,0.20583683441565995,0.11368489702726975,0.0052675372905873485,4.0
41,7.84375,0.5078125,0.82421875,1,5.67578125,0.70703125,41.0,0.20583683441565995,0.11368489702726975,0.0052675372905873485,4.0
42,7.84375,0.5078125,0.82421875,1,1.52734375,0.45703125,42.0,0.20583683441565995,0.11368489702726975,0.0052675372905873485,4.0
43,5.65625,7.7734375,0.26171875,3,5.67578125,0.45703125,43.0,0.20583683441565995,0.11368489702726975,0.0052675372905873485,4.0
44,3.84375,5.5078125,0.32421875,3,6.02734375,0.20703125,44.0,0.19729592463079823,0.15369986212615547,0.007650878314127474,4.0
45,9.65625,5.5078125,0.32421875,3,6.02734375,0.20703125,45.0,0.23730074907471826,0.21169503835957865,0.004324351075179811,4.0
46,3.84375,2.7734375,0.32421875,3,6.02734375,0.20703125,46.0,0.2439071434301929,0.15273742156045647,0.006215677918838564,4.0
47,3.84375,5.5078125,0.76171875,3,6.02734375,0.20703125,47.0,0.2439071434301929,0.15273742156045647,0.006215677918838564,4.0
48,3.84375,5.5078125,0.32421875,1,6.02734375,0.20703125,48.0,0.18331678733935405,0.11200109630928361,0.0032221976186627144,4.0
49,3.84375,5.5078125,0.32421875,3,1.17578125,0.20703125,49.0,0.18331678733935405,0.11200109630928361,0.0032221976186627144,4.0
