,fermi_alpha,fermi_b,social_factor,opinion_max_diff,happiness_threshold,Run,Altieri Entropy Index,Leibovici Entropy Index,Network Modularity
44,1.234375,4.8984375,0.24609375,1.953125,0.61328125,0,2.0563615867417893,1.6340397068578405,0.030701236053464115
47,0.015625,4.8984375,0.82421875,2.609375,0.61328125,0,0.11339181420450417,0.08648405306760135,0.174813742553152
40,1.234375,4.8984375,0.24609375,2.609375,0.51171875,0,0.40561704567656354,0.39427144834381855,0.0013235188090779115
35,1.234375,4.8984375,0.82421875,1.953125,0.51171875,0,1.5338970754850385,1.2622685557256603,0.0237192411663342
56,1.734375,2.6484375,0.37109375,1.453125,0.63671875,0,2.0697824993642704,1.660383616236873,0.42218701242167644
60,1.515625,2.6484375,0.37109375,1.453125,0.63671875,0,2.0237043857542965,1.6189827144278457,0.4002228258007078
31,1.234375,4.8984375,0.24609375,1.953125,0.51171875,0,2.0972498442562024,1.6734706295576223,0.08108232638132015
65,1.734375,2.6484375,0.44921875,1.453125,0.63671875,0,2.0575197124566236,1.6641582026267108,0.37478480953643845
25,0.015625,4.8984375,0.24609375,1.953125,0.51171875,0,0.6370828810118789,0.5389325028700459,0.19827989953583433
72,1.734375,2.6484375,0.37109375,1.453125,0.48828125,0,2.1929253759921123,1.7840199357135673,0.45531084724642185
16,2.015625,1.8984375,0.32421875,0.609375,0.11328125,0,2.166019295369679,1.7623208185677406,0.5116139359818764
15,3.234375,1.8984375,0.74609375,3.953125,0.11328125,0,0.16398865119194186,0.11925942132262579,0.0
70,1.734375,2.6484375,0.37109375,0.109375,0.63671875,0,1.002063907987331,0.8424954844397305,0.08139926121297128
87,3.734375,5.6484375,0.87109375,3.453125,0.13671875,0,0.07875349937831762,0.08537029470114725,0.0
4,3.234375,1.8984375,0.32421875,3.953125,0.01171875,0,0.3965215613363147,0.27624539682430715,0.01196744577596412
10,3.234375,1.8984375,0.74609375,0.609375,0.01171875,0,2.1599911002733507,1.7373288958277726,0.6086218425187107
1,3.234375,1.8984375,0.74609375,3.953125,0.01171875,0,0.3652340464167929,0.30605823504170304,0.029528837995426466
80,1.515625,2.6484375,0.44921875,0.109375,0.48828125,0,1.2358444233688552,1.0353079620151733,0.128579622868348
45,1.234375,4.8984375,0.24609375,2.609375,0.51171875,1,0.3356144837456614,0.30553058315107,1.1102230246251565e-16
50,1.234375,4.8984375,0.24609375,1.953125,0.61328125,1,0.9045387189338068,0.774945960301326,0.0029678491388880346
6,3.234375,1.8984375,0.74609375,3.953125,0.01171875,1,0.35562769823128976,0.29082147542395764,0.004945334627481673
61,1.515625,2.6484375,0.37109375,1.453125,0.63671875,1,1.9093050593173595,1.5151096759825704,0.38640895473219733
29,1.234375,4.8984375,0.24609375,1.953125,0.51171875,1,1.471567883276147,1.1457774890670722,0.012289287553941569
27,0.015625,4.8984375,0.24609375,1.953125,0.51171875,1,1.8619770560161852,1.4511998210303243,0.23512606003564876
85,3.734375,5.6484375,0.87109375,3.453125,0.13671875,1,0.2591319842343078,0.19451991528187185,0.0
8,3.234375,1.8984375,0.74609375,0.609375,0.01171875,1,2.1920223101076877,1.7764960243512415,0.5619766933050551
66,1.734375,2.6484375,0.44921875,1.453125,0.63671875,1,2.191472550174222,1.7848857134650544,0.3561126268951309
2,3.234375,1.8984375,0.32421875,3.953125,0.01171875,1,0.2933888711812207,0.2763349419188783,0.010892008714633333
46,0.015625,4.8984375,0.82421875,2.609375,0.61328125,1,0.03374394530899223,0.04238715337078557,0.17753079805535021
71,1.734375,2.6484375,0.37109375,0.109375,0.63671875,1,1.366348211014527,1.1184762406944682,0.11000566770629455
18,3.234375,1.8984375,0.74609375,3.953125,0.11328125,1,0.26041089929106637,0.21589021015834495,0.031582078364525895
17,2.015625,1.8984375,0.32421875,0.609375,0.11328125,1,2.171805447613531,1.7687826690211785,0.4524102790843254
81,1.515625,2.6484375,0.44921875,0.109375,0.48828125,1,1.301425775235185,1.0470065064098186,0.13285604357698422
74,1.734375,2.6484375,0.37109375,1.453125,0.48828125,1,2.0655565897296015,1.704100758971497,0.17796348261115516
55,1.734375,2.6484375,0.37109375,1.453125,0.63671875,1,2.180766183987254,1.7692025575460122,0.38563584344685015
37,1.234375,4.8984375,0.82421875,1.953125,0.51171875,1,1.600220578370881,1.2590241984971868,0.0
48,0.015625,4.8984375,0.82421875,2.609375,0.61328125,2,0.3445003098578607,0.3156486775043772,0.17753083359986158
51,1.234375,4.8984375,0.24609375,1.953125,0.61328125,2,2.1136867738016,1.6342100330894032,0.08164744645087155
77,1.734375,2.6484375,0.37109375,0.109375,0.63671875,2,1.2306449028897701,1.0370797949334194,0.12794864621845328
86,3.734375,5.6484375,0.87109375,3.453125,0.13671875,2,0.1061221697427449,0.08718900814567274,0.0
67,1.734375,2.6484375,0.44921875,1.453125,0.63671875,2,2.128358329965397,1.7314058559400678,0.36222417419953346
