,fermi_alpha,fermi_b,social_factor,connections_per_step,opinion_max_diff,happiness_threshold,Run,Altieri Entropy Index,Leibovici Entropy Index,Network Modularity
0,5.78125,9.0234375,0.11328125,4,8.69921875,0.13671875,2,0.27317813729583734,0.20718607781147225,0.0
65,8.78125,2.0703125,0.98828125,2,1.73828125,0.76171875,2,1.5853452450124637,1.2865069068848396,0.4993473986826346
70,8.78125,7.7734375,0.78515625,2,1.73828125,0.76171875,2,1.3134337310900537,1.0644490317427902,0.025530124393816973
77,8.78125,7.7734375,0.98828125,3,1.73828125,0.76171875,2,1.6096430551164764,1.2694295838646437,0.007534651417218374
80,8.78125,7.7734375,0.98828125,2,9.82421875,0.76171875,2,0.1321916721766527,0.09586243791041742,0.02806380791203622
86,8.78125,7.7734375,0.98828125,2,1.73828125,0.51171875,2,1.5576444777888785,1.2598141577985014,0.02677404116228245
92,3.34375,2.0703125,0.78515625,3,9.82421875,0.51171875,2,0.3454471625630279,0.2690219309473183,0.0357378722454994
61,3.34375,7.7734375,0.98828125,2,1.73828125,0.76171875,2,1.579576328088301,1.2780814273944985,0.026219597814695073
48,7.34375,7.0703125,0.28515625,1,5.32421875,0.01171875,2,0.1047047188314244,0.10408514209893369,0.05399044933215133
47,4.78125,2.7734375,0.48828125,4,6.23828125,0.01171875,2,0.10479287617098502,0.08921436361552885,0.00018976664417179616
5,5.78125,9.0234375,0.11328125,4,7.36328125,0.13671875,2,0.21729295992111888,0.21902692911737973,0.0
22,7.34375,2.7734375,0.48828125,4,6.23828125,0.26171875,2,0.19273707840796017,0.1724142003672394,0.0017674808154959226
12,2.34375,0.8203125,0.91015625,4,8.69921875,0.13671875,2,0.5463554520427437,0.4056365252537277,0.08416632314353352
42,4.78125,2.7734375,0.48828125,4,5.32421875,0.26171875,2,0.1322701373242202,0.12887228115915084,0.00022414442422281173
36,4.78125,2.7734375,0.48828125,1,6.23828125,0.26171875,2,0.1264001907242031,0.14175649405933316,0.059571771149449684
27,4.78125,7.0703125,0.48828125,4,6.23828125,0.26171875,2,0.2557027574753098,0.19860283558027592,0.0
16,4.78125,2.7734375,0.48828125,4,6.23828125,0.26171875,2,0.3386834479097923,0.23229979663512665,0.004009288877241918
37,4.78125,2.7734375,0.28515625,4,6.23828125,0.26171875,2,0.21927605364240627,0.1504868621172777,0.0025514239975238384
45,4.78125,2.7734375,0.48828125,4,5.32421875,0.26171875,3,0.21495833334409925,0.2291516025826403,0.0
93,3.34375,2.0703125,0.78515625,3,9.82421875,0.51171875,3,0.24947392683943295,0.24147149954038288,0.061531258201247385
72,8.78125,7.7734375,0.78515625,2,1.73828125,0.76171875,3,1.5726437718901836,1.2534418517683932,0.025968808410022193
19,4.78125,2.7734375,0.48828125,4,6.23828125,0.26171875,3,0.31772477238624464,0.28341594200639786,0.003340135202119787
13,2.34375,0.8203125,0.91015625,4,8.69921875,0.13671875,3,0.7430058531869919,0.50470571178258,0.052024905106790593
84,8.78125,7.7734375,0.98828125,2,9.82421875,0.76171875,3,0.11263365693322622,0.10892809547569182,0.027571696763108083
10,5.78125,9.0234375,0.11328125,4,8.69921875,0.13671875,3,0.2037411607934415,0.14869451252319169,0.0
88,8.78125,7.7734375,0.98828125,2,1.73828125,0.51171875,3,1.620068645412515,1.318188109315902,0.025507240195643682
1,5.78125,9.0234375,0.11328125,4,7.36328125,0.13671875,3,0.1285427424308361,0.09434631200964888,0.0
81,8.78125,7.7734375,0.98828125,3,1.73828125,0.76171875,3,1.545038818156139,1.2532186169346062,0.0073901547858148675
68,8.78125,2.0703125,0.98828125,2,1.73828125,0.76171875,3,1.643267935306333,1.3108730073379875,0.4981331013446188
24,7.34375,2.7734375,0.48828125,4,6.23828125,0.26171875,3,0.3972029618543824,0.31360917251279474,0.006376973913553019
66,3.34375,7.7734375,0.98828125,2,1.73828125,0.76171875,3,1.6550630907820276,1.2935486109838734,0.02758414635164719
29,4.78125,7.0703125,0.48828125,4,6.23828125,0.26171875,3,0.271187026785344,0.2268571061191821,0.0
51,7.34375,7.0703125,0.28515625,1,5.32421875,0.01171875,3,0.2140439267751819,0.16775067201318763,0.0576084209034278
33,4.78125,2.7734375,0.28515625,4,6.23828125,0.26171875,3,0.16410635515361002,0.16115790705537253,0.0035732686027571126
34,4.78125,2.7734375,0.48828125,1,6.23828125,0.26171875,3,0.13061093601274879,0.14821604455311865,0.06238556441934633
53,4.78125,2.7734375,0.48828125,4,6.23828125,0.01171875,3,0.36744646377760526,0.32110736578253496,0.005534115615268342
58,8.78125,7.7734375,0.98828125,2,1.73828125,0.76171875,3,1.607557815526612,1.2653663435428206,0.026581531398055663
69,8.78125,2.0703125,0.98828125,2,1.73828125,0.76171875,4,1.4873320725695065,1.1952177577944725,0.2696972509326112
43,4.78125,2.7734375,0.48828125,4,5.32421875,0.26171875,4,0.17654119668418608,0.12581327487711924,0.001000716053534606
2,5.78125,9.0234375,0.11328125,4,7.36328125,0.13671875,4,0.18875658484894983,0.15623323346432128,1.1102230246251565e-16
89,8.78125,7.7734375,0.98828125,2,1.73828125,0.51171875,4,1.5698899112326843,1.2434438826468364,0.026901701620690763
52,7.34375,7.0703125,0.28515625,1,5.32421875,0.01171875,4,0.2364039187671739,0.19514637139872423,0.05665248908694828
11,5.78125,9.0234375,0.11328125,4,8.69921875,0.13671875,4,0.18523200591939087,0.15132801580345331,0.0
54,4.78125,2.7734375,0.48828125,4,6.23828125,0.01171875,4,0.06827266523666865,0.08149547964999988,0.0005768949975990464
39,4.78125,2.7734375,0.48828125,1,6.23828125,0.26171875,4,0.3786123996708926,0.2994569446473253,0.06753023280405693
38,4.78125,2.7734375,0.28515625,4,6.23828125,0.26171875,4,0.342049867087492,0.28917619721324145,0.007564967946893014
82,8.78125,7.7734375,0.98828125,3,1.73828125,0.76171875,4,1.5768810522977441,1.206311975030344,0.009435392726846431
67,3.34375,7.7734375,0.98828125,2,1.73828125,0.76171875,4,1.5570392996369917,1.2198766511430759,0.026620923021942078
14,2.34375,0.8203125,0.91015625,4,8.69921875,0.13671875,4,0.6045102306161287,0.5071086815922614,0.05243357732676756
59,8.78125,7.7734375,0.98828125,2,1.73828125,0.76171875,4,1.5114892434797451,1.1861567461615836,0.026538293195374707
20,4.78125,2.7734375,0.48828125,4,6.23828125,0.26171875,4,0.14877566548872584,0.16348792044969357,0.0006551457290856488
74,8.78125,7.7734375,0.78515625,2,1.73828125,0.76171875,4,1.648065468910869,1.3344475976017356,0.02488628598157102
23,7.34375,2.7734375,0.48828125,4,6.23828125,0.26171875,4,0.14992342459002583,0.14766986558245376,0.0027773119416874027
30,4.78125,7.0703125,0.48828125,4,6.23828125,0.26171875,4,0.14305463980622696,0.13340850824776626,0.0
83,8.78125,7.7734375,0.98828125,2,9.82421875,0.76171875,4,0.0668070884557538,0.06915934369618207,0.025956395015002867
94,3.34375,2.0703125,0.78515625,3,9.82421875,0.51171875,4,0.2695355701922475,0.169892218565795,0.06503453031735248
