,fermi_alpha,fermi_b,social_factor,connections_perstep,opinion_max_diff,happiness_threshold,Run,Replicates,Network Modularity,Leibovici Entropy Index,Altieri Entropy Index
0,3.90625,9.1796875,0.50390625,1,2.44140625,0.27734375,0.0,0.27390572415614917,0.25601161329852107,0.054166584463231617,0.0
1,3.90625,9.1796875,0.50390625,2,9.68359375,0.27734375,1.0,0.1693070433776207,0.1257936034269329,0.025660058066098133,0.0
2,3.90625,9.1796875,0.50390625,2,2.44140625,0.80859375,2.0,0.26361128116590743,0.20837007133070304,0.025931174192402748,0.0
3,4.96875,4.4140625,0.48828125,1,9.68359375,0.80859375,3.0,0.312109207321768,0.27637863730184986,0.0583992129772508,0.0
4,3.40625,1.0546875,0.06640625,1,6.37890625,0.46484375,4.0,0.312109207321768,0.27637863730184986,0.0583992129772508,0.0
5,6.46875,1.0546875,0.06640625,1,6.37890625,0.46484375,5.0,0.15405610932506825,0.12758437550545934,0.08200397931722375,0.0
6,3.40625,1.2890625,0.06640625,1,6.37890625,0.46484375,6.0,0.15405610932506825,0.12758437550545934,0.08200397931722375,0.0
7,3.40625,1.0546875,0.17578125,1,6.37890625,0.46484375,7.0,0.15405610932506825,0.12758437550545934,0.08200397931722375,0.0
8,3.40625,1.0546875,0.06640625,3,6.37890625,0.46484375,8.0,0.15405610932506825,0.12758437550545934,0.08200397931722375,0.0
9,3.40625,1.0546875,0.06640625,1,9.12109375,0.46484375,9.0,0.15405610932506825,0.12758437550545934,0.08200397931722375,0.0
10,3.90625,9.1796875,0.50390625,1,2.44140625,0.27734375,10.0,0.15405610932506825,0.12758437550545934,0.08200397931722375,1.0
11,3.90625,9.1796875,0.50390625,2,9.68359375,0.27734375,11.0,0.15405610932506825,0.12758437550545934,0.08200397931722375,1.0
12,3.90625,9.1796875,0.50390625,2,2.44140625,0.80859375,12.0,0.15405610932506825,0.12758437550545934,0.08200397931722375,1.0
13,4.96875,4.4140625,0.48828125,1,9.68359375,0.80859375,13.0,0.15405610932506825,0.12758437550545934,0.08200397931722375,1.0
14,3.40625,1.0546875,0.06640625,1,6.37890625,0.46484375,14.0,0.15405610932506825,0.12758437550545934,0.08200397931722375,1.0
15,6.46875,1.0546875,0.06640625,1,6.37890625,0.46484375,15.0,0.28030415972202544,0.16327076505537752,0.08922961972676195,1.0
16,3.40625,1.2890625,0.06640625,1,6.37890625,0.46484375,16.0,0.15405610932506825,0.12758437550545934,0.08200397931722375,1.0
