,fermi_alpha,fermi_b,social_factor,connections_perstep,opinion_max_diff,happiness_threshold,Run,Replicates,Network Modularity,Leibovici Entropy Index,Altieri Entropy Index
0,7.03125,0.5078125,0.14453125,1,3.14453125,0.10546875,0.0,1.100765879594561,0.6859958120067522,0.3582082951911449,0.0
1,7.03125,8.7109375,0.31640625,1,3.14453125,0.10546875,1.0,0.2513581434584866,0.24098932731844502,0.0548711305516657,0.0
2,7.03125,8.7109375,0.14453125,1,3.14453125,0.10546875,2.0,0.22768740817039146,0.21188731030552627,0.05569714295002226,0.0
3,7.03125,8.7109375,0.14453125,1,1.10546875,0.10546875,3.0,2.1733835168999067,1.7643703679863472,0.06072117052076689,0.0
4,7.03125,8.7109375,0.14453125,1,3.14453125,0.54296875,4.0,0.2904419416763636,0.24682880324115555,0.06028653689786467,0.0
5,8.09375,0.5078125,0.31640625,1,1.10546875,0.54296875,5.0,1.3744290731884121,1.1375533009048933,0.5347217127162974,0.0
6,9.03125,1.2109375,0.89453125,4,5.39453125,0.35546875,6.0,0.6335615079379974,0.4914326033015749,0.5795571620118187,0.0
7,2.09375,1.2109375,0.89453125,4,5.39453125,0.35546875,7.0,0.6335615079379974,0.4914326033015749,0.5795571620118187,0.0
8,9.03125,3.0078125,0.89453125,4,5.39453125,0.35546875,8.0,0.227287139459194,0.1806155970506436,0.001026576994933276,0.0
9,9.03125,1.2109375,0.06640625,4,5.39453125,0.35546875,9.0,0.10944213995054784,0.10900871051560532,0.058527889537088346,0.0
10,7.03125,0.5078125,0.14453125,1,3.14453125,0.10546875,10.0,0.10944213995054784,0.10900871051560532,0.058527889537088346,1.0
11,7.03125,8.7109375,0.31640625,1,3.14453125,0.10546875,11.0,0.10944213995054784,0.10900871051560532,0.058527889537088346,1.0
12,7.03125,8.7109375,0.14453125,1,3.14453125,0.10546875,12.0,0.10944213995054784,0.10900871051560532,0.058527889537088346,1.0
13,7.03125,8.7109375,0.14453125,1,1.10546875,0.10546875,13.0,0.10944213995054784,0.10900871051560532,0.058527889537088346,1.0
14,7.03125,8.7109375,0.14453125,1,3.14453125,0.54296875,14.0,0.10944213995054784,0.10900871051560532,0.058527889537088346,1.0
15,8.09375,0.5078125,0.31640625,1,1.10546875,0.54296875,15.0,0.10944213995054784,0.10900871051560532,0.058527889537088346,1.0
16,9.03125,1.2109375,0.89453125,4,5.39453125,0.35546875,16.0,1.0023838190608145,0.7962098119959127,0.4910080406807431,1.0
17,2.09375,1.2109375,0.89453125,4,5.39453125,0.35546875,17.0,0.227287139459194,0.1806155970506436,0.001026576994933276,1.0
18,9.03125,3.0078125,0.89453125,4,5.39453125,0.35546875,18.0,0.21542984321768693,0.19583424281172976,0.0012628365490915602,1.0
19,9.03125,1.2109375,0.06640625,4,5.39453125,0.35546875,19.0,0.36041790352217096,0.25424432336400177,0.1687489991398381,1.0
20,7.03125,0.5078125,0.14453125,1,3.14453125,0.10546875,20.0,0.6335615079379974,0.4914326033015749,0.5795571620118187,2.0
21,7.03125,8.7109375,0.31640625,1,3.14453125,0.10546875,21.0,0.227287139459194,0.1806155970506436,0.001026576994933276,2.0
22,7.03125,8.7109375,0.14453125,1,3.14453125,0.10546875,22.0,0.10944213995054784,0.10900871051560532,0.058527889537088346,2.0
23,7.03125,8.7109375,0.14453125,1,1.10546875,0.10546875,23.0,0.10944213995054784,0.10900871051560532,0.058527889537088346,2.0
24,7.03125,8.7109375,0.14453125,1,3.14453125,0.54296875,24.0,0.36041790352217096,0.25424432336400177,0.1687489991398381,2.0
