,fermi_alpha,fermi_b,social_factor,connections_perstep,opinion_max_diff,happiness_threshold,Run,Replicates,Network Modularity,Leibovici Entropy Index,Altieri Entropy Index
0,3.84375,5.5078125,0.32421875,3,6.02734375,0.95703125,0.0,0.23257567913348248,0.15990997377325142,0.00622814568579888,0.0
1,9.65625,2.7734375,0.76171875,1,1.17578125,0.95703125,1.0,2.0902134912069816,1.698559304234265,0.4103953203308881,0.0
2,3.34375,4.8828125,0.76171875,4,3.21484375,0.01953125,2.0,2.0902134912069816,1.698559304234265,0.4103953203308881,0.0
3,3.15625,4.8828125,0.76171875,4,3.21484375,0.01953125,3.0,2.0902134912069816,1.698559304234265,0.4103953203308881,0.0
4,3.34375,0.8984375,0.76171875,4,3.21484375,0.01953125,4.0,2.0902134912069816,1.698559304234265,0.4103953203308881,0.0
5,3.34375,4.8828125,0.57421875,4,3.21484375,0.01953125,5.0,2.0902134912069816,1.698559304234265,0.4103953203308881,0.0
6,3.34375,4.8828125,0.76171875,3,3.21484375,0.01953125,6.0,2.0902134912069816,1.698559304234265,0.4103953203308881,0.0
7,3.34375,4.8828125,0.76171875,4,1.73828125,0.01953125,7.0,2.0902134912069816,1.698559304234265,0.4103953203308881,0.0
8,3.34375,4.8828125,0.76171875,4,3.21484375,0.76953125,8.0,2.0902134912069816,1.698559304234265,0.4103953203308881,0.0
9,3.15625,0.8984375,0.57421875,3,1.73828125,0.76953125,9.0,2.0902134912069816,1.698559304234265,0.4103953203308881,0.0
10,3.84375,5.5078125,0.32421875,3,6.02734375,0.95703125,10.0,2.0902134912069816,1.698559304234265,0.4103953203308881,1.0
11,9.65625,2.7734375,0.76171875,1,1.17578125,0.95703125,11.0,2.187187943884049,1.781649195785156,0.41645326590844994,1.0
12,3.34375,4.8828125,0.76171875,4,3.21484375,0.01953125,12.0,2.187187943884049,1.781649195785156,0.41645326590844994,1.0
13,3.15625,4.8828125,0.76171875,4,3.21484375,0.01953125,13.0,2.187187943884049,1.781649195785156,0.41645326590844994,1.0
14,3.34375,0.8984375,0.76171875,4,3.21484375,0.01953125,14.0,2.187187943884049,1.781649195785156,0.41645326590844994,1.0
15,3.34375,4.8828125,0.57421875,4,3.21484375,0.01953125,15.0,2.187187943884049,1.781649195785156,0.41645326590844994,1.0
16,3.34375,4.8828125,0.76171875,3,3.21484375,0.01953125,16.0,2.0902134912069816,1.698559304234265,0.4103953203308881,1.0
17,3.34375,4.8828125,0.76171875,4,1.73828125,0.01953125,17.0,2.0902134912069816,1.698559304234265,0.4103953203308881,1.0
18,3.34375,4.8828125,0.76171875,4,3.21484375,0.76953125,18.0,2.0902134912069816,1.698559304234265,0.4103953203308881,1.0
19,3.15625,0.8984375,0.57421875,3,1.73828125,0.76953125,19.0,2.0902134912069816,1.698559304234265,0.4103953203308881,1.0
20,3.84375,5.5078125,0.32421875,3,6.02734375,0.95703125,20.0,2.187187943884049,1.781649195785156,0.41645326590844994,2.0
21,9.65625,2.7734375,0.76171875,1,1.17578125,0.95703125,21.0,1.7955417551743447,1.4248900770172188,0.33261633356058656,2.0
22,3.34375,4.8828125,0.76171875,4,3.21484375,0.01953125,22.0,2.187187943884049,1.781649195785156,0.41645326590844994,2.0
23,3.15625,4.8828125,0.76171875,4,3.21484375,0.01953125,23.0,2.187187943884049,1.781649195785156,0.41645326590844994,2.0
24,3.34375,0.8984375,0.76171875,4,3.21484375,0.01953125,24.0,2.187187943884049,1.781649195785156,0.41645326590844994,2.0
25,3.34375,4.8828125,0.57421875,4,3.21484375,0.01953125,25.0,2.0902134912069816,1.698559304234265,0.4103953203308881,2.0
26,3.34375,4.8828125,0.76171875,3,3.21484375,0.01953125,26.0,2.0902134912069816,1.698559304234265,0.4103953203308881,2.0
27,3.34375,4.8828125,0.76171875,4,1.73828125,0.01953125,27.0,2.0902134912069816,1.698559304234265,0.4103953203308881,2.0
28,3.34375,4.8828125,0.76171875,4,3.21484375,0.76953125,28.0,2.0902134912069816,1.698559304234265,0.4103953203308881,2.0
29,3.15625,0.8984375,0.57421875,3,1.73828125,0.76953125,29.0,2.0902134912069816,1.698559304234265,0.4103953203308881,2.0
30,3.84375,5.5078125,0.32421875,3,6.02734375,0.95703125,30.0,1.7955417551743447,1.4248900770172188,0.33261633356058656,3.0
31,9.65625,2.7734375,0.76171875,1,1.17578125,0.95703125,31.0,2.1153499374918883,1.7075717278325684,0.37687168797610704,3.0
32,3.34375,4.8828125,0.76171875,4,3.21484375,0.01953125,32.0,2.1153499374918883,1.7075717278325684,0.37687168797610704,3.0
33,3.15625,4.8828125,0.76171875,4,3.21484375,0.01953125,33.0,2.1153499374918883,1.7075717278325684,0.37687168797610704,3.0
34,3.34375,0.8984375,0.76171875,4,3.21484375,0.01953125,34.0,2.0902134912069816,1.698559304234265,0.4103953203308881,3.0
35,3.34375,4.8828125,0.57421875,4,3.21484375,0.01953125,35.0,2.0902134912069816,1.698559304234265,0.4103953203308881,3.0
36,3.34375,4.8828125,0.76171875,3,3.21484375,0.01953125,36.0,2.0902134912069816,1.698559304234265,0.4103953203308881,3.0
37,3.34375,4.8828125,0.76171875,4,1.73828125,0.01953125,37.0,2.0902134912069816,1.698559304234265,0.4103953203308881,3.0
38,3.34375,4.8828125,0.76171875,4,3.21484375,0.76953125,38.0,2.187187943884049,1.781649195785156,0.41645326590844994,3.0
39,3.15625,0.8984375,0.57421875,3,1.73828125,0.76953125,39.0,2.187187943884049,1.781649195785156,0.41645326590844994,3.0
40,3.84375,5.5078125,0.32421875,3,6.02734375,0.95703125,40.0,2.1153499374918883,1.7075717278325684,0.37687168797610704,4.0
41,9.65625,2.7734375,0.76171875,1,1.17578125,0.95703125,41.0,1.5601529192170402,1.2125668418239737,0.47804777803987963,4.0
42,3.34375,4.8828125,0.76171875,4,3.21484375,0.01953125,42.0,1.7955417551743447,1.4248900770172188,0.33261633356058656,4.0
43,3.15625,4.8828125,0.76171875,4,3.21484375,0.01953125,43.0,1.7955417551743447,1.4248900770172188,0.33261633356058656,4.0
44,3.34375,0.8984375,0.76171875,4,3.21484375,0.01953125,44.0,1.7955417551743447,1.4248900770172188,0.33261633356058656,4.0
45,3.34375,4.8828125,0.57421875,4,3.21484375,0.01953125,45.0,1.7955417551743447,1.4248900770172188,0.33261633356058656,4.0
46,3.34375,4.8828125,0.76171875,3,3.21484375,0.01953125,46.0,1.7955417551743447,1.4248900770172188,0.33261633356058656,4.0
47,3.34375,4.8828125,0.76171875,4,1.73828125,0.01953125,47.0,2.187187943884049,1.781649195785156,0.41645326590844994,4.0
48,3.34375,4.8828125,0.76171875,4,3.21484375,0.76953125,48.0,2.187187943884049,1.781649195785156,0.41645326590844994,4.0
49,3.15625,0.8984375,0.57421875,3,1.73828125,0.76953125,49.0,2.187187943884049,1.781649195785156,0.41645326590844994,4.0
