,fermi_alpha,fermi_b,social_factor,opinion_max_diff,happiness_threshold,Run,Altieri Entropy Index,Leibovici Entropy Index,Network Modularity
0,2.296875,0.8671875,0.93359375,3.515625,0.83984375,0,1.2578211110285242,1.0194025286764727,0.16408742932101827
95,2.421875,4.0546875,0.69921875,0.390625,0.18359375,0,2.090501777819357,1.6937626876451939,0.25474439889269573
92,1.328125,1.9921875,0.90234375,1.546875,0.97265625,0,2.189079449489942,1.760619621897654,0.5158234256499071
83,0.421875,1.0546875,0.19921875,2.390625,0.97265625,0,1.4097575376931872,1.1080772073876464,0.5272602930560657
80,0.421875,1.0546875,0.19921875,1.546875,0.68359375,0,0.4147813028143617,0.3674261874280609,0.1320690005021639
74,0.421875,1.0546875,0.90234375,2.390625,0.68359375,0,0.2754964819188107,0.2608611513931803,0.10293038806373174
70,0.421875,1.9921875,0.19921875,2.390625,0.68359375,0,0.275835040840325,0.21949639563210296,0.05585711261277777
65,1.328125,1.0546875,0.19921875,2.390625,0.68359375,0,1.4267377345161714,1.1174183809668545,0.4458209906871747
61,0.421875,1.0546875,0.19921875,2.390625,0.68359375,0,1.378360811710579,1.0456435909840895,0.5132520373381015
52,2.453125,0.3046875,0.43359375,1.171875,0.37890625,0,0.29319511390572883,0.31799840175387994,0.15242798257490434
45,0.296875,3.8671875,0.85546875,1.171875,0.33984375,0,2.150019449926614,1.7337387498553245,0.175590972119611
43,0.296875,3.8671875,0.43359375,1.515625,0.33984375,0,1.8823074207322164,1.5031173506461335,0.17312994216766864
35,2.453125,3.8671875,0.85546875,1.515625,0.33984375,0,1.7930574270701434,1.384594431290567,0.31837538056205683
30,0.296875,0.3046875,0.85546875,1.515625,0.33984375,0,0.3011140665272828,0.2744590434084675,0.33183388162794847
22,0.296875,3.8671875,0.85546875,1.515625,0.33984375,0,1.5124527896099451,1.2098786115991789,0.1308118681681858
20,0.453125,3.3046875,0.93359375,3.171875,0.87890625,0,0.03969618039171873,0.0412043533974277,0.015293158252940508
49,0.296875,3.8671875,0.85546875,1.515625,0.37890625,0,2.176356202685206,1.7587980116871218,0.15530589723681112
6,2.296875,3.3046875,0.35546875,3.515625,0.83984375,0,0.15438259282131117,0.10125014655534316,0.0
14,2.296875,0.8671875,0.35546875,3.515625,0.87890625,0,0.2483782746199638,0.25996168241662687,0.03119028181712438
5,2.296875,0.8671875,0.35546875,3.171875,0.83984375,0,0.4133211093916393,0.3056431616730084,0.027527943244177767
17,2.296875,0.8671875,0.35546875,3.515625,0.87890625,1,0.1909692765841389,0.16086939623666038,0.026259399387918016
