,fermi_alpha,fermi_b,social_factor,connections_perstep,opinion_max_diff,happiness_threshold,Run,Replicates,Network Modularity,Leibovici Entropy Index,Altieri Entropy Index
0,5.53125,6.1328125,0.95703125,1,3.70703125,0.91796875,0.0,0.1829603020938011,0.16070423506032827,0.058321558419467096,0.0
1,5.53125,4.3359375,0.75390625,1,3.70703125,0.91796875,1.0,0.16013170405126842,0.10645351772294855,0.057551035128994885,0.0
2,5.53125,4.3359375,0.95703125,2,3.70703125,0.91796875,2.0,0.09627354681933885,0.11421557087219776,0.028562591557209683,0.0
3,5.53125,4.3359375,0.95703125,1,8.41796875,0.91796875,3.0,0.1736730029109362,0.16480045953467898,0.05703111555042962,0.0
4,5.53125,4.3359375,0.95703125,1,3.70703125,0.48046875,4.0,0.14490366863474502,0.1261503846359822,0.05864033338338377,0.0
5,4.59375,6.1328125,0.75390625,2,8.41796875,0.48046875,5.0,0.14490366863474502,0.1261503846359822,0.05864033338338377,0.0
6,9.53125,9.3359375,0.45703125,3,8.20703125,0.41796875,6.0,0.04218175928910714,0.03274068246456507,0.004450967286307533,0.0
7,8.59375,9.3359375,0.45703125,3,8.20703125,0.41796875,7.0,0.04218175928910714,0.03274068246456507,0.004450967286307533,0.0
8,9.53125,1.1328125,0.45703125,3,8.20703125,0.41796875,8.0,0.23136810790063952,0.14444885900157864,0.02873839413831699,0.0
9,9.53125,9.3359375,0.25390625,3,8.20703125,0.41796875,9.0,0.11954907201218466,0.10320542207187819,0.005644155971164411,0.0
10,5.53125,6.1328125,0.95703125,1,3.70703125,0.91796875,10.0,0.11954907201218466,0.10320542207187819,0.005644155971164411,1.0
11,5.53125,4.3359375,0.75390625,1,3.70703125,0.91796875,11.0,0.11954907201218466,0.10320542207187819,0.005644155971164411,1.0
12,5.53125,4.3359375,0.95703125,2,3.70703125,0.91796875,12.0,0.11954907201218466,0.10320542207187819,0.005644155971164411,1.0
13,5.53125,4.3359375,0.95703125,1,8.41796875,0.91796875,13.0,0.11954907201218466,0.10320542207187819,0.005644155971164411,1.0
14,5.53125,4.3359375,0.95703125,1,3.70703125,0.48046875,14.0,0.11954907201218466,0.10320542207187819,0.005644155971164411,1.0
15,4.59375,6.1328125,0.75390625,2,8.41796875,0.48046875,15.0,0.11954907201218466,0.10320542207187819,0.005644155971164411,1.0
16,9.53125,9.3359375,0.45703125,3,8.20703125,0.41796875,16.0,0.22007364980128735,0.17007978552821587,0.008758196808582613,1.0
17,8.59375,9.3359375,0.45703125,3,8.20703125,0.41796875,17.0,0.23136810790063952,0.14444885900157864,0.02873839413831699,1.0
18,9.53125,1.1328125,0.45703125,3,8.20703125,0.41796875,18.0,0.18967353215094415,0.1550641006122783,0.02937383066094055,1.0
19,9.53125,9.3359375,0.25390625,3,8.20703125,0.41796875,19.0,0.18608479416589846,0.09509674120254574,0.008191569855883096,1.0
20,5.53125,6.1328125,0.95703125,1,3.70703125,0.91796875,20.0,0.18967353215094415,0.1550641006122783,0.02937383066094055,2.0
21,5.53125,4.3359375,0.75390625,1,3.70703125,0.91796875,21.0,0.23136810790063952,0.14444885900157864,0.02873839413831699,2.0
22,5.53125,4.3359375,0.95703125,2,3.70703125,0.91796875,22.0,0.11954907201218466,0.10320542207187819,0.005644155971164411,2.0
23,5.53125,4.3359375,0.95703125,1,8.41796875,0.91796875,23.0,0.11954907201218466,0.10320542207187819,0.005644155971164411,2.0
24,5.53125,4.3359375,0.95703125,1,3.70703125,0.48046875,24.0,0.18608479416589846,0.09509674120254574,0.008191569855883096,2.0
25,4.59375,6.1328125,0.75390625,2,8.41796875,0.48046875,25.0,0.18608479416589846,0.09509674120254574,0.008191569855883096,2.0
26,9.53125,9.3359375,0.45703125,3,8.20703125,0.41796875,26.0,0.12478249146335481,0.10135011411089971,0.010136343171455287,2.0
27,8.59375,9.3359375,0.45703125,3,8.20703125,0.41796875,27.0,0.04218175928910714,0.03274068246456507,0.004450967286307533,2.0
28,9.53125,1.1328125,0.45703125,3,8.20703125,0.41796875,28.0,0.1995249873599914,0.15634428731337763,0.024184926443805405,2.0
29,9.53125,9.3359375,0.25390625,3,8.20703125,0.41796875,29.0,0.12161126220748096,0.09773575897517645,0.0046417871802478805,2.0
30,5.53125,6.1328125,0.95703125,1,3.70703125,0.91796875,30.0,0.04218175928910714,0.03274068246456507,0.004450967286307533,3.0
31,5.53125,4.3359375,0.75390625,1,3.70703125,0.91796875,31.0,0.18967353215094415,0.1550641006122783,0.02937383066094055,3.0
32,5.53125,4.3359375,0.95703125,2,3.70703125,0.91796875,32.0,0.22007364980128735,0.17007978552821587,0.008758196808582613,3.0
33,5.53125,4.3359375,0.95703125,1,8.41796875,0.91796875,33.0,0.22007364980128735,0.17007978552821587,0.008758196808582613,3.0
34,5.53125,4.3359375,0.95703125,1,3.70703125,0.48046875,34.0,0.04218175928910714,0.03274068246456507,0.004450967286307533,3.0
35,4.59375,6.1328125,0.75390625,2,8.41796875,0.48046875,35.0,0.04218175928910714,0.03274068246456507,0.004450967286307533,3.0
36,9.53125,9.3359375,0.45703125,3,8.20703125,0.41796875,36.0,0.16800412300080506,0.14586815394130076,0.0019216953335221554,3.0
37,8.59375,9.3359375,0.45703125,3,8.20703125,0.41796875,37.0,0.18967353215094415,0.1550641006122783,0.02937383066094055,3.0
38,9.53125,1.1328125,0.45703125,3,8.20703125,0.41796875,38.0,0.20613328695338126,0.15120930786022965,0.03192418244415863,3.0
39,9.53125,9.3359375,0.25390625,3,8.20703125,0.41796875,39.0,0.08933427899320279,0.06606076980614499,0.006815304111884801,3.0
40,5.53125,6.1328125,0.95703125,1,3.70703125,0.91796875,40.0,0.04218175928910714,0.03274068246456507,0.004450967286307533,4.0
41,5.53125,4.3359375,0.75390625,1,3.70703125,0.91796875,41.0,0.1995249873599914,0.15634428731337763,0.024184926443805405,4.0
42,5.53125,4.3359375,0.95703125,2,3.70703125,0.91796875,42.0,0.12161126220748096,0.09773575897517645,0.0046417871802478805,4.0
43,5.53125,4.3359375,0.95703125,1,8.41796875,0.91796875,43.0,0.11954907201218466,0.10320542207187819,0.005644155971164411,4.0
44,5.53125,4.3359375,0.95703125,1,3.70703125,0.48046875,44.0,0.11954907201218466,0.10320542207187819,0.005644155971164411,4.0
45,4.59375,6.1328125,0.75390625,2,8.41796875,0.48046875,45.0,0.11954907201218466,0.10320542207187819,0.005644155971164411,4.0
46,9.53125,9.3359375,0.45703125,3,8.20703125,0.41796875,46.0,0.24599015461695373,0.1853244711650634,0.008174664416868538,4.0
47,8.59375,9.3359375,0.45703125,3,8.20703125,0.41796875,47.0,0.11954907201218466,0.10320542207187819,0.005644155971164411,4.0
48,9.53125,1.1328125,0.45703125,3,8.20703125,0.41796875,48.0,0.10279581070944714,0.05825971224598389,0.03145791972926363,4.0
49,9.53125,9.3359375,0.25390625,3,8.20703125,0.41796875,49.0,0.0680430234499333,0.07386141668340694,0.00813048664486582,4.0
