,fermi_alpha,fermi_b,social_factor,opinion_max_diff,happiness_threshold,Run,Altieri Entropy Index,Leibovici Entropy Index,Network Modularity
15,1.984375,3.7734375,0.80859375,0.203125,0.07421875,0,2.1792324598519497,1.7399432916588113,0.24420217611837955
35,1.265625,3.7734375,0.13671875,1.359375,0.80078125,0,2.1418564562628344,1.7303306730345716,0.17789686972441204
38,1.484375,0.7734375,0.68359375,0.703125,0.19921875,0,2.167855002675294,1.771045442267849,0.811728723090185
25,1.984375,3.0234375,0.80859375,1.359375,0.07421875,0,2.152543533395727,1.745182825220717,0.2912877287142175
90,3.484375,3.7734375,0.01171875,2.703125,0.69921875,0,1.40948669362164,1.0958964747592475,0.04901331317909449
45,0.765625,0.7734375,0.68359375,0.703125,0.19921875,0,2.1466767876615833,1.7488066461953364,0.8848563358746213
50,1.484375,0.0234375,0.68359375,0.703125,0.19921875,0,2.191578625183652,1.784122915240549,0.9446757882212959
20,1.984375,3.0234375,0.13671875,0.203125,0.07421875,0,2.0877670649199356,1.71177511156211,0.2557004697936646
55,1.484375,0.7734375,0.51171875,0.703125,0.19921875,0,2.1744727194935534,1.7808907392192297,0.8629418166097702
60,1.484375,0.7734375,0.68359375,3.859375,0.19921875,0,0.6365066690667025,0.5764194266588129,0.26490262615808696
95,3.484375,3.7734375,0.18359375,1.859375,0.69921875,0,1.7882059981634086,1.51156631299976,0.103190367238672
31,1.984375,3.0234375,0.80859375,0.203125,0.80078125,0,2.1963583474702517,1.7811011126731704,0.32903595369116256
1,3.265625,0.7734375,0.63671875,3.359375,0.30078125,0,1.5297246930885393,1.3980945134756118,0.4639537975172177
80,2.765625,3.7734375,0.18359375,2.703125,0.69921875,0,0.47613283801567063,0.3989007189154564,0.0006217646335810734
9,1.265625,3.0234375,0.80859375,0.203125,0.07421875,0,2.1813880618179953,1.769549778269194,0.31219248776172825
85,3.484375,3.0234375,0.18359375,2.703125,0.69921875,0,1.9955318463588771,1.6011414615331443,0.3080337593883148
76,3.484375,3.7734375,0.18359375,2.703125,0.69921875,0,0.23017658117691794,0.1597437271368456,0.0
7,1.984375,3.0234375,0.80859375,0.203125,0.07421875,0,2.1908808854812287,1.7771604806005492,0.34071562875795325
65,1.484375,0.7734375,0.68359375,0.703125,0.17578125,0,1.9936839451216228,1.6389138711761062,0.8033711262282692
71,0.765625,0.0234375,0.51171875,3.859375,0.17578125,0,0.24789532708888176,0.19151695199220278,0.7155564433186854
86,3.484375,3.0234375,0.18359375,2.703125,0.69921875,1,0.5827397678149935,0.4499835451771674,0.014427277312014153
36,1.265625,3.7734375,0.13671875,1.359375,0.80078125,1,2.142928828260461,1.7558441479554001,0.2239664344550525
39,1.484375,0.7734375,0.68359375,0.703125,0.19921875,1,2.1828646226994866,1.785950917517876,0.8201435727038284
75,3.484375,3.7734375,0.18359375,2.703125,0.69921875,1,0.5696464999242457,0.4979886041116935,0.00438851798945572
70,0.765625,0.0234375,0.51171875,3.859375,0.17578125,1,0.3208294965731867,0.28768366697447423,0.71925
51,1.484375,0.0234375,0.68359375,0.703125,0.19921875,1,2.18957257401195,1.7867638566714121,0.9496347558631302
56,1.484375,0.7734375,0.51171875,0.703125,0.19921875,1,2.1929874063211257,1.7838511041866847,0.8538001127672803
91,3.484375,3.7734375,0.01171875,2.703125,0.69921875,1,1.8146616586561453,1.3781966739154414,0.10007598330421225
66,1.484375,0.7734375,0.68359375,0.703125,0.17578125,1,2.1059037421971754,1.690571278539717,0.8016668892423127
62,1.484375,0.7734375,0.68359375,3.859375,0.19921875,1,0.2796298171493447,0.22404746671437545,0.11081966429213926
46,0.765625,0.7734375,0.68359375,0.703125,0.19921875,1,2.191774125813586,1.780003238043485,0.91282317389579
0,3.265625,0.7734375,0.63671875,3.359375,0.30078125,1,1.945714544731289,1.554938728039174,0.5952634779815692
82,2.765625,3.7734375,0.18359375,2.703125,0.69921875,1,0.1392312579485506,0.16802482591597112,0.0
11,1.265625,3.0234375,0.80859375,0.203125,0.07421875,1,2.1528644879252172,1.7243983289186435,0.2921758400196667
30,1.984375,3.0234375,0.80859375,0.203125,0.80078125,1,2.180365560623849,1.7652603341471504,0.30067124481799223
96,3.484375,3.7734375,0.18359375,1.859375,0.69921875,1,2.1331625567042796,1.7053939687632085,0.3110947441114681
